2000,66,162.728074751794,316.659868074779,3460.86392202913,2,262610.131531272,22245.6415900857,57677.3409504976,1290.54045206132,0,64372.066384548,75674.4360462169,0
2001,66,33.4988605231047,510.427346703061,10363.1342865667,1,117382.284807625,33071.0773269918,8660.46579030995,32959.515475444,0,45121.8517998766,59400.1120169485,0
2002,66,4.32357061654329,975.97755424345,449.158272816681,0,0,20298.8822084478,0,15954.1166681788,0,16751.7909029097,27182.8466540115,0
2003,66,61.7103859971282,534.849995159009,7930.43300866621,2,38349.9185329934,23251.994050728,34888.6070203474,11879.4451977317,0,49199.1055656138,58093.8892002981,0
2004,66,376.030145945463,282.944073047687,1899.42213949476,0,114635.182750837,0,42139.5687015293,0,0,44953.951458503,60971.4717422798,0
2005,66,339.338653987709,272.634947052423,4173.98376954614,0,0,24628.9673024102,0,9147.57395046428,0,9150.41728174977,15797.0857661355,0
2006,66,414.544627523486,294.915947210242,2259.30679158584,1,140940.848110116,17662.8492233175,134754.26137806,13626.6026693302,0,157022.023357899,261988.652790824,0
2007,66,224.814537721629,132.37903175428,10641.1735469017,1,187773.345133295,20107.9310178903,130373.780475893,11841.2623044249,0,153564.410898401,195208.0379751,0
2008,66,36.6893114056438,202.570750564337,-1369.79802608703,0,0,0,0,0,0,0,0,0
2009,66,465.95679310029,318.654219028586,1656.1150719629,0,0,23553.706516366,0,11637.7010299578,0,12613.2493897825,17876.7300186687,1
2010,66,386.572080372337,83.1651228426242,4127.58663705321,2,453414.614534946,35671.6262131575,121308.00658357,33909.597338267,0,155580.923182204,189112.613203949,0
2011,66,207.942141825333,7.61363662599473,1036.66960453218,0,0,20814.0733789934,0,15099.8972787587,0,15475.9356396108,19374.9467758108,0
2012,66,3.39330607093871,965.078624014405,4028.60092159055,0,77246.7841875904,0,62244.6587048455,0,124.596616161737,65067.5816726477,128190.255537764,0
2013,66,15.7738845175273,63.8047448675422,9515.55969605024,0,41376.6935233567,0,21104.2201579342,0,0,22053.0998974898,30021.1395014898,0
2014,66,132.054675556719,285.123575109748,-433.781680563266,0,0,16499.0321984184,0,9422.51722920335,0,9740.08522581134,15289.0819545226,0
2015,66,137.533545540646,486.68215346376,6343.04507102664,2,340659.111962569,18924.7856439085,214828.380828642,4600.57815856116,0,228148.000250821,300058.257951643,0
2016,66,945.564962128058,37.8979520173743,2958.22743249738,0,153461.594446186,0,138027.088136099,0,0,144453.069952018,247945.341099639,0
2017,66,24.606372409495,264.794685601405,4526.75568477235,0,0,0,0,0,0,0,0,0
2018,66,413.42419393963,0,4446.53874744917,1,109135.039668786,16489.0241735927,43785.0492369916,13069.1092772483,0,62080.2539699509,89389.8926044514,0
2019,66,199.343571206555,213.073762389831,15318.6220499765,1,566164.291653364,0,303787.2444375,0,0,322279.719084937,343529.425082157,0
2020,66,168.290777038783,25.5294566995327,5620.2579271716,0,0,0,0,0,0,0,0,0
2021,66,388.618462520156,677.360715408274,-860.812473538836,2,134624.222740894,26383.4144803987,100945.593206954,21272.7472572288,0,124605.646603869,245773.191371058,1
2022,66,542.012553264327,201.360186279784,7809.56488560175,2,141062.355967506,18274.1600408995,106743.684628716,3495.30407669125,0,113574.654572108,136289.028842199,1
2023,66,130.587953826115,791.727166925198,6333.95483697438,1,0,40434.9796196002,0,34166.616863826,0,35424.0613498398,37745.3348754528,0
2024,66,484.190366950758,110.741807628158,10539.6851275089,1,188873.407502968,24135.4387322506,103301.012265785,12518.806575818,0,117240.230564545,155693.160347383,0
2025,66,218.831066787232,24.1488697173464,5778.97498418096,0,86428.0807728366,0,59595.5202071722,0,0,63501.8604536102,77167.1770202487,0
2026,66,471.318466004856,400.69319688176,241.178638319489,1,73503.5823759082,0,65553.8569300394,0,0,70845.6602949358,126657.006627292,0
2027,66,59.0330683160573,778.720718387205,5158.43879290347,1,191359.056026454,30796.1742170968,29382.9560355452,11731.2696473631,0,43854.9627802648,84728.7812952725,0
2028,66,254.510035725746,156.625400367193,4972.16678800795,2,400419.7813517,23680.8176856004,314772.180057214,22728.7664262649,0,339876.745461137,584995.772156783,0
2029,66,38.7506221421063,860.552250456659,-2511.24163732234,0,154334.703936874,0,150183.10637542,0,0,159930.567899703,206168.088950613,0
2030,66,67.7335672080517,78.9573601912707,9900.54380671003,0,136045.18368484,0,97466.4811400248,0,0,102635.0387266,184604.600035552,0
2031,66,527.476754573114,1018.09640446384,1178.08816367911,0,0,0,0,0,0,0,0,0
2032,66,757.4843102688,116.868240240395,6729.1315683893,0,0,16790.8007641902,0,15569.2285210607,0,15971.9005892646,28842.5678756524,0
2033,66,374.015316354547,226.224367623217,4497.30828135161,0,232656.424289802,0,26440.2841174566,0,0,26864.0871442986,36355.7724644854,0
2034,66,595.911155615873,88.4235312929377,13.9394735017786,2,188303.317430701,52748.6600010806,80240.8193153335,22510.8554337307,1025.81330485761,109694.196817045,176669.935187613,0
2035,66,9.08974371850491,771.868677858857,7504.88063007851,0,209080.197338072,0,92662.3728053585,0,0,99579.9463100208,125354.288750179,0
2036,66,488.737636593111,219.399075419642,6319.66611258649,2,376167.019500312,35244.0231374357,41647.0031990548,32168.3504177054,0,79462.2950058925,154009.944183536,0
2037,66,58.4199561271816,222.871456993744,5363.55918877447,1,73793.8482079555,14722.0308400733,32864.6613895661,7164.55750942914,0,43389.4870000822,79949.343925014,1
2038,66,423.90623965574,78.0865494431961,5473.56861699398,0,208119.19537834,0,113397.364650248,0,0,116715.858257757,143102.728116058,1
2039,66,142.656129925587,265.901271937613,2507.32702574108,1,137561.647253058,17315.1660812902,60031.3326895069,8163.74457958715,0,72851.3886305553,123528.471547658,0
2040,66,186.266172118485,295.983122693573,9350.01179150421,0,0,0,0,0,1344.88225306919,1376.60816156397,1829.85941763776,0
