DAG
at1 has 2 parent(s): {cl, GlobalHidden_0}
at2 has 2 parent(s): {cl, GlobalHidden_0}
at3 has 2 parent(s): {cl, GlobalHidden_0}
cl has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
100	9.239107159295376	0.37
200	9.198975455236589	0.89
300	9.048574913792041	0.86
400	8.987580161520484	0.9
500	8.893836016861787	0.88
600	9.228254308271971	0.89
700	9.108111366199457	0.89
800	9.211525431335287	0.88
900	9.058466609625688	0.89
1000	9.571188002477106	0.92
1100	9.263958144088546	0.88
1200	9.352685947950555	0.96
1300	9.116918496209525	0.85
1400	8.970727056836786	0.87
1500	9.161500553974168	0.81
1600	9.00906154495219	0.86
1700	8.731667664768102	0.84
1800	9.160691072365669	0.85
1900	9.34037818851307	0.89
2000	9.041101908737723	0.84
2100	9.238517063906437	0.86
2200	8.927665691418834	0.82
2300	9.001831029185915	0.83
2400	8.802619999119312	0.9
2500	8.803361999831042	0.9
2600	9.021778450383529	0.86
2700	9.582659872538395	0.93
2800	9.49967120044597	0.87
2900	9.28930122909977	0.92
3000	9.173708274038523	0.86
3100	8.932243573504795	0.94
3200	8.997413983862309	0.89
3300	9.331287236664462	0.88
3400	9.203295622693638	0.85
3500	8.856848864045984	0.81
3600	9.165202641459892	0.88
3700	8.944818692920549	0.86
3800	8.99985478715826	0.9
3900	9.169793372931593	0.82
4000	9.194064652860174	0.87
4100	9.155760417644574	0.88
4200	9.27525019324863	0.9
4300	9.501694279746483	0.89
4400	9.256368983385997	0.86
4500	9.315796678286528	0.89
4600	9.154683929073483	0.83
4700	9.348489092296564	0.91
4800	9.046469719325156	0.82
4900	9.136193111651902	0.88
5000	9.190742510451333	0.86
5100	9.443625892873401	0.83
5200	8.996203989420252	0.81
5300	9.396055999506409	0.87
5400	9.449665029324116	0.91
5500	9.222607090292374	0.87
5600	8.952365445963718	0.89
5700	9.578177604773161	0.83
5800	9.65062807936358	0.91
5900	9.186034495299372	0.91
6000	9.189866170161784	0.9
6100	9.092236382925702	0.91
6200	9.798561468947025	0.83
6300	9.075895315854513	0.84
6400	9.0095094670644	0.93
6500	9.32677690560904	0.88
6600	9.598159250050125	0.87
6700	9.122846641508342	0.87
6800	9.399993882082898	0.86
6900	9.285887506874495	0.89
7000	9.55246997591336	0.87
7100	9.072283596495973	0.9
7200	9.148806759482422	0.82
7300	9.746781427644725	0.82
7400	9.269151273604395	0.84
7500	9.33405629891171	0.84
7600	9.343807471089873	0.9
7700	9.251497213525182	0.89
7800	9.03494645551517	0.91
7900	9.267299470356681	0.84
8000	9.19448455455705	0.85
8100	9.768553681743413	0.87
8200	9.351764665714404	0.91
8300	9.235260822747696	0.86
8400	9.000710203503292	0.9
8500	9.315087159418153	0.8
8600	9.584665727887726	0.89
8700	9.766670756429365	0.86
8800	8.952815525248354	0.88
8900	9.376854065628113	0.82
9000	8.854340214100066	0.97
9100	9.420548154671861	0.88
9200	9.211345528452677	0.92
9300	9.165205407872483	0.83
9400	9.008356441196348	0.88
9500	9.368173443447336	0.88
9600	9.144691867783388	0.9
9700	9.386573509978936	0.89
9800	9.108918196836836	0.88
9900	9.546359330288292	0.79
10000	8.908016028902065	0.85
10100	9.604370625943575	0.82
10200	9.160915084442374	0.92
10300	9.465232325297498	0.88
10400	8.823655565533416	0.77
10500	9.547765193627203	0.88
10600	9.316826988939619	0.9
10700	9.558884273935433	0.84
10800	9.671446903384568	0.91
10900	9.618382194026582	0.9
11000	9.189637828659373	0.87
11100	9.015446371457926	0.94
11200	9.024745188075064	0.83
11300	8.998657832505426	0.84
11400	9.420717739087781	0.86
11500	8.883554844804612	0.89
11600	8.94928880720166	0.91
11700	9.407271920070004	0.87
11800	8.940890063429606	0.89
11900	9.481822401688264	0.77
12000	9.678418725936892	0.86
12100	9.211590544728931	0.84
12200	8.940511112470709	0.89
12300	9.05586399604009	0.92
12400	9.479377375928498	0.86
12500	9.344909512552903	0.87
12600	9.354414692522585	0.86
12700	9.426916265842966	0.85
12800	9.183625265562904	0.86
12900	8.990846300398733	0.85
13000	9.05225696879243	0.84
13100	8.819126110717875	0.85
13200	8.564335772868526	0.85
13300	8.932634725712484	0.86
13400	9.579843935241248	0.85
13500	9.341916697194378	0.87
13600	9.426411594843415	0.87
13700	8.981780594880409	0.9
13800	9.324198634423125	0.85
13900	9.255394156489865	0.87
14000	9.469462832833072	0.82
14100	9.274883457311878	0.89
14200	9.429367430007337	0.92
14300	9.234029917600186	0.9
14400	9.544003178620125	0.88
14500	9.186122588384698	0.87
14600	9.21211900446126	0.9
14700	9.05409359636807	0.83
14800	9.441056721074274	0.84
14900	9.458862040195598	0.85
15000	9.438015352610657	0.88
15100	9.550324533513873	0.82
15200	9.303237512464278	0.87
15300	9.503504055258857	0.85
15400	9.825313616580047	0.78
15500	9.298373641079626	0.85
15600	9.857204444526154	0.8
15700	9.018474429117141	0.89
15800	9.306784869791537	0.79
15900	9.477655407231989	0.83
16000	9.23039565766539	0.86
16100	9.657464439888392	0.84
16200	9.610264208184354	0.8
16300	9.457694069249843	0.8
16400	9.112908179421071	0.81
16500	9.677560943276463	0.75
16600	9.647248034298185	0.79
16700	10.031024987262986	0.89
16800	9.62565642274751	0.83
16900	9.010874457557975	0.85
17000	9.08477347476415	0.83
17100	9.753393355700183	0.78
17200	9.769785282472219	0.87
17300	9.58638102676278	0.94
17400	9.394654859973766	0.88
17500	10.019906092005703	0.84
17600	9.226948585674986	0.93
17700	9.591646568910756	0.84
17800	9.320718403908273	0.9
17900	8.958515048309946	0.83
18000	9.891328951369523	0.77
18100	9.699087143492887	0.91
18200	9.556331210645975	0.85
18300	9.54376612443663	0.86
18400	9.284712987173592	0.79
18500	9.215143767135997	0.82
18600	9.460747016104747	0.81
18700	9.189227616832701	0.82
18800	9.527765593085256	0.81
18900	9.254992824795762	0.85
19000	9.661888487836933	0.86
19100	9.288776192192106	0.85
19200	8.931809994194769	0.88
19300	9.75999602669415	0.77
19400	9.460661515024594	0.83
19500	9.632180905702379	0.84
19600	9.748098061821684	0.88
19700	9.142414879406813	0.82
19800	9.736904669785762	0.84
19900	9.760267968202596	0.8
