DAG
attr0 has 1 parent(s): {output}
attr1 has 1 parent(s): {output}
attr2 has 1 parent(s): {output}
attr3 has 1 parent(s): {output}
attr4 has 1 parent(s): {output}
attr5 has 1 parent(s): {output}
attr6 has 1 parent(s): {output}
attr7 has 1 parent(s): {output}
attr8 has 1 parent(s): {output}
attr9 has 1 parent(s): {output}
output has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
100	2.4659131695413303	0.44
200	2.4659131695413303	0.86
300	2.4659131695413303	0.89
400	2.4659131695413303	0.91
500	2.4659131695413303	0.89
600	2.4659131695413303	0.93
700	2.4659131695413303	0.94
800	2.4659131695413303	0.92
900	2.4659131695413303	0.96
1000	2.4659131695413303	0.9
1100	2.4659131695413303	0.92
1200	2.4659131695413303	0.96
1300	2.4659131695413303	0.92
1400	2.4659131695413303	0.88
1500	2.4659131695413303	0.85
1600	2.4659131695413303	0.9
1700	2.4659131695413303	0.85
1800	2.4659131695413303	0.92
1900	2.4659131695413303	0.94
2000	2.4659131695413303	0.89
2100	2.4659131695413303	0.88
2200	2.4659131695413303	0.88
2300	2.4659131695413303	0.89
2400	2.4659131695413303	0.94
2500	2.4659131695413303	0.88
2600	2.4659131695413303	0.93
2700	2.4659131695413303	0.94
2800	2.4659131695413303	0.86
2900	2.4659131695413303	0.96
3000	2.4659131695413303	0.94
3100	2.4659131695413303	0.93
3200	2.4659131695413303	0.89
3300	2.4659131695413303	0.92
3400	2.4659131695413303	0.93
3500	2.4659131695413303	0.92
3600	2.4659131695413303	0.93
3700	2.4659131695413303	0.9
3800	2.4659131695413303	0.91
3900	2.4659131695413303	0.93
4000	2.4659131695413303	0.95
4100	2.4659131695413303	0.95
4200	2.4659131695413303	0.95
4300	2.4659131695413303	0.94
4400	2.4659131695413303	0.88
4500	2.4659131695413303	0.96
4600	2.4659131695413303	0.95
4700	2.4659131695413303	0.92
4800	2.4659131695413303	0.96
4900	2.4659131695413303	0.92
5000	2.4659131695413303	0.91
5100	2.4659131695413303	0.88
5200	2.4659131695413303	0.94
5300	2.4659131695413303	0.88
5400	2.4659131695413303	0.91
5500	2.4659131695413303	0.88
5600	2.4659131695413303	0.91
5700	2.4659131695413303	0.91
5800	2.4659131695413303	0.83
5900	2.4659131695413303	0.88
6000	2.4659131695413303	0.92
6100	2.4659131695413303	0.89
6200	2.4659131695413303	0.91
6300	2.4659131695413303	0.93
6400	2.4659131695413303	0.9
6500	2.4659131695413303	0.91
6600	2.4659131695413303	0.85
6700	2.4659131695413303	0.82
6800	2.4659131695413303	0.87
6900	2.4659131695413303	0.92
7000	2.4659131695413303	0.89
7100	2.4659131695413303	0.91
7200	2.4659131695413303	0.9
7300	2.4659131695413303	0.88
7400	2.4659131695413303	0.84
7500	2.4659131695413303	0.89
7600	2.4659131695413303	0.91
7700	2.4659131695413303	0.86
7800	2.4659131695413303	0.92
7900	2.4659131695413303	0.88
8000	2.4659131695413303	0.91
8100	2.4659131695413303	0.92
8200	2.4659131695413303	0.87
8300	2.4659131695413303	0.92
8400	2.4659131695413303	0.91
8500	2.4659131695413303	0.89
8600	2.4659131695413303	0.88
8700	2.4659131695413303	0.92
8800	2.4659131695413303	0.88
8900	2.4659131695413303	0.91
9000	2.4659131695413303	0.88
9100	2.4659131695413303	0.91
9200	2.4659131695413303	0.91
9300	2.4659131695413303	0.88
9400	2.4659131695413303	0.84
9500	2.4659131695413303	0.93
9600	2.4659131695413303	0.89
9700	2.4659131695413303	0.88
9800	2.4659131695413303	0.83
9900	2.4659131695413303	0.83
10000	2.4659131695413303	0.89
0.8893069306930691
