DAG
attr0 has 1 parent(s): {output}
attr1 has 1 parent(s): {output}
attr2 has 1 parent(s): {output}
attr3 has 1 parent(s): {output}
attr4 has 1 parent(s): {output}
attr5 has 1 parent(s): {output}
attr6 has 1 parent(s): {output}
attr7 has 1 parent(s): {output}
attr8 has 1 parent(s): {output}
attr9 has 1 parent(s): {output}
output has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
100	2.4659131695413303	0.47
200	2.4659131695413303	0.86
300	2.4659131695413303	0.83
400	2.4659131695413303	0.86
500	2.4659131695413303	0.86
600	2.4659131695413303	0.84
700	2.4659131695413303	0.87
800	2.4659131695413303	0.84
900	2.4659131695413303	0.85
1000	2.4659131695413303	0.83
1100	2.4659131695413303	0.86
1200	2.4659131695413303	0.82
1300	2.4659131695413303	0.85
1400	2.4659131695413303	0.85
1500	2.4659131695413303	0.86
1600	2.4659131695413303	0.87
1700	2.4659131695413303	0.84
1800	2.4659131695413303	0.82
1900	2.4659131695413303	0.86
2000	2.4659131695413303	0.82
2100	2.4659131695413303	0.74
2200	2.4659131695413303	0.8
2300	2.4659131695413303	0.84
2400	2.4659131695413303	0.83
2500	2.4659131695413303	0.84
2600	2.4659131695413303	0.82
2700	2.4659131695413303	0.85
2800	2.4659131695413303	0.88
2900	2.4659131695413303	0.83
3000	2.4659131695413303	0.81
3100	2.4659131695413303	0.84
3200	2.4659131695413303	0.8
3300	2.4659131695413303	0.83
3400	2.4659131695413303	0.82
3500	2.4659131695413303	0.87
3600	2.4659131695413303	0.8
3700	2.4659131695413303	0.84
3800	2.4659131695413303	0.8
3900	2.4659131695413303	0.74
4000	2.4659131695413303	0.78
4100	2.4659131695413303	0.8
4200	2.4659131695413303	0.84
4300	2.4659131695413303	0.7
4400	2.4659131695413303	0.78
4500	2.4659131695413303	0.76
4600	2.4659131695413303	0.82
4700	2.4659131695413303	0.78
4800	2.4659131695413303	0.83
4900	2.4659131695413303	0.76
5000	2.4659131695413303	0.78
5100	2.4659131695413303	0.7
5200	2.4659131695413303	0.77
5300	2.4659131695413303	0.85
5400	2.4659131695413303	0.8
5500	2.4659131695413303	0.82
5600	2.4659131695413303	0.79
5700	2.4659131695413303	0.8
5800	2.4659131695413303	0.65
5900	2.4659131695413303	0.73
6000	2.4659131695413303	0.78
6100	2.4659131695413303	0.78
6200	2.4659131695413303	0.74
6300	2.4659131695413303	0.8
6400	2.4659131695413303	0.75
6500	2.4659131695413303	0.73
6600	2.4659131695413303	0.81
6700	2.4659131695413303	0.83
6800	2.4659131695413303	0.8
6900	2.4659131695413303	0.86
7000	2.4659131695413303	0.81
7100	2.4659131695413303	0.76
7200	2.4659131695413303	0.82
7300	2.4659131695413303	0.79
7400	2.4659131695413303	0.82
7500	2.4659131695413303	0.85
7600	2.4659131695413303	0.79
7700	2.4659131695413303	0.77
7800	2.4659131695413303	0.81
7900	2.4659131695413303	0.81
8000	2.4659131695413303	0.75
8100	2.4659131695413303	0.78
8200	2.4659131695413303	0.8
8300	2.4659131695413303	0.82
8400	2.4659131695413303	0.81
8500	2.4659131695413303	0.73
8600	2.4659131695413303	0.77
8700	2.4659131695413303	0.77
8800	2.4659131695413303	0.88
8900	2.4659131695413303	0.8
9000	2.4659131695413303	0.87
9100	2.4659131695413303	0.78
9200	2.4659131695413303	0.86
9300	2.4659131695413303	0.79
9400	2.4659131695413303	0.78
9500	2.4659131695413303	0.82
9600	2.4659131695413303	0.87
9700	2.4659131695413303	0.87
9800	2.4659131695413303	0.86
9900	2.4659131695413303	0.76
10000	2.4659131695413303	0.87
0.7983168316831684
