960507, 2, 1, 1880, 7226, ?, ?, 0, UP
960507, 2, 2, 1722, 7064, ?, ?, 0, UP
960507, 2, 3, 1715, 6862, ?, ?, 0, UP
960507, 2, 4, 1515, 6389, ?, ?, 0, UP
960507, 2, 5, 1415, 5962, ?, ?, 0, DOWN
960507, 2, 6, 1371, 5669, ?, ?, 0, DOWN
960507, 2, 7, 1371, 5429, ?, ?, 0, DOWN
960507, 2, 8, 1371, 5301, ?, ?, 0, DOWN
960507, 2, 9, 1371, 5181, ?, ?, 0, DOWN
960507, 2, 10, 1371, 5219, ?, ?, 0, DOWN
960507, 2, 11, 1478, 5410, ?, ?, 0, UP
960507, 2, 12, 1661, 5702, ?, ?, 0, UP
960507, 2, 13, 1715, 6282, ?, ?, 0, UP
960507, 2, 14, 1415, 6898, ?, ?, 0, DOWN
960507, 2, 15, 1361, 6978, ?, ?, 0, DOWN
960507, 2, 16, 1356, 7381, ?, ?, 0, DOWN
960507, 2, 17, 1361, 7556, ?, ?, 0, DOWN
960507, 2, 18, 1356, 7590, ?, ?, 0, DOWN
960507, 2, 19, 1367, 7854, ?, ?, 0, DOWN
960507, 2, 20, 1371, 7947, ?, ?, 0, DOWN
960507, 2, 21, 1478, 7870, ?, ?, 0, UP
960507, 2, 22, 1478, 7748, ?, ?, 0, UP
960507, 2, 23, 1478, 7729, ?, ?, 0, UP
960507, 2, 24, 1515, 7728, ?, ?, 0, UP
960507, 2, 25, 1478, 7671, ?, ?, 0, UP
960507, 2, 26, 1478, 7621, ?, ?, 0, UP
960507, 2, 27, 1415, 7632, ?, ?, 0, DOWN
960507, 2, 28, 1478, 7579, ?, ?, 0, UP
960507, 2, 29, 1478, 7566, ?, ?, 0, UP
960507, 2, 30, 1415, 7481, ?, ?, 0, DOWN
960507, 2, 31, 1361, 7412, ?, ?, 0, DOWN
960507, 2, 32, 1371, 7488, ?, ?, 0, DOWN
960507, 2, 33, 1371, 7534, ?, ?, 0, DOWN
960507, 2, 34, 1371, 7656, ?, ?, 0, DOWN
960507, 2, 35, 1415, 7991, ?, ?, 0, DOWN
960507, 2, 36, 1478, 8390, ?, ?, 0, UP
960507, 2, 37, 1367, 8224, ?, ?, 0, DOWN
960507, 2, 38, 1356, 7950, ?, ?, 0, DOWN
960507, 2, 39, 1356, 7615, ?, ?, 0, DOWN
960507, 2, 40, 1361, 7438, ?, ?, 0, DOWN
960507, 2, 41, 1367, 7274, ?, ?, 0, DOWN
960507, 2, 42, 1415, 7045, ?, ?, 0, DOWN
960507, 2, 43, 1371, 6753, ?, ?, 0, DOWN
960507, 2, 44, 1715, 6598, ?, ?, 0, UP
960507, 2, 45, 1880, 6995, ?, ?, 0, UP
960507, 2, 46, 1820, 7157, ?, ?, 0, UP
960507, 2, 47, 1973, 7267, ?, ?, 0, UP
960507, 2, 48, 1820, 7238, ?, ?, 0, UP
960508, 3, 1, 1973, 7251, ?, ?, 0, UP
960508, 3, 2, 1880, 7036, ?, ?, 0, UP
960508, 3, 3, 1715, 6821, ?, ?, 0, UP
960508, 3, 4, 1478, 6403, ?, ?, 0, DOWN
960508, 3, 5, 1367, 6008, ?, ?, 0, DOWN
960508, 3, 6, 1371, 5713, ?, ?, 0, DOWN
960508, 3, 7, 1371, 5476, ?, ?, 0, DOWN
960508, 3, 8, 1364, 5295, ?, ?, 0, DOWN
960508, 3, 9, 1366, 5205, ?, ?, 0, DOWN
960508, 3, 10, 1367, 5229, ?, ?, 0, DOWN
960508, 3, 11, 1415, 5428, ?, ?, 0, DOWN
960508, 3, 12, 1715, 5716, ?, ?, 0, UP
960508, 3, 13, 1715, 6307, ?, ?, 0, UP
960508, 3, 14, 1715, 6916, ?, ?, 0, UP
960508, 3, 15, 1361, 6933, ?, ?, 0, DOWN
960508, 3, 16, 1361, 7343, ?, ?, 0, DOWN
960508, 3, 17, 1361, 7551, ?, ?, 0, DOWN
960508, 3, 18, 1361, 7561, ?, ?, 0, DOWN
960508, 3, 19, 1367, 7829, ?, ?, 0, DOWN
960508, 3, 20, 1367, 7859, ?, ?, 0, DOWN
960508, 3, 21, 1367, 7769, ?, ?, 0, DOWN
960508, 3, 22, 1411, 7652, ?, ?, 0, DOWN
960508, 3, 23, 1415, 7580, ?, ?, 0, DOWN
960508, 3, 24, 1478, 7547, ?, ?, 0, DOWN
960508, 3, 25, 1478, 7503, ?, ?, 0, DOWN
960508, 3, 26, 1415, 7483, ?, ?, 0, DOWN
960508, 3, 27, 1415, 7483, ?, ?, 0, DOWN
960508, 3, 28, 1415, 7441, ?, ?, 0, DOWN
960508, 3, 29, 1367, 7380, ?, ?, 0, DOWN
960508, 3, 30, 1361, 7268, ?, ?, 0, DOWN
960508, 3, 31, 1361, 7248, ?, ?, 0, DOWN
960508, 3, 32, 1361, 7304, ?, ?, 0, DOWN
960508, 3, 33, 1361, 7339, ?, ?, 0, DOWN
960508, 3, 34, 1361, 7532, ?, ?, 0, DOWN
960508, 3, 35, 1367, 7862, ?, ?, 0, DOWN
960508, 3, 36, 1367, 8335, ?, ?, 0, DOWN
960508, 3, 37, 1361, 8220, ?, ?, 0, DOWN
960508, 3, 38, 1356, 7990, ?, ?, 0, DOWN
960508, 3, 39, 1356, 7708, ?, ?, 0, DOWN
960508, 3, 40, 1361, 7501, ?, ?, 0, DOWN
960508, 3, 41, 1367, 7314, ?, ?, 0, DOWN
960508, 3, 42, 1367, 7175, ?, ?, 0, DOWN
960508, 3, 43, 1367, 6866, ?, ?, 0, DOWN
960508, 3, 44, 1367, 6629, ?, ?, 0, DOWN
960508, 3, 45, 1880, 7024, ?, ?, 0, UP
960508, 3, 46, 1844, 7199, ?, ?, 0, UP
960508, 3, 47, 1973, 7342, ?, ?, 0, UP
960508, 3, 48, 1820, 7298, ?, ?, 0, UP
960509, 4, 1, 1820, 7287, ?, ?, 0, UP
960509, 4, 2, 1820, 7161, ?, ?, 0, UP
960509, 4, 3, 1715, 6958, ?, ?, 0, UP
960509, 4, 4, 1367, 6502, ?, ?, 0, DOWN
960509, 4, 5, 1367, 6101, ?, ?, 0, DOWN
960509, 4, 6, 1367, 5808, ?, ?, 0, DOWN
960509, 4, 7, 1367, 5508, ?, ?, 0, DOWN
960509, 4, 8, 1367, 5366, ?, ?, 0, DOWN
960509, 4, 9, 1564, 5293, ?, ?, 0, UP
960509, 4, 10, 1564, 5267, ?, ?, 0, UP
960509, 4, 11, 1564, 5446, ?, ?, 0, UP
960509, 4, 12, 1569, 5732, ?, ?, 0, UP
960509, 4, 13, 1661, 6340, ?, ?, 0, UP
960509, 4, 14, 1569, 6986, ?, ?, 0, UP
960509, 4, 15, 1564, 7015, ?, ?, 0, UP
960509, 4, 16, 1371, 7403, ?, ?, 0, DOWN
960509, 4, 17, 1356, 7573, ?, ?, 0, DOWN
960509, 4, 18, 1371, 7592, ?, ?, 0, DOWN
960509, 4, 19, 1516, 7768, ?, ?, 0, UP
960509, 4, 20, 1564, 7849, ?, ?, 0, UP
960509, 4, 21, 1564, 7776, ?, ?, 0, UP
960509, 4, 22, 1569, 7574, ?, ?, 0, UP
960509, 4, 23, 1569, 7619, ?, ?, 0, UP
960509, 4, 24, 1569, 7571, ?, ?, 0, UP
960509, 4, 25, 1569, 7520, ?, ?, 0, UP
960509, 4, 26, 1580, 7472, ?, ?, 0, UP
960509, 4, 27, 1580, 7463, ?, ?, 0, UP
960509, 4, 28, 1569, 7412, ?, ?, 0, UP
960509, 4, 29, 1569, 7358, ?, ?, 0, UP
960509, 4, 30, 1569, 7277, ?, ?, 0, UP
960509, 4, 31, 1564, 7229, ?, ?, 0, UP
960509, 4, 32, 1564, 7248, ?, ?, 0, UP
960509, 4, 33, 1415, 7302, ?, ?, 0, DOWN
960509, 4, 34, 1415, 7420, ?, ?, 0, DOWN
960509, 4, 35, 1564, 7706, ?, ?, 0, UP
960509, 4, 36, 1564, 8254, ?, ?, 0, UP
960509, 4, 37, 1564, 8205, ?, ?, 0, UP
960509, 4, 38, 1415, 8025, ?, ?, 0, DOWN
960509, 4, 39, 1356, 7773, ?, ?, 0, DOWN
960509, 4, 40, 1356, 7591, ?, ?, 0, DOWN
960509, 4, 41, 1415, 7459, ?, ?, 0, DOWN
960509, 4, 42, 1395, 7323, ?, ?, 0, DOWN
960509, 4, 43, 1564, 7013, ?, ?, 0, UP
960509, 4, 44, 1564, 6769, ?, ?, 0, UP
960509, 4, 45, 1880, 7113, ?, ?, 0, UP
960509, 4, 46, 1722, 7249, ?, ?, 0, UP
960509, 4, 47, 2527, 7392, ?, ?, 0, UP
960509, 4, 48, 2507, 7380, ?, ?, 0, UP
960510, 5, 1, 2527, 7365, ?, ?, 0, UP
960510, 5, 2, 2527, 7195, ?, ?, 0, UP
960510, 5, 3, 2482, 6933, ?, ?, 0, UP
960510, 5, 4, 2507, 6478, ?, ?, 0, UP
960510, 5, 5, 2527, 6111, ?, ?, 0, UP
960510, 5, 6, 2482, 5835, ?, ?, 0, UP
960510, 5, 7, 2464, 5533, ?, ?, 0, UP
960510, 5, 8, 2464, 5378, ?, ?, 0, UP
960510, 5, 9, 2563, 5312, ?, ?, 0, UP
960510, 5, 10, 2477, 5347, ?, ?, 0, UP
960510, 5, 11, 2477, 5504, ?, ?, 0, UP
960510, 5, 12, 2563, 5799, ?, ?, 0, UP
960510, 5, 13, 2598, 6386, ?, ?, 0, UP
960510, 5, 14, 2566, 6973, ?, ?, 0, UP
960510, 5, 15, 2991, 7002, ?, ?, 0, UP
960510, 5, 16, 2991, 7351, ?, ?, 0, UP
960510, 5, 17, 2991, 7613, ?, ?, 0, UP
960510, 5, 18, 2991, 7639, ?, ?, 0, UP
960510, 5, 19, 4985, 7918, ?, ?, 0, UP
960510, 5, 20, 2991, 7977, ?, ?, 0, UP
960510, 5, 21, 2991, 7872, ?, ?, 0, UP
960510, 5, 22, 2991, 7747, ?, ?, 0, UP
960510, 5, 23, 1588, 7667, ?, ?, 0, DOWN
960510, 5, 24, 4893, 7605, ?, ?, 0, UP
960510, 5, 25, 6438, 7536, ?, ?, 0, UP
960510, 5, 26, 6438, 7518, ?, ?, 0, UP
960510, 5, 27, 6480, 7456, ?, ?, 0, UP
960510, 5, 28, 6438, 7421, ?, ?, 0, UP
960510, 5, 29, 4651, 7377, ?, ?, 0, UP
960510, 5, 30, 4985, 7344, ?, ?, 0, UP
960510, 5, 31, 2991, 7228, ?, ?, 0, UP
960510, 5, 32, 2991, 7221, ?, ?, 0, UP
960510, 5, 33, 2207, 7243, ?, ?, 0, DOWN
960510, 5, 34, 2991, 7358, ?, ?, 0, UP
960510, 5, 35, 2991, 7632, ?, ?, 0, UP
960510, 5, 36, 2566, 7967, ?, ?, 0, DOWN
960510, 5, 37, 1585, 7862, ?, ?, 0, DOWN
