@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute Income real
@attribute Expenses real
@attribute Balance real
@attribute TotalCredit real


@data

0,0,-5.128527754871531,-6.917632069421186,-21.094582878732215,3.164588979902512
0,1,3.276278177819812,-2.807193173618439,-7.83876237495205,-4.419722066396527
0,2,0.10159619249225949,-1.258112542349816,-0.7330218000201079,4.433892207335302
0,3,2.9369214545106597,-0.5790719329149377,-4.59630496733349,-3.376024447088049
0,4,-0.15733100600361186,-1.4474122906180906,0.1399963173926939,4.089814850606135
0,5,-0.3804875340518028,-1.8312204400109695,0.3168084890497684,-4.610181266848852
0,6,2.636764084430959,0.42541673620051923,-5.211247135622217,6.049645426411394
0,7,-0.6372582608335389,-0.15632066280698242,0.6286158959019088,-6.859833971625118
0,8,0.4633650546874324,-0.45610409932009305,-0.9965033614005372,8.66764205418506
0,9,2.312724346607759,0.7792675468971487,-5.334045916153323,-7.653298283511184
0,10,1.4209185352294307,0.49651264195381417,-3.248719050402491,9.397877301213958
0,11,2.0258368887960456,2.991893311919494,-3.647452812918206,-7.043331596759877
0,12,1.412460182255541,0.2037173053027459,-4.899543470603344,9.251563974534326
0,13,0.7645669185425394,1.8084865261556449,-2.289022576604523,-6.160666750826891
0,14,0.6470453587017042,0.379927613658379,-1.252708104029022,5.871941883510242
0,15,1.071116930997854,3.610350043326402,-1.1702304291176262,-2.021370202539086
0,16,-0.531762834919758,2.879197650205583,0.9468294219446768,4.980865964578921
0,17,1.1852927729955274,4.403187097741629,-2.3234931347195964,-2.5556921576685436
0,18,0.7844142286672124,3.5377773061948776,-2.6087901452258855,4.482560685121328
0,19,2.1902731479601973,2.8106920494374217,-3.3513080564155757,-1.6011491898229746
0,20,-0.8459193275628909,1.2647898664420223,0.5125879269545921,4.50198131288385
0,21,0.7274321777379429,3.102216702693925,-2.9673634402827926,-1.5646141298548402
0,22,0.6859724946215255,2.4229894985080658,-2.6498974214298965,4.244163913300217
0,23,0.2360253613621328,1.9580994383096317,0.21596061885849516,-2.2129127108704023
0,24,1.6846560374864927,2.1465113753288416,-2.453813077395401,5.035457086184267
0,25,1.7991864444292096,2.550591740562964,-3.8080204090424554,-2.496382820219873
0,26,0.7283542577892671,0.3268427078775713,-2.556967558898759,3.161962575127459
0,27,1.809256045728998,-0.4153950682627686,-3.071365852018532,-1.5865722369223523
0,28,0.2071216408849268,0.9537934496083793,-1.1877186329966787,3.249300767784524
