DAG
at1 has 1 parent(s): {cl}
at2 has 1 parent(s): {cl}
at3 has 1 parent(s): {cl}
cl has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
100	12.384787706559077	0.37	4.36066750861458	6.516659691462926	4.7756797322981885	8.357644168489188	2.9834546038914316	6.970526593195546	5.7673406505907785	6.960846678732055	2.886578577470359	5.931464248792868	5.2039172481093345	6.803755455945359	0.375	0.625	12.384787706559079	2.7445941428186473
200	12.384787706559077	0.84	4.85326644787573	6.688263733407724	5.052743287298181	8.400191262454953	3.0798883749800834	6.491800470818626	5.920171042107506	6.6043395750909974	3.131043181477737	6.8004019320326945	5.510807649471712	6.489419760419455	0.35294117647058826	0.6470588235294118	12.384787706559079	2.7445941428186473
300	12.384787706559077	0.8	5.06109391999724	7.022961283967814	4.737403241241511	8.314476514372776	3.3993111516191257	6.998625507206101	5.946852201710299	6.52031187290682	3.2118139681827027	6.2839870689024435	5.693264885812103	6.4400253796986275	0.35526315789473684	0.6447368421052632	12.384787706559079	2.7445941428186473
400	12.384787706559077	0.88	5.056661808867965	6.421674390993529	4.892828831549928	8.530853989727994	3.4212700553926325	6.794821814681588	5.986132563756858	6.557519546971533	3.1839664843685935	5.71091522080931	5.6225215985052746	6.446914502858254	0.36386138613861385	0.6361386138613861	12.384787706559079	2.7445941428186473
500	12.384787706559077	0.88	5.0079043392893015	6.410316224641923	4.890906843250925	8.477428003998758	3.4087632533382886	6.780221300909826	6.036807806582959	6.751202488597188	3.124104695424954	5.417471002469762	5.6116116097622495	6.4211218089567454	0.35714285714285715	0.6428571428571429	12.384787706559079	2.7445941428186473
600	12.384787706559077	0.89	5.022408760651403	6.525831808285267	4.960657388569763	8.482810793671105	3.376536414277388	6.719660320484687	6.008053942708982	6.628613259069625	3.243890959666314	5.763472228654326	5.674369459091865	6.473209677006184	0.34602649006622516	0.6539735099337748	12.384787706559079	2.7445941428186473
700	12.384787706559077	0.85	4.9700538786473825	6.907620863278088	4.997248444687002	8.247717920075033	3.384276120024885	6.68130520674717	6.019767366023283	6.681919602125399	3.241584975692753	6.280918378231595	5.700183610548828	6.62367444827576	0.34517045454545453	0.6548295454545454	12.384787706559079	2.7445941428186473
800	12.384787706559077	0.87	4.946381562358622	7.147486547589296	4.987888624569848	8.129474249424879	3.4294418721715254	6.664568644091127	5.967815274078644	6.788234807180231	3.247128040562363	6.561684262554512	5.810995450635676	6.766276507905798	0.34328358208955223	0.6567164179104478	12.384787706559079	2.7445941428186473
900	12.384787706559077	0.88	4.956172054320479	7.460500194920741	5.006915516036063	8.161472222043411	3.389816189749147	6.542255296323493	5.984081326914749	6.635043566418719	3.2386598101692123	6.426550108849567	5.795987640537904	6.7610003134546925	0.33849557522123896	0.661504424778761	12.384787706559079	2.7445941428186473
1000	12.384787706559077	0.92	4.986506908048865	7.572743281226712	4.9793346730998405	8.367949274198807	3.3795507173076667	6.594241573028906	6.053691049649852	6.671264663522791	3.265108291491826	6.31399944410773	5.840748819807197	6.678484210117507	0.33665338645418325	0.6633466135458167	12.384787706559079	2.7445941428186473
