@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

5.707828,1.708988,4.248607,0
4.050355,4.865452,1.460175,0
1.582474,1.46516,5.302452,0
0.494822,6.648577,3.202887,1
1.063262,1.338592,0.082581,0
3.254934,4.000995,7.748778,1
6.476635,8.792449,7.149927,1
6.907421,2.522915,1.860103,0
4.231903,6.10871,2.3199,0
0.974162,3.780075,9.780992,1
5.245235,5.083443,6.896789,1
1.73202,0.099676,3.344615,0
1.438268,3.427196,4.858104,0
7.428191,2.606882,7.916664,1
1.399331,5.066591,3.429393,0
7.589506,5.289496,0.922,0
1.398206,3.241899,0.103668,0
7.021974,9.88466,4.929003,1
4.968103,1.825792,8.007267,1
1.925468,1.351882,9.495405,1
4.779078,4.353509,8.056938,1
6.960392,5.973602,6.112094,1
1.040193,9.541488,6.666474,1
4.830984,7.588474,0.451108,0
0.830373,0.554775,8.601557,1
0.439435,3.53056,0.119557,0
5.356352,8.126824,2.107661,1
9.478706,1.603066,0.645557,0
5.956575,8.702496,6.465053,1
4.676098,2.577147,1.276689,0
2.118635,7.943164,4.345989,1
5.531638,4.797096,3.178808,0
5.351871,1.780365,4.214358,0
5.310925,4.333915,1.198844,1
2.460739,3.306504,7.949098,1
4.90957,8.594655,6.197229,0
7.297151,2.662282,3.783112,0
5.23943,5.059801,7.689539,1
3.002965,2.035528,4.307683,0
6.832624,7.486491,4.896613,1
9.266856,9.110971,7.975802,1
3.444886,9.174645,5.245058,1
2.48115,3.194156,7.845071,1
1.788812,4.0423,8.256865,1
6.704583,2.039977,1.059211,0
7.099778,8.74875,9.302078,0
0.784278,3.609761,8.637345,1
1.096252,3.533958,9.801397,0
2.644929,7.7772,4.940889,1
6.951845,0.185947,1.99544,0
3.380103,9.840511,6.823715,1
3.882812,5.08058,4.254877,0
7.120556,5.314088,2.531408,0
4.062838,1.833485,4.323076,0
5.443247,2.960421,2.464017,0
6.494379,2.265415,6.902607,1
0.042614,1.843496,5.229123,0
2.029443,7.224564,6.427455,1
7.065075,3.25117,0.578461,1
8.33175,4.833338,1.535281,0
0.147426,4.066689,9.67264,1
5.900174,3.995716,9.05738,1
6.956137,1.521397,7.88292,1
3.786812,4.785528,2.589825,0
6.629024,7.818948,0.823886,0
5.043511,7.251341,4.068014,1
0.502511,4.646475,3.056473,0
9.479814,4.591754,4.286567,0
8.658442,3.959206,3.837504,0
7.954923,2.894883,5.902037,0
4.416281,3.784957,8.361576,1
8.570485,0.951401,2.03252,0
8.77035,2.856406,3.857976,0
0.107747,7.92599,5.922447,0
2.572465,8.97892,9.444519,1
3.570674,3.731085,1.679517,0
7.690292,5.517021,6.787732,1
8.411904,2.689769,0.556274,0
6.474726,8.91785,1.031278,1
9.869252,3.063798,0.24472,0
5.920204,4.102696,2.453462,0
2.028686,8.37591,6.638209,1
7.35483,6.082728,6.653429,0
9.813813,8.332946,3.154619,1
3.849967,9.942351,3.149319,1
2.632121,3.705593,5.090056,0
2.623444,6.121334,4.152059,1
9.185132,4.396779,1.132298,0
8.499475,3.58576,1.133286,1
1.961669,7.771495,5.129311,1
3.854223,1.782739,0.242003,0
0.115685,3.396622,1.172141,0
3.338974,4.32146,6.227523,1
8.027054,1.317579,5.077942,1
7.438913,9.23,3.143193,1
3.626779,4.275491,1.729381,0
7.861251,2.862667,2.654413,0
0.634162,7.783724,9.13942,1
9.566463,9.381422,8.156422,1
2.778044,9.328563,3.647801,1
3.650023,9.875324,2.088113,1
1.192903,7.166055,2.327574,1
6.396055,5.470767,5.255861,0
9.746258,6.985242,2.149088,1
9.847909,4.803501,7.430429,0
2.587225,6.569849,4.970458,1
5.951271,3.126879,1.835838,0
2.455441,5.483639,4.846333,1
5.358963,6.934445,7.78254,1
4.1005,0.110114,5.183681,1
5.580881,0.439543,0.51939,0
7.424786,2.668478,2.934648,0
7.471979,0.365077,7.754767,1
6.934927,2.725224,2.212893,0
5.852103,4.048731,1.615512,0
9.53237,6.461845,4.413009,1
3.396291,2.195549,1.443198,0
2.305662,6.626879,7.993347,1
7.066422,8.512737,3.213681,1
1.181215,6.148329,1.763903,0
6.513407,9.518669,8.712399,1
2.243893,0.925292,6.33453,0
4.974024,7.950043,6.403541,1
4.411889,0.816549,9.397726,1
3.012098,0.840924,5.304971,0
7.467803,3.298318,3.204303,0
1.811056,6.417985,9.025434,1
2.566314,0.789336,1.645465,0
0.308005,0.357864,2.528054,0
1.283157,8.862584,0.647895,1
6.812627,7.051435,0.763574,0
7.867985,0.1613,9.032695,0
1.002224,4.337666,6.197844,1
7.635984,9.402146,3.004253,1
5.820131,2.029686,2.43931,0
2.819022,4.084776,7.466166,1
4.44264,9.99422,5.678925,1
8.856804,6.32682,1.982977,0
3.378255,2.746551,6.893945,1
2.907852,5.92664,2.126323,0
0.264306,8.324166,2.380103,1
7.726313,5.384356,7.347329,1
7.414042,9.786639,1.93289,0
3.871415,9.399055,3.36009,1
9.393275,9.039015,4.039852,1
5.365835,6.022829,3.919509,1
8.76938,0.813454,9.99033,1
6.740094,2.116653,5.587307,0
0.44082,7.967411,4.904689,1
3.351766,2.252018,1.713577,1
2.038658,3.646467,0.998871,0
3.045522,4.358961,4.224128,0
3.397975,8.263979,0.688877,0
4.286808,4.608386,7.5079,1
5.42184,7.49823,4.733419,1
9.614883,0.320726,9.166334,0
