@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

0.868667,3.489008,3.007948,0
5.590638,5.433483,7.789271,1
0.453802,4.770038,9.6603,1
7.252757,1.847604,4.335824,0
0.14457,2.908891,1.927936,0
5.170347,0.714882,4.509258,0
3.719883,4.662271,2.495845,0
0.37887,9.464315,6.52806,1
2.953323,9.536008,3.420149,1
4.969491,1.20942,5.754732,0
5.979458,5.415032,4.907189,1
7.262635,9.243012,1.290212,1
2.151904,3.218148,2.657032,0
3.93303,7.166291,8.943036,1
1.828562,1.43888,6.996094,0
0.903196,3.524154,3.454969,0
3.060162,6.875118,2.40048,1
8.084538,8.155212,3.452945,1
3.570244,8.360134,7.296212,0
7.603147,8.586424,8.240085,1
1.804571,0.897117,7.077302,0
8.063408,6.020338,3.390515,1
7.459218,0.386608,2.099402,0
3.910762,5.554371,2.218932,0
2.429489,4.619412,5.000577,0
2.774625,8.453523,4.578024,1
6.813656,1.874236,7.177748,1
0.46066,5.417833,4.171854,1
6.31495,1.249156,8.002833,1
7.269494,1.393347,4.270327,0
1.779956,6.36973,3.091126,1
1.924101,5.310059,2.661643,0
9.929471,7.66222,4.867618,1
6.115742,9.445642,9.048965,1
1.319878,6.226713,7.346202,1
1.644545,1.518057,4.04577,0
2.767213,2.048603,2.337852,1
3.44195,6.60818,4.765419,1
2.977909,7.856546,0.912624,0
3.166604,3.574267,9.2556,1
1.236486,4.123218,5.800171,1
3.56886,4.849136,0.281627,0
1.075848,7.62783,6.669276,1
9.145886,0.715046,0.679889,0
2.763649,3.017741,1.949807,0
9.62592,6.715226,1.427505,0
4.571772,2.34013,7.505839,1
5.914396,6.76144,0.834452,0
0.884657,6.634623,4.503111,1
1.483759,4.784739,9.342255,1
2.412568,6.011531,5.280001,1
6.726577,5.95989,3.471554,1
8.977631,5.421361,5.695826,1
2.136587,7.123332,1.207381,0
9.463461,8.713221,4.446735,1
5.47466,5.281187,2.528739,0
1.91581,7.031851,0.812835,0
1.816589,0.15509,5.959176,0
6.166621,1.239177,5.787612,0
7.199067,9.259167,2.383425,1
4.680528,8.07925,4.780249,1
5.202582,5.98763,3.525475,1
4.700851,7.97221,0.0439,1
3.253397,2.572639,6.534829,1
9.60449,7.347664,8.568776,1
7.502753,4.527952,5.650238,1
5.767129,1.43785,6.562572,0
0.697017,8.945996,9.142894,1
7.025247,3.923143,2.19466,0
9.910773,5.720135,6.893872,1
3.692345,6.937772,4.787136,1
9.510411,1.321965,2.11495,0
8.669629,0.683726,0.535981,0
5.211679,6.186219,9.841757,0
7.624069,6.404329,3.945004,1
5.350326,3.087897,3.698631,0
7.01104,5.893291,4.603401,1
1.613426,1.497273,1.533439,0
8.435044,6.320575,2.251513,0
