@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

2.534539,1.239118,1.213263,0
2.504731,0.447727,8.486629,1
0.048147,8.574499,6.354998,1
6.650029,3.686779,1.876002,0
8.170094,5.641093,7.626727,1
6.737668,5.719864,5.976116,1
0.399267,1.223575,1.447798,0
8.434739,2.529864,3.286877,1
3.768981,4.50014,6.191876,1
4.947867,4.678506,4.499808,1
3.253006,0.854806,4.477886,0
4.541585,6.353888,3.789169,1
1.994981,1.415896,5.478427,0
7.13576,1.454543,7.29987,1
2.678118,8.747667,7.222961,1
1.277531,0.509838,2.082135,0
5.009978,8.274012,1.320225,1
2.952518,5.820034,4.953859,1
6.674839,9.431746,6.108558,1
5.785634,9.897727,3.928104,1
1.313623,9.406531,6.513263,1
0.861074,3.813132,5.984411,1
2.560799,3.207372,4.65205,1
3.71721,6.734185,8.884843,1
5.008196,0.205068,8.685034,1
6.025101,3.638893,4.166238,1
3.070638,0.274796,3.916366,0
0.172523,7.84447,6.636887,1
7.251,3.15015,9.935529,1
6.963282,5.91994,1.651268,1
9.127311,6.303318,3.362411,1
3.037502,2.247254,1.57171,0
2.452322,0.256743,6.006413,0
3.895636,0.172651,1.177363,0
0.447448,5.093729,5.822547,0
2.938198,2.459434,2.106117,1
5.609583,2.041645,8.301274,1
7.961585,9.952541,2.096946,1
6.255859,5.459357,9.933417,1
7.706611,1.505127,7.33906,0
1.76187,3.345473,8.636354,1
3.518124,9.813718,2.623781,1
4.907447,8.446328,4.585543,1
0.905761,6.69166,8.034844,1
8.733305,6.336118,9.088209,1
6.28866,1.185155,3.783786,0
6.644512,3.717203,1.837879,0
5.22233,9.176939,4.510055,1
2.522412,3.146409,2.641706,0
2.960127,5.265487,0.006108,0
3.711815,4.591651,5.713219,1
1.283311,3.748064,1.13292,1
0.084182,0.221129,6.711506,0
1.406284,0.495292,8.917359,1
4.212494,0.755239,2.401918,0
9.932178,6.911972,6.419024,1
0.058381,9.06073,8.495126,1
4.326217,8.501234,0.886082,1
3.092885,6.599301,2.655608,1
0.347365,3.788528,4.392812,0
4.009656,1.104318,6.804388,1
1.599609,5.721747,3.466736,1
6.476986,5.868653,5.246928,1
2.780625,1.665952,8.863754,1
0.726682,7.35888,5.857514,1
5.860114,6.743597,3.090931,1
3.342898,5.746539,3.329194,1
9.535067,7.722006,4.121809,1
8.826324,0.926197,8.960663,0
6.647945,2.427399,6.238036,1
8.296052,1.484964,9.534096,1
3.150916,8.39785,3.915683,1
5.75673,9.773197,8.930498,1
6.516794,2.021429,0.569842,0
7.767968,3.899036,3.549955,1
1.621042,7.671764,0.847757,0
8.597961,9.808419,0.873297,1
2.235818,7.111333,8.370838,0
8.596298,7.904934,1.608547,1
6.302784,5.52423,5.624813,1
5.297427,4.555311,3.676358,1
6.57674,4.2462,1.673912,0
8.145236,5.223867,1.647741,0
2.895631,2.495497,0.213642,0
2.303917,1.086939,6.739499,1
8.198273,5.110336,5.071605,1
3.01527,6.680152,8.541785,1
2.204381,4.166598,1.377568,0
8.721909,5.053926,9.316029,1
9.300126,0.989941,9.643356,1
6.213808,1.291097,7.211639,1
3.786594,7.425281,0.603031,1
8.51222,7.34253,0.630247,1
2.452866,5.701852,3.505063,1
2.382004,2.046848,4.786191,0
6.213446,6.163759,2.088193,1
1.217685,1.404221,0.234003,1
2.394162,9.877359,7.963172,1
1.168456,5.174811,7.717408,1
2.600092,8.320439,1.045562,1
5.662969,1.675809,7.822804,1
7.377661,1.327868,3.583971,0
3.374716,8.370161,4.346049,1
4.53392,6.434242,4.523517,1
7.838464,4.757521,6.269415,0
4.63488,4.232588,8.840596,1
9.407398,6.558004,0.758387,1
4.878443,1.803949,3.119802,1
3.479758,0.942607,8.657247,0
2.270475,2.241218,0.617084,0
0.611379,4.963133,5.233354,1
1.397376,9.756871,0.896904,1
4.514392,7.166319,9.468466,1
1.398907,8.309061,4.952608,0
4.867065,5.710995,2.813796,1
7.514945,5.933598,0.286921,1
