@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

4.375926,2.968617,8.336714,1
4.011962,1.170694,2.125728,0
2.968176,1.867358,8.327444,1
0.678658,2.212647,2.609536,0
6.905863,9.526803,6.060844,0
7.165985,7.316254,1.977923,1
7.866377,5.359316,6.080328,1
2.865409,5.19016,1.402979,0
8.158777,9.739693,4.8352,1
0.910387,6.960928,9.829076,1
8.828286,8.15652,5.321668,1
0.369167,7.931204,4.893591,1
7.458007,0.954436,7.96817,0
8.270689,9.946093,8.236547,1
5.305409,4.316875,0.662651,0
9.507035,2.06563,5.412154,0
1.805323,0.247354,9.836552,1
7.208282,9.665627,6.594274,1
7.822147,1.915942,5.543512,0
9.847146,0.437104,5.466344,0
1.39154,3.434513,1.929146,0
3.380606,0.165694,5.799296,0
4.482569,6.461947,6.856835,1
8.527576,2.268989,1.655418,1
2.516343,1.49197,3.04861,0
1.157598,9.642884,5.761194,1
1.558826,1.304706,7.171058,0
1.74181,2.637402,8.711125,1
6.071916,0.640272,2.795578,0
0.805966,8.594874,8.138538,1
5.056821,4.995373,9.278141,1
7.264362,0.933559,3.917298,0
2.425529,6.965908,9.505331,1
6.608792,5.266525,2.562871,0
6.571231,9.733929,9.57359,1
2.371331,8.284716,1.44639,1
8.924988,4.241969,7.895769,1
2.836843,6.034307,5.019489,1
1.02968,4.29763,1.478062,0
5.231188,5.39536,8.074747,1
2.361268,7.580079,1.239843,0
2.846604,3.802714,7.137677,1
3.536643,6.711267,7.730875,1
4.995983,9.177265,4.351221,1
3.419234,2.246989,3.651924,0
8.281296,8.671413,4.149741,1
2.969043,5.627803,7.605017,1
1.023162,5.679765,5.856948,1
3.259844,7.096791,2.35449,1
0.899505,9.492167,5.524282,1
6.203434,3.255157,0.344123,0
2.432423,4.695343,5.120388,1
6.942333,8.772311,2.107733,1
7.443725,6.257473,4.534604,0
1.885276,2.139621,8.612998,1
7.819386,4.469946,6.292869,1
1.566737,8.647358,7.185677,1
8.139525,2.709959,6.902391,1
5.965117,7.246514,5.542377,1
1.941858,0.662764,4.249196,0
9.435075,6.356929,4.10782,1
2.614402,8.642424,7.291567,1
0.782045,5.904565,7.408117,1
0.374511,3.700986,9.680661,1
2.348344,6.866338,4.407491,0
9.576298,1.309882,4.830829,0
8.556396,0.373205,3.938954,1
1.035969,8.188149,9.382445,0
4.545078,3.490264,7.349843,1
2.132688,4.64141,1.659159,0
0.545975,9.067275,1.516164,0
2.768261,1.196825,2.861735,0
8.063164,7.269226,5.604474,1
8.579108,0.435303,3.180876,0
0.808508,7.119829,7.633759,1
5.307978,7.016203,2.31552,1
0.506468,9.665363,7.012537,1
4.306773,8.671696,5.553889,1
7.738971,7.070053,5.773234,0
8.266878,8.634969,5.623837,1
5.904195,1.228311,3.969503,0
1.663614,7.150379,1.618807,0
4.270207,9.252565,4.316598,1
6.268768,6.632119,9.431242,1
6.297482,6.443779,9.414392,0
5.115474,4.96828,5.457004,1
2.038333,1.230238,3.361677,1
9.865208,8.985514,6.635253,1
0.213825,0.604756,0.252704,0
7.755135,1.871511,4.349561,0
1.124076,8.66616,1.603528,1
5.298279,1.03477,4.16808,0
7.478549,3.582471,2.200016,0
8.550751,7.65702,5.448469,0
8.887258,8.810145,0.894295,1
7.79566,7.529548,4.521867,1
8.134304,4.774571,9.886924,1
6.646082,4.236485,7.914781,1
2.902645,9.518309,5.163002,1
0.553079,9.331081,9.796684,1
2.913552,1.9967,0.625652,0
9.65372,6.074121,2.053388,0
4.884266,2.947683,7.293442,1
0.477231,1.815309,0.68941,0
6.58988,0.576334,4.500974,0
4.812819,2.415755,1.006119,0
1.934064,6.169121,5.916388,1
5.500202,5.713071,0.518771,0
7.709772,1.144423,9.878057,1
7.218543,1.931445,5.904469,0
