@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

8.864517,3.280561,8.150621,1
6.604896,0.632569,7.963669,1
4.734363,4.965236,8.748101,1
6.475392,8.860844,0.245815,1
5.484461,9.109158,0.187781,1
4.627723,2.436585,6.052297,1
8.844558,4.167278,4.294199,1
4.201231,5.194881,8.393798,1
8.475442,6.544419,0.899451,0
7.176988,8.86312,3.654084,1
3.828356,2.402186,9.457537,0
1.263029,9.703352,1.972988,1
8.81251,2.160769,7.933722,1
4.597354,3.986018,1.995907,0
8.153296,6.290106,4.463008,1
1.484987,2.856806,5.420278,1
9.401225,6.319729,5.040768,1
5.182848,8.694852,8.489565,1
1.097038,7.947102,9.314953,1
7.650455,1.287941,9.107557,1
3.44871,7.041279,9.903198,1
1.027297,1.899105,1.487977,0
8.189212,5.950985,1.535122,0
8.807791,6.9554,9.634628,1
3.275128,4.675397,4.78723,1
3.370249,3.276794,7.469182,1
1.223896,6.784134,6.827354,1
8.072075,5.934911,5.337316,1
2.97619,5.240513,9.56685,1
7.139619,1.054826,3.184081,0
7.005811,4.719203,5.003029,1
1.674603,4.637658,4.022618,1
9.313055,8.809847,3.407709,1
2.086641,0.87689,7.15059,1
7.661024,3.977944,2.184888,0
9.912855,7.522204,7.253883,1
2.762717,6.820733,6.892531,1
7.875559,0.076612,5.231166,0
4.795816,0.234196,0.694972,0
4.871854,4.71759,1.420151,0
3.527437,4.827859,6.868212,1
5.704749,4.018802,8.924616,1
7.996747,1.109504,9.098872,1
8.631708,6.352756,0.798646,0
3.173488,7.691177,1.296761,1
7.76779,6.527928,5.930418,1
6.762124,6.62539,9.034024,1
1.34298,0.454175,5.818885,0
5.282034,2.687097,0.484495,1
6.7059,9.409111,4.352557,1
0.518615,3.451429,2.612248,0
9.804185,3.410894,0.544749,0
1.102071,1.84151,4.026721,0
8.369438,9.957139,1.433467,1
6.582529,0.467492,6.765539,0
0.921667,2.584424,2.795926,0
5.271522,3.280421,7.190485,1
2.689533,1.543041,6.680068,1
4.994471,9.292315,2.358472,1
2.703209,2.903221,7.776329,1
4.744731,1.80305,2.675142,0
1.760188,4.108609,8.24573,1
4.576101,5.011269,6.268227,1
7.595694,9.064153,1.701469,1
2.344574,8.891953,4.844637,1
0.434995,1.524704,8.242255,1
0.81702,0.600727,0.228121,0
3.503947,8.00445,7.325509,1
9.807499,6.51E-4,1.362847,0
4.10926,9.608577,9.910405,1
4.619846,6.178632,4.183127,1
5.242785,5.884596,5.082755,1
4.776549,9.927392,2.621466,1
1.452096,0.863721,0.641009,0
1.464448,0.86913,5.789344,0
8.87358,3.114853,3.217074,0
3.115504,4.579921,0.248766,0
4.188498,0.159171,5.910123,0
6.337802,0.093251,1.023884,0
5.977847,6.106639,9.167946,0
6.034031,1.789412,5.96594,0
2.653133,6.60695,9.755243,1
7.47608,5.544587,9.085978,1
8.65944,2.303051,5.030738,0
6.882972,5.279504,8.999707,1
5.438675,4.90983,9.879814,1
5.003081,0.903698,3.357064,1
7.010337,2.52501,1.735324,0
4.314422,7.701265,0.530496,1
4.308215,0.285739,1.085137,0
5.830327,0.171114,8.133955,1
2.474165,3.164693,6.264711,1
8.444198,5.264418,0.428607,0
0.174248,0.308422,5.659349,0
1.21212,9.016414,6.158257,1
1.541424,7.893582,1.266827,1
5.594847,1.797323,2.823401,0
2.083062,3.908538,1.687356,0
4.079652,9.821311,2.403155,1
2.986004,8.667867,5.910954,1
3.932285,6.339562,5.313074,1
6.647984,0.972423,9.283862,1
9.988836,5.44212,6.082561,1
3.335702,7.349388,7.386106,1
9.14671,0.209507,8.83361,1
4.118045,0.520966,9.143161,1
0.342277,1.546316,4.751514,0
0.214183,0.662469,4.758482,0
7.002031,0.071556,8.253,1
1.043979,7.536862,1.510118,1
2.978982,7.59268,2.563076,1
4.942068,9.949183,5.245233,1
0.15869,4.078842,5.318551,1
4.599809,4.461712,2.474433,0
6.008028,7.225947,8.270368,1
7.888416,3.02885,0.368678,0
3.100406,8.621677,8.540462,1
6.15854,0.05058,5.177201,0
7.64326,7.740277,5.452207,1
7.689459,0.697439,6.674107,0
4.776282,1.992658,2.124885,0
6.45437,4.599317,4.318176,1
1.825264,2.588543,8.684609,1
5.617393,9.053287,4.604127,1
7.674965,3.144589,2.862184,0
3.195169,8.039385,2.971028,0
5.779662,8.423235,3.423757,1
9.120674,0.097864,1.31727,0
2.090523,3.442155,3.273046,0
8.041472,7.591222,1.007292,1
0.179765,9.691901,9.580417,1
8.745188,4.184544,4.514958,1
7.329133,7.377142,0.253658,1
5.416527,3.224686,1.362731,0
1.64792,4.786489,4.66531,0
4.884353,5.982581,4.66555,1
9.424735,7.938596,5.519769,1
5.529818,6.52706,7.332944,1
6.218961,6.913361,1.506742,1
1.097905,6.0217,1.384301,0
3.398842,1.637959,8.951341,1
4.862645,0.314071,0.011559,0
5.10056,4.676869,7.27916,1
0.65945,1.94471,6.959788,0
9.883307,2.479557,7.550393,1
9.006618,4.883337,1.122708,0
1.796697,2.62945,0.189727,0
8.65115,1.574028,1.32164,0
3.211987,0.272981,0.865362,0
0.587052,0.87692,4.585197,0
5.55379,1.864357,5.672525,0
3.809067,2.632313,6.297425,1
5.111871,3.847818,9.105498,1
8.731154,0.228206,9.344067,0
2.857656,9.533793,3.422455,1
1.107822,4.744095,3.558797,1
5.017076,4.424159,2.394441,0
5.301079,6.979639,1.29174,0
8.843996,6.964265,7.068108,1
9.596579,3.365533,6.345438,1
7.213351,5.450936,8.826938,1
5.679142,8.171004,6.472357,1
7.704798,9.894812,0.045603,1
4.638906,3.6044,3.132429,0
8.028559,5.52687,5.26011,1
2.506509,6.551851,4.184506,1
3.516116,1.252614,4.003569,0
4.618147,0.349006,7.821144,1
5.799942,6.648082,7.776003,1
4.819086,4.24836,0.015881,0
4.143172,0.061484,1.336503,0
3.665884,4.468932,8.438061,1
9.995802,3.698172,5.02408,1
0.250022,9.208586,3.852815,1
0.4612,7.856384,6.878833,1
8.20539,4.699977,6.910846,1
1.348059,4.686849,5.484416,1
8.935209,5.500297,8.691029,1
5.56178,0.027532,1.86046,0
4.496464,0.298521,0.922107,0
3.996693,5.946187,6.994576,1
5.154773,0.847392,8.012854,1
8.703775,4.891686,0.695321,0
9.591663,7.606166,0.914497,0
2.293015,6.398913,7.106868,1
1.899209,5.797897,4.306605,1
5.825429,6.167065,6.688654,0
6.465586,7.610761,4.814159,0
3.556947,1.808736,4.708994,0
2.656128,2.721847,4.327693,0
7.613533,5.023014,8.26907,1
2.62918,9.183567,8.144919,1
5.582479,5.251788,6.150419,1
1.049685,0.457024,4.942679,0
6.62409,1.631333,7.197008,1
9.242094,2.011167,3.551955,0
3.819903,8.260948,1.510761,1
0.982795,5.838454,7.835935,1
0.861468,6.105004,5.801526,1
5.288571,3.946445,8.412842,0
9.198233,4.563261,8.35274,0
5.020286,3.295419,7.123032,1
4.926752,4.320039,4.734051,1
6.331206,8.286005,6.967887,0
6.546953,8.478648,6.627141,1
4.317103,4.463076,6.126077,1
0.56808,1.927602,8.669217,1
5.874047,7.082059,6.727702,1
1.645321,5.080441,5.320198,1
8.37586,2.443229,8.309981,1
6.763268,3.044032,7.471458,1
1.330037,4.439346,3.245584,0
2.917994,9.872725,5.406739,1
4.3358,1.532816,2.413667,0
3.460418,1.082885,0.76053,0
8.164945,7.488232,4.406746,1
2.568673,9.726943,6.475872,0
2.170172,4.785853,4.247146,1
7.829885,1.718605,2.027915,0
6.15795,5.273499,7.036912,1
5.146223,2.443651,6.311042,1
3.976467,8.724709,4.385903,1
9.807593,5.146433,6.771351,1
2.634665,1.178097,7.782803,1
0.90504,4.258675,6.147872,1
9.044527,0.395018,2.008653,0
2.113623,4.036568,6.034334,1
9.310066,3.071246,7.347517,1
5.514897,3.658559,3.938313,0
2.383268,8.324216,6.928249,1
3.470649,3.6996,0.1634,0
4.877697,7.946203,1.308652,1
2.204878,7.456524,8.857949,1
7.851542,0.866602,8.123816,1
4.90317,4.15815,8.236738,1
7.229396,5.584256,8.669527,1
9.242815,2.60784,2.235656,0
0.932056,9.163905,3.816945,1
2.863505,3.980345,0.508018,0
1.926549,1.816671,3.523938,0
9.273194,2.381888,5.380831,0
3.24849,3.504647,7.089902,1
7.662798,5.32664,2.364897,0
0.910896,1.034424,7.636487,0
3.642264,9.872144,1.779794,1
9.036049,5.596739,8.977025,1
9.577085,9.485044,9.640756,1
1.301714,3.164694,5.635059,0
5.546581,1.01589,7.699646,1
4.520538,4.789547,6.946732,1
0.116187,9.311629,7.07553,1
0.346054,4.712017,1.180794,0
4.58416,2.960588,8.562638,1
8.557327,7.539662,5.519763,1
7.024706,5.160518,9.638045,1
8.325212,5.273105,8.901328,1
6.288995,6.600974,2.666865,0
1.390521,9.613597,2.992869,1
8.925226,0.068399,2.533791,0
4.780416,3.714584,3.259598,0
6.675172,1.822236,2.984786,0
9.361898,8.504548,3.366911,1
3.665067,3.004956,4.713024,0
8.278061,3.614352,5.862072,1
0.215325,8.528937,5.376589,1
8.142534,8.369458,3.112554,1
8.437858,5.646345,6.33904,1
9.360929,9.598639,2.58285,1
1.420874,5.567635,1.2686,1
4.072184,4.635511,7.169376,1
7.640467,1.8824,9.727529,1
5.496751,5.589601,0.485583,0
4.118538,5.862172,7.317923,1
4.23163,0.430477,9.328833,1
6.076822,5.667873,5.887761,1
5.266511,8.47061,1.473853,1
4.038245,2.742453,7.470157,1
7.377964,4.639533,5.847679,1
6.521933,5.575207,0.936958,0
1.164808,1.422541,7.730761,1
7.284713,5.048683,7.544419,1
5.47916,6.873251,4.185831,1
2.541124,0.073591,6.993733,0
8.544201,8.467586,4.49502,1
1.210039,1.965177,0.692874,0
6.60471,6.540553,3.606434,1
2.11576,4.543392,5.145327,1
5.965934,2.876087,8.563915,1
7.924771,6.108334,4.766991,1
2.981586,8.952821,4.959912,1
9.026412,1.953645,3.330345,0
0.421231,7.825366,0.15306,0
9.790543,0.845934,0.219273,0
7.386487,3.825707,9.521896,1
8.3691,4.667223,2.782816,0
7.54331,1.346731,7.58568,1
7.455065,2.352671,8.872011,0
1.305492,3.831924,5.95936,0
5.785569,9.289705,7.902518,1
7.115071,8.055577,7.83807,1
8.901512,8.057343,3.300868,1
1.88305,2.822764,5.790246,0
7.489986,8.573062,4.587183,1
9.919792,2.172863,0.501378,0
4.525534,9.373389,7.811508,1
3.205313,3.770868,6.16293,1
3.060573,4.065447,5.197681,0
2.121025,3.035751,7.081259,1
1.093094,0.382127,7.310535,0
3.204891,3.100781,3.228293,1
1.673843,7.815475,5.728174,1
9.988338,6.229551,8.968493,1
5.602941,6.78,0.344897,0
0.550868,6.507827,7.799135,1
0.573274,2.996816,3.787086,0
6.032568,0.868346,3.716836,0
1.250473,1.027372,0.101805,0
4.128153,3.330098,5.150241,1
1.145573,0.878415,7.395631,1
7.107966,6.364124,5.647783,1
3.144125,5.99268,1.51916,0
2.500506,9.318295,7.306434,1
2.315111,1.093521,5.76808,0
1.961866,9.484916,5.47334,1
0.512288,5.575144,7.667703,1
8.905242,2.817944,0.442437,1
3.696359,7.838068,1.184726,0
4.202192,6.832509,3.515232,1
2.825188,5.034392,1.041309,0
4.352687,8.347744,8.399475,1
9.441264,4.167554,5.015477,1
3.65247,0.488816,4.61547,0
6.063961,2.283173,8.805199,1
5.101118,9.247636,5.020018,1
7.085704,6.204743,9.601802,1
3.037252,3.117034,8.634213,1
8.151426,9.675523,1.188135,1
8.023266,9.58761,9.171911,1
3.755165,4.187388,8.867661,1
4.676204,3.483131,1.572393,1
5.766304,0.377592,5.709367,1
9.625228,0.729385,9.664899,1
6.934128,9.266701,7.998828,1
2.383734,6.633041,5.833821,0
6.308563,7.021956,3.039273,1
6.609566,2.211185,1.796359,1
6.398572,0.66402,7.772366,1
4.147152,9.344759,1.814941,1
9.722351,7.524309,0.780879,1
8.253694,0.445777,6.05851,0
9.712478,4.057338,5.159203,1
0.690378,0.993024,2.631372,0
8.014979,5.670646,1.330771,0
7.88183,3.12713,4.989276,1
3.791151,2.761642,5.355179,1
2.1064,7.17012,7.851759,1
4.694429,8.632638,1.17633,1
9.078415,7.234839,8.135945,1
1.292177,3.295148,0.887105,0
4.288171,3.518477,8.981498,1
9.189122,0.312268,6.927696,0
3.439399,1.916972,1.351355,0
4.678614,6.706534,5.168852,1
3.876655,3.020611,8.613766,1
1.653249,9.790095,1.519207,0
7.024935,9.655152,9.522556,1
2.9503,0.409661,0.299668,0
3.928138,9.281165,9.541621,1
9.593433,6.469317,0.188213,0
8.38629,1.539569,0.263381,0
8.246102,5.432233,9.849917,1
8.452844,8.463683,0.693841,0
8.253778,2.213048,0.837756,0
1.8682,0.360313,3.595825,0
0.769974,3.895493,2.05697,0
3.176658,1.598591,7.815373,1
8.067909,8.003587,5.802923,1
9.543155,6.066304,9.519102,1
1.498537,9.36902,9.912015,1
7.832703,0.605856,0.057474,0
2.818903,0.89523,1.365194,0
1.255542,4.96102,9.505602,1
8.856513,1.562572,6.723629,1
3.161164,4.539001,4.803263,1
2.542588,0.606186,7.683271,1
6.67249,7.202373,9.875001,1
6.571393,9.787016,8.122409,1
0.392871,8.179882,0.490576,1
9.075112,1.855771,7.898878,0
6.816791,7.40448,2.356171,1
8.967052,9.0798,7.706474,1
3.618801,2.509737,3.357289,0
3.115923,1.040559,8.247132,1
8.242932,8.122132,7.959441,1
7.909148,6.08185,9.21842,1
4.261732,9.708996,1.513794,1
1.564767,9.412672,3.667499,1
6.817152,6.02367,4.054861,1
5.103469,1.761336,7.912421,1
4.271073,1.269709,4.88366,0
2.310268,3.130792,7.175409,0
1.252925,5.13485,5.367525,1
1.216699,4.585945,7.464092,1
4.294941,8.977886,8.815275,1
8.390558,2.482774,4.241266,0
8.506445,8.296127,0.991915,1
0.057463,8.904335,2.332185,1
0.174044,7.215845,1.715531,1
0.346636,8.89094,3.037514,1
4.02579,8.405039,0.761634,1
2.990984,8.225726,0.72092,1
7.203612,9.536196,3.145633,1
2.01897,7.386899,0.801881,0
5.683026,1.793796,4.135329,0
0.698131,6.467514,0.069024,1
3.683358,1.784556,3.356489,0
0.675496,6.394002,5.629556,1
4.799041,6.39119,9.943774,1
4.616916,0.664694,5.07595,0
0.20089,8.221583,7.414699,1
5.608482,8.21658,2.745275,1
0.010376,6.880603,7.031997,0
3.348117,7.101022,1.580683,1
8.885577,4.937171,1.06147,0
1.331174,6.691026,4.262358,1
3.082215,4.206132,3.92024,1
4.870826,8.996191,9.519659,1
7.217774,6.934358,7.291575,1
5.150938,0.03685,4.117765,0
6.917453,1.149762,5.869821,1
8.250784,7.450504,7.297046,1
2.387675,8.358516,6.697434,1
5.049542,0.959793,9.849065,1
5.165925,3.769305,5.830888,0
2.765496,5.350547,5.108467,1
2.284906,2.400043,2.809526,0
2.436893,6.927291,2.597157,1
8.077053,8.466978,9.619916,1
5.917482,6.916962,3.464199,1
5.275478,0.161634,2.024007,1
1.121427,1.873071,8.456777,1
5.642376,4.287665,6.324103,1
9.638213,1.43257,8.391141,1
3.832613,1.200668,9.358962,1
8.127958,1.956119,5.623851,0
0.423098,5.243768,2.53285,0
2.16073,5.997049,4.645737,1
6.158683,6.669744,7.761228,1
8.542815,6.218005,3.567461,1
0.50567,9.891564,2.593062,0
1.324135,0.984204,2.067001,0
2.184871,1.425963,1.426254,1
3.382083,7.050106,6.517842,1
2.293873,9.050693,0.14576,1
5.047741,4.791498,1.890811,0
1.461242,9.652039,8.486533,0
5.870044,2.053995,4.189248,0
1.94556,6.78231,6.519597,1
7.766513,8.586597,8.426443,1
0.012561,9.852697,0.264215,1
6.902803,6.782057,7.199824,1
5.832749,7.345584,3.65128,0
2.137082,5.542091,2.086914,0
5.19413,0.573448,3.602381,0
2.627443,7.791628,7.439888,1
4.573938,3.959485,7.842698,1
2.546082,6.269142,2.291836,1
6.121839,2.556051,5.953287,1
9.338107,3.153111,2.221319,0
0.498696,5.872599,6.051347,1
1.41469,8.138261,6.234102,1
8.711709,9.836483,7.672995,1
7.628111,5.112883,5.912155,1
9.072367,3.754853,4.5425,1
0.023994,6.834336,4.177093,1
9.390387,0.130379,9.170476,1
3.28349,1.391795,3.899351,0
7.264394,9.950698,6.417964,1
8.088959,2.652066,5.287904,0
2.488549,2.960899,8.139819,0
8.073781,4.051974,2.318708,0
7.806826,6.861207,8.764598,1
3.695544,2.94169,3.976653,0
3.072069,3.147129,1.814425,0
4.538924,5.713775,0.137746,0
5.664473,6.55571,0.482401,0
9.207776,5.770306,0.554099,0
8.731204,8.693918,1.812983,1
2.745892,4.131691,3.951134,0
0.992899,2.715731,8.383538,1
5.657422,2.360191,7.774373,1
5.50732,9.588798,5.085051,0
5.302573,5.222797,1.849561,1
1.778507,2.331962,4.720477,1
8.102267,5.274576,2.682606,0
3.968494,4.49559,3.638458,1
8.627281,7.589592,7.267103,1
0.305323,5.650641,4.308622,1
8.010832,2.082995,4.692235,0
1.671792,9.777287,3.564396,1
5.000083,5.413957,7.94141,1
7.745919,2.661887,7.764872,1
7.936463,0.447478,2.681659,0
4.943069,6.320117,8.619342,1
3.909709,5.886445,3.190529,1
1.537085,7.499151,0.177776,0
9.582146,4.870012,3.06607,0
4.647298,6.630466,8.228302,1
2.044423,6.169713,6.425971,1
8.8316,4.190843,5.638529,1
4.638321,8.320189,8.673019,1
4.640306,7.292361,3.151738,1
3.178805,6.342268,2.765046,1
3.841419,2.942822,4.263808,0
7.812834,7.329878,4.677502,1
3.960344,2.905804,2.107513,0
9.075517,8.533484,5.795109,1
2.724326,1.433638,4.675179,0
9.753826,3.348198,6.944036,1
0.640559,0.095775,2.944145,0
6.438043,5.709191,8.535255,0
8.652014,2.799064,3.703025,0
0.128942,8.380527,8.92498,1
1.286331,1.032493,0.094051,1
9.565977,5.88916,8.268965,1
7.322798,2.944144,9.65295,1
6.292343,6.596987,1.470756,1
6.692762,4.414901,0.752267,0
0.124093,9.287522,3.410265,1
2.086586,7.11329,5.240954,1
5.493817,4.165934,6.304813,1
5.198427,6.398864,7.141996,1
2.288024,5.410961,7.054707,1
8.355105,6.707657,6.687447,1
3.304644,8.158202,1.58035,1
2.573103,2.332617,3.12821,0
1.62014,6.538475,1.473302,1
3.651765,6.714256,5.922254,1
0.88019,2.227067,5.92573,1
8.625932,3.067727,0.84302,1
8.478688,7.897727,0.524779,1
4.605384,7.212225,1.481241,1
5.370427,3.061591,7.907434,1
5.394208,1.035643,0.640727,0
7.574118,2.114029,0.721075,0
8.828285,6.643329,0.371465,0
8.870397,6.297195,5.787092,1
9.364923,6.630113,8.410284,1
4.52784,8.935063,4.677403,1
6.147288,6.158644,7.043252,1
9.220236,4.950685,9.461246,1
5.986328,0.101973,1.628793,0
2.216002,2.349868,4.786329,0
8.993196,5.157794,0.752762,0
1.45499,6.539855,5.359921,0
