@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

5.558645,6.582634,8.415953,1
6.846664,0.203626,6.98469,0
3.066701,9.777682,8.805116,1
1.812256,8.041176,0.133309,1
9.673623,6.569486,5.003203,1
5.44744,6.500297,5.273187,1
4.106874,8.929732,3.299627,1
3.795516,7.036827,8.773453,1
3.619462,7.189406,7.936061,0
7.393032,4.920751,4.019103,0
4.698433,2.824219,6.064429,1
0.865394,6.197738,0.179674,1
2.767223,5.182878,9.6129,1
1.683174,4.886086,0.98159,0
3.815819,4.281217,1.612435,0
1.318044,0.385888,6.965495,0
7.575294,4.901556,5.403632,1
9.822307,9.422735,5.428059,1
2.246954,1.492488,1.031429,0
7.690225,1.211104,3.651365,1
6.393981,3.264265,8.672112,1
8.150352,9.653702,3.867204,1
3.934919,5.479639,9.577505,1
5.865528,6.543,0.19047,0
1.444556,5.594102,8.409147,1
5.016837,3.837206,5.787603,1
5.329694,6.819032,0.376139,0
8.030135,4.027505,3.477367,0
7.29177,2.149479,2.501273,0
1.803181,6.368477,7.408292,1
1.848116,6.985796,0.991064,0
3.528796,1.181534,1.154465,0
6.775636,9.563612,6.240215,1
3.400819,2.027818,9.056265,1
8.84685,9.432404,1.750431,1
3.459909,5.227798,1.301102,1
7.377277,3.802375,6.193799,1
0.170852,3.602091,4.918559,1
0.587888,5.909623,9.732613,1
7.091156,0.887077,9.090036,1
0.45069,5.330252,5.659266,1
7.35807,4.71553,2.58202,0
4.147934,4.332451,3.081905,0
9.560249,4.383008,8.359522,1
8.185383,4.553321,6.117984,1
8.155412,1.036543,0.375204,0
6.946165,0.107816,2.859984,0
0.994893,1.95002,7.904114,1
7.280272,3.56338,5.297091,1
8.27891,7.879111,0.843261,1
2.211562,3.925166,0.034687,0
8.308174,8.394209,8.709337,1
2.94753,4.827321,4.849792,1
5.863864,5.224996,9.846242,1
5.332812,2.706225,6.84735,1
4.656246,4.751464,7.773288,1
8.314844,3.070379,6.57486,1
0.94949,7.418121,9.020598,1
1.343288,9.055285,4.932864,1
7.449495,3.642201,6.145019,0
8.469522,0.994811,1.499966,0
6.219807,1.346208,7.143415,1
4.052433,3.990765,7.880324,1
8.742229,5.653613,0.645197,0
8.723991,7.220057,3.650827,1
4.638178,2.671426,2.834535,0
1.726712,7.767399,5.632927,1
1.4096,1.777946,9.573231,1
2.772757,1.073197,4.212508,0
2.419405,1.355923,0.545182,0
5.346688,8.425507,5.180518,1
4.079119,5.825715,1.145991,0
3.045772,4.796818,2.476593,0
7.468244,5.311127,3.665416,1
3.078526,9.298343,8.371162,1
1.076288,7.944393,4.367249,1
9.017591,8.579757,2.841608,1
9.93568,3.386791,7.908835,1
1.812297,3.089352,9.371285,1
8.915068,0.517277,8.694526,1
5.314095,1.171119,9.644789,1
6.482246,3.310205,1.977295,0
2.608547,0.348458,4.048899,0
8.29285,8.416147,7.533881,1
6.995904,0.375489,8.747437,1
3.76228,6.656272,2.213953,1
9.745625,1.585238,1.465992,0
2.102515,0.160518,0.621532,0
1.331637,0.266321,0.19895,0
3.576525,2.176245,7.374655,1
2.524703,1.423554,9.869907,0
9.839702,7.403788,8.127995,1
7.779277,6.875433,3.76719,1
3.531706,5.981143,7.116133,1
7.566381,8.582126,1.938024,1
8.742644,2.559555,7.085507,0
2.825876,7.284457,7.888164,1
9.460702,5.262819,2.587473,0
6.686373,2.457381,2.802959,0
9.861169,0.930954,3.361681,0
7.806388,7.12887,9.182003,1
3.110013,6.298136,4.615425,0
4.880262,6.553449,0.34529,0
9.113004,7.430797,3.697187,1
4.715253,1.585351,8.341281,1
6.84817,0.928754,6.16136,0
3.386135,8.964319,0.060618,1
9.895273,3.422298,0.887751,0
0.551169,0.069754,9.039755,1
6.367891,3.65518,4.337575,0
0.208628,4.682865,4.871058,1
2.113661,8.568245,1.260512,1
0.153595,9.601792,1.00487,1
0.530547,7.16623,0.536308,0
6.130549,0.596926,7.163986,0
4.019225,8.051737,3.727484,1
8.121491,2.767238,8.231576,1
6.422418,2.569151,5.737535,1
7.252016,0.608593,5.952678,0
9.176838,7.21319,6.194592,1
6.814982,7.199461,6.332199,1
4.365692,6.868507,1.26221,0
7.465433,8.426196,6.522063,1
6.477934,0.249547,6.055052,0
3.016785,4.286628,9.088807,1
6.855778,4.826342,6.070249,1
5.434935,2.022927,3.473471,0
9.236116,9.668062,3.942206,1
6.867524,0.274404,3.396626,0
7.142911,4.658836,1.729456,0
3.085033,8.251519,6.093003,1
8.501065,2.148055,4.162392,0
6.434682,3.251199,0.957053,0
8.077541,7.027302,7.398255,1
9.050228,0.871726,8.124249,1
0.539788,2.066455,4.337442,0
2.340859,7.734069,8.640528,1
2.392905,0.369983,4.092114,0
8.621502,0.185117,5.040905,0
2.333172,9.203297,8.640418,1
2.454496,9.597472,2.058315,0
6.624774,9.45657,4.044514,1
0.328295,2.168762,3.961347,1
4.235217,8.298789,8.275395,1
6.032858,6.915923,6.059846,1
7.285906,0.151961,3.903702,0
0.337078,8.944607,3.029977,1
8.147903,1.670395,1.438104,1
1.267867,3.496419,1.134437,0
2.952989,5.178951,3.567643,1
7.347713,7.52899,4.149368,1
5.82778,2.424764,8.159006,1
9.340687,4.218853,0.286401,0
4.370813,4.190103,2.534002,0
3.134709,5.563979,7.378141,1
7.234374,8.816246,1.885013,1
2.312665,3.01945,6.394882,1
8.198401,9.962524,8.546939,1
7.491515,2.696307,7.129045,1
5.121071,5.288051,5.179933,1
9.506903,5.466334,1.088351,0
9.656437,3.622353,8.585608,1
9.186332,5.963749,4.07376,1
4.779994,5.958772,4.922946,1
8.978223,1.317828,2.358314,0
1.280353,0.905252,2.722738,0
3.601559,9.851783,2.091163,1
5.139833,7.271096,3.184388,1
2.73743,4.272739,8.524452,1
7.895092,7.11006,5.185013,1
3.073809,9.258772,3.502131,1
5.217545,8.425077,4.946463,1
9.742906,7.304776,1.372391,1
8.210029,4.095129,9.795127,1
3.946912,1.88629,0.534217,0
9.157386,3.718605,3.733482,0
7.991344,2.257935,4.288682,0
9.367994,9.473695,2.967862,1
8.732468,6.469993,0.295607,0
4.89507,5.24207,8.14578,1
2.546846,9.51817,5.661233,0
3.6133,5.45636,2.568462,1
7.342649,3.102679,6.646958,1
6.821285,0.38044,8.39485,1
2.638375,2.683532,0.699067,0
2.157227,3.666929,4.448173,0
0.136921,4.74378,4.839706,1
9.985849,2.985485,9.669966,1
2.503655,5.331199,3.289569,1
0.787559,5.858031,3.677167,1
8.960711,0.324125,4.630243,0
0.704565,3.025093,0.594625,0
5.708625,1.293691,5.349308,0
4.960619,9.797482,8.755547,1
4.541261,3.595252,0.129531,0
6.580738,9.799497,7.059805,1
5.130696,0.349374,5.201348,0
6.207406,8.878515,4.048462,1
9.202641,8.678705,0.950112,1
1.703798,1.544736,3.250144,0
2.838427,8.599453,5.278275,1
8.396934,4.033821,2.896588,0
7.629074,3.026119,7.465305,1
2.825615,4.52511,3.294204,0
4.874485,8.495552,3.874565,1
7.374068,7.923028,6.250007,1
6.601733,7.200118,6.483913,1
8.744854,9.734057,5.717954,1
8.33351,0.996229,9.382328,1
5.030051,2.278916,9.668639,1
5.305035,7.133944,6.868935,1
1.659054,0.163139,6.086961,0
8.658691,9.961527,7.615428,1
7.884554,3.865435,2.609468,0
1.065553,9.093381,2.791819,1
8.827438,8.509773,1.393689,1
9.506002,0.776017,3.891392,0
3.054933,3.560031,7.195177,1
0.693975,4.064112,6.490618,1
4.227252,2.577579,8.886567,1
2.539106,6.501995,8.918703,0
0.36743,1.52817,4.909948,0
0.621552,7.701767,1.24339,1
6.21154,2.637079,6.609939,1
3.413096,0.501331,0.253596,0
4.061362,7.448773,4.827998,1
1.512885,1.318616,7.108366,1
3.896195,5.994933,8.62608,1
2.496928,7.544782,6.858963,1
9.072952,1.768911,4.297341,0
9.470677,5.540732,9.143495,1
8.177811,5.753433,1.39976,0
6.254764,1.653356,8.058937,0
9.102129,2.886935,5.071464,1
4.205551,2.17983,6.355151,1
8.174763,4.98123,4.537048,0
2.526013,1.39601,3.536049,0
3.164921,7.83339,1.29347,1
3.374122,0.436964,8.317816,1
6.190397,9.717576,3.142841,1
1.370933,1.201778,2.761288,1
4.088713,7.832752,1.088076,1
0.012581,7.443226,6.39601,1
2.424457,0.933058,8.859035,1
2.329068,2.395083,6.549435,1
0.228473,7.842904,8.129587,1
8.279868,6.447403,5.154529,1
6.164979,8.29737,6.915427,1
9.499148,9.676715,8.008973,1
7.509466,9.097049,1.882125,1
6.540275,8.278135,5.709392,1
9.211193,4.568426,3.915201,1
6.963509,0.464635,7.034249,0
8.307539,5.163836,0.794578,0
1.611239,5.949107,1.057673,0
4.246477,7.973099,5.31213,1
7.649814,3.321104,7.333487,1
2.418153,9.215612,2.681328,1
7.493747,8.390719,7.92316,1
2.959145,1.83836,8.2452,1
2.302995,5.279449,7.114636,0
0.443285,7.909214,7.197942,1
3.858322,8.255615,9.830742,1
6.228714,5.142873,1.850425,0
8.463977,9.183911,9.037808,0
8.399524,1.719136,9.840557,1
0.109855,7.763717,2.59821,1
9.602077,0.843411,2.991654,0
6.122859,0.10629,2.515608,0
8.015505,9.71355,8.620668,1
7.969165,8.45141,9.978625,1
3.594283,1.82905,8.076406,1
1.012962,7.114214,2.940389,1
8.83335,2.780946,5.305756,1
0.544664,7.903966,2.012205,0
8.747377,5.00386,2.051814,0
5.11015,4.567422,1.436381,0
4.280972,0.057049,4.999481,0
8.508459,4.978106,6.448015,1
6.807157,4.524422,4.161001,1
1.638636,7.10139,7.232604,0
9.882337,2.53836,9.415193,0
0.442327,1.427398,0.573741,0
6.431257,2.625555,4.05994,0
7.192977,5.496322,4.667061,1
5.55337,9.666542,3.724085,1
4.644649,0.1721,6.164572,0
4.696522,0.325573,9.271923,1
7.426963,6.504527,6.807145,1
9.042887,6.222337,7.7363,1
7.649734,8.31004,8.674917,1
0.935596,2.734858,5.622399,1
8.231179,0.28946,9.602521,1
9.956002,3.326606,7.84638,1
3.498706,4.010952,6.052456,1
4.336524,5.324379,4.530386,1
1.828907,1.337531,9.072787,0
7.559868,6.809087,0.357007,0
5.119128,9.031924,9.290594,1
