@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

8.505306,4.82931,7.387406,1
9.371706,9.502487,8.850634,0
4.266445,9.994774,7.555444,1
8.565265,3.143259,3.29621,0
0.469705,3.178769,9.450171,0
9.744478,6.966208,0.558694,0
2.859122,1.422192,6.840133,0
9.366522,5.762835,4.918985,1
0.592145,2.306391,9.172457,1
1.808878,8.02309,0.523407,0
8.017864,8.078851,9.42859,1
1.22211,2.7248,8.696802,1
5.903569,8.146973,2.489686,1
5.113181,3.04838,5.473,0
4.470572,2.313133,6.600935,0
8.075967,1.51992,1.708923,0
3.826312,0.88138,8.631962,1
8.90447,9.155368,1.710513,1
7.234219,1.139104,3.505464,0
3.863904,2.202266,0.148144,0
0.349238,2.637829,5.415519,0
5.686209,0.888519,3.434722,1
3.201651,0.035657,3.993875,0
1.555577,5.702798,9.94573,1
6.584178,8.577691,1.017078,1
7.73306,2.727592,2.410983,0
3.866695,5.916447,3.423607,1
8.118712,3.571751,7.498071,1
6.20958,2.91359,3.93037,0
3.802109,7.365092,2.05257,1
7.400749,6.046444,8.281379,1
1.749243,8.227109,4.338214,1
6.8048,5.355292,3.822068,1
8.082884,6.233051,9.505138,1
2.149498,2.928746,9.680178,0
6.500496,7.178249,8.736162,1
0.091839,2.666532,4.605865,0
0.031625,6.658434,0.897709,0
2.704879,9.179088,6.3887,1
7.406197,0.726914,2.787542,0
6.082206,6.609611,8.748857,1
2.842662,8.253996,6.114669,1
1.182741,5.794847,5.260371,1
2.973095,3.996533,0.393314,0
6.663065,4.999178,6.958883,1
1.657613,7.856592,4.127064,1
7.03568,0.515763,8.816614,1
1.242677,1.604156,8.652875,1
8.213766,7.401731,1.489973,0
5.655727,7.604641,6.048589,1
3.399488,1.30896,4.521706,0
5.305494,4.915019,9.437517,1
9.914198,6.3964,8.663249,1
4.252993,2.790313,5.934303,0
3.306076,4.750917,5.730551,1
6.355073,4.383425,1.873636,0
1.785157,3.363609,5.625269,0
0.96825,1.673858,4.279352,0
2.982818,8.801058,0.740321,1
3.716077,0.177838,0.256871,0
6.574239,8.92012,5.202086,0
1.710433,1.136389,2.115906,0
5.887307,7.846457,9.565262,1
2.229882,1.438898,6.811221,0
4.802507,2.436489,1.455923,0
4.110347,5.735275,0.138495,0
4.536333,0.878815,5.381477,0
1.056653,5.638348,1.882685,0
4.558468,7.084771,8.458124,1
8.22116,0.57403,1.285409,0
8.420486,0.850671,6.350847,1
2.289569,3.162067,4.665407,0
5.598557,6.12133,2.862833,0
1.856605,3.001328,6.802069,1
3.880143,2.183547,4.645348,0
7.821895,6.528032,2.567689,1
3.612803,1.025813,8.649262,1
1.599843,9.934672,5.942429,0
0.785343,2.293276,0.670697,0
5.455343,5.336104,0.166988,0
1.457433,3.029821,0.762804,0
6.031148,7.564874,9.706976,1
9.748421,4.352324,4.848087,1
0.880356,7.415776,9.950677,1
8.441589,8.59994,6.327121,0
8.534612,2.269551,0.061761,0
4.562827,0.732458,2.394867,1
6.068562,2.561856,1.07207,0
5.591676,1.834875,0.840034,0
9.399749,0.54701,1.534116,0
4.899333,6.382203,6.718484,1
3.797979,6.669161,0.272848,0
5.269101,6.59997,2.281,0
8.86952,2.342761,3.123669,0
3.075219,5.518536,3.450517,0
8.080392,4.522587,6.669777,1
6.357462,7.509811,5.294893,1
8.056821,6.829009,4.905379,1
3.211211,1.623863,8.735844,1
8.293024,9.008692,9.248758,1
5.608661,1.529759,7.365839,0
3.87252,0.489508,7.910528,0
6.008044,1.361045,6.091521,0
5.883632,2.761298,7.760503,1
0.271109,3.055396,7.998304,1
9.884404,2.903683,1.284084,0
4.527546,0.019927,0.104806,0
9.028619,9.353565,6.382696,1
0.883324,3.748535,9.115462,1
4.238042,7.02599,1.703583,1
8.387035,7.795104,4.334521,1
0.556402,2.095024,6.511761,1
5.15042,4.510065,9.15544,1
7.413748,0.439524,8.130441,0
0.459451,8.235247,4.761864,1
7.588812,1.14456,4.125351,0
4.893095,3.240813,3.22798,0
0.266803,4.931563,9.377223,1
2.726667,3.711744,2.924505,0
5.806768,9.436267,4.11058,0
3.946332,3.26602,5.992013,1
3.705544,4.122454,3.301374,0
2.357701,8.063238,3.653066,1
9.207798,7.778417,8.418649,1
1.01923,1.646629,3.232029,0
6.578193,2.609252,9.939871,1
6.320996,2.864376,2.587929,0
2.300643,6.698509,3.084953,1
9.96453,9.076966,7.607054,1
3.19942,0.908428,7.83507,0
8.971666,1.488136,5.503634,0
9.266553,3.922283,2.280357,1
5.568912,5.512386,1.571815,0
8.121638,1.511686,1.451965,0
4.376062,4.039894,6.570399,1
0.738403,9.655352,2.923679,0
8.732319,0.530733,4.373007,0
1.439161,2.208076,7.48886,0
3.696212,2.992494,8.590291,1
6.914776,0.870648,3.248547,0
6.383034,4.820362,4.630793,1
6.332047,6.082758,8.947308,0
0.122652,5.517706,7.384814,0
5.173058,0.308494,1.563988,0
0.839227,5.936995,5.837115,1
8.145071,3.325975,2.689215,0
6.318469,1.279507,4.804048,0
2.150155,8.052595,5.716934,1
2.872957,0.347727,3.037862,0
6.430485,1.985169,9.913115,1
7.502875,7.297928,7.414191,1
7.606422,8.978179,6.58131,1
4.915174,2.418426,0.724037,0
5.744401,3.413253,4.901528,0
4.69276,9.705576,5.296115,1
7.758172,1.013049,5.376104,1
1.360776,8.413966,9.836134,1
0.399136,9.749248,4.344397,1
7.047176,1.758588,0.577945,0
0.736767,7.159255,3.099247,1
9.577681,3.823285,8.712186,1
7.236537,3.613714,7.384951,1
3.319289,2.681066,8.772211,1
3.694115,4.148315,1.70859,0
2.562282,1.544723,2.846151,0
1.293971,7.190547,0.863429,0
8.949136,1.441373,2.994745,0
8.600628,6.093993,5.337844,1
9.917277,4.05003,3.50039,0
7.663743,0.885341,9.083111,0
3.566407,7.855322,2.060494,1
2.003638,3.769083,2.315412,0
5.313807,5.161562,7.527337,1
2.35211,8.390766,4.948924,1
9.832139,7.94367,0.987149,0
4.037663,6.324994,6.611076,1
0.375024,0.111466,1.108754,0
0.996807,0.191865,9.0218,1
8.047188,1.082294,1.823735,1
4.851377,4.139146,4.616745,1
9.300709,2.144082,6.772961,0
0.534848,1.721885,2.954065,1
9.665555,3.941214,8.799755,1
0.266208,5.410831,7.658157,0
5.522297,8.766912,8.679999,1
8.958776,7.701799,1.082317,0
8.784093,2.906052,7.05679,1
7.045198,1.673535,3.800654,0
3.817617,0.573615,7.998726,0
2.2955,0.952791,4.719453,0
4.894006,3.519208,5.664272,1
8.930039,3.322429,5.801445,1
2.089341,4.481445,0.97144,0
2.183244,2.053757,8.054082,0
4.959809,5.110872,4.602808,1
6.784407,8.403462,8.350915,0
8.977077,6.349641,4.954489,1
7.302432,9.673943,3.233633,1
3.19315,8.897904,7.356652,1
2.220334,3.158097,6.575525,1
7.639542,7.546965,5.357792,1
9.600722,3.411874,0.790124,0
8.522745,5.392932,6.565538,1
3.796394,4.916453,5.909176,1
1.266094,0.863666,4.046049,0
0.537608,7.279681,0.764964,0
6.177586,8.121616,5.853948,1
1.279713,2.429473,2.707595,0
9.976439,8.065387,8.742042,1
1.477261,9.532166,4.137691,0
4.925097,0.70323,5.307159,0
5.619683,1.216335,1.494962,0
2.080001,5.541011,5.454304,1
2.820692,6.219268,6.348368,1
4.340884,2.202316,7.396198,1
4.631789,0.103793,4.539853,0
8.16918,3.281894,4.185388,0
2.81406,8.323079,9.646447,1
9.026309,4.953607,6.460649,1
6.169942,7.955611,1.531769,1
3.496622,6.986073,0.867552,0
3.205341,7.21592,5.315592,1
9.418236,2.711791,3.166822,0
2.815584,7.706674,8.658252,0
0.988569,2.843639,0.631206,0
1.166718,0.277653,1.541786,1
5.23126,8.002435,4.839019,1
5.958046,6.370789,9.651145,1
3.356861,0.518697,5.771982,0
7.734618,1.087575,4.108427,0
3.799366,7.275248,1.202878,0
4.981922,9.86113,7.599714,1
