@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

3.876337,8.618624,1.742041,1
1.624696,0.209643,8.709374,0
6.368264,3.441528,3.820071,0
7.087282,1.653015,9.207973,1
0.504586,0.101215,1.681588,0
2.239539,6.01351,9.45816,1
8.831246,6.676829,8.621382,1
0.613529,3.980528,5.212689,1
2.599152,6.95473,0.720673,0
7.164372,9.430047,5.176037,1
2.871575,8.996108,1.969337,1
0.649123,1.177311,3.863397,0
1.278526,5.544985,4.313756,1
1.558495,3.771916,1.389522,1
0.448745,0.010903,7.873197,0
3.991431,3.085886,5.552141,1
0.040615,6.272813,0.814431,0
5.70286,5.990468,0.737624,0
4.986576,2.706962,8.533293,1
3.884273,2.396689,6.789409,1
7.941674,1.103165,8.680864,1
4.875082,0.070386,9.889911,1
0.081289,7.763108,6.386101,1
0.848993,1.938241,0.663303,1
8.211055,1.477734,8.094596,1
7.468202,8.83222,2.48835,1
1.539182,1.021643,8.090478,1
3.418332,4.879888,0.586254,0
5.983053,9.267118,0.860175,0
9.337503,0.750086,6.181961,0
8.513194,2.568061,3.491512,0
4.506302,4.154816,0.251795,0
5.63255,8.346391,6.631272,1
7.178611,9.119622,5.555531,1
0.141265,3.646008,4.141248,0
8.525896,4.727502,4.919604,1
3.99462,5.779779,5.367083,1
6.529866,1.549043,2.750915,0
4.117104,6.242428,4.405247,1
0.397243,4.657042,1.340763,0
3.003433,7.972035,9.130546,0
7.091657,4.686076,8.899837,1
8.332084,3.041085,0.79252,0
7.768588,5.712124,1.366929,0
1.491903,6.734011,5.09533,1
8.283054,7.846245,3.064828,1
4.088673,7.470075,1.023565,1
2.127117,2.364328,0.515709,0
0.336363,9.646255,5.312595,1
4.33233,4.212432,4.660943,1
7.253518,5.453463,9.522394,1
1.165586,0.889323,6.785312,0
7.623334,1.880642,0.679258,0
9.726888,3.744086,8.306547,1
1.214162,9.330112,8.301476,1
1.69444,8.817186,8.471829,1
8.463441,3.784425,9.458824,1
7.996857,4.119767,5.460186,1
9.57323,4.98258,0.272481,1
5.871902,7.057793,3.396305,1
8.938436,4.075563,9.401625,1
7.819649,7.708171,2.480883,1
7.038283,0.78236,2.37509,0
9.599546,0.84692,0.763527,0
4.631344,0.222351,0.858759,0
4.342118,6.318944,7.878577,1
1.301524,8.151057,4.654163,1
5.20885,8.050468,0.668663,1
2.126031,0.070288,2.812608,0
7.77846,5.293491,8.979491,1
6.075852,1.354581,3.549466,0
2.201501,4.312994,3.738386,1
4.535345,4.597145,9.461046,1
0.916089,7.339623,2.792811,1
5.49068,7.446974,9.391039,0
5.497443,0.059702,4.846816,0
0.12999,7.659424,7.569154,1
2.952916,6.548646,2.725192,1
7.903227,6.274659,4.704166,0
0.587652,8.442552,6.937572,1
3.039696,6.398619,4.00046,1
3.738242,6.793271,6.173397,1
4.240245,5.564436,9.928452,1
5.624138,4.775269,7.361161,1
2.434693,4.930316,3.662578,1
1.478962,6.38777,4.416376,1
2.662429,9.120542,9.486916,1
7.563093,6.424489,8.373078,0
2.823107,2.373538,4.558574,0
9.166808,0.731971,5.790272,0
6.296407,5.718725,3.144741,1
0.493994,0.505902,7.674673,1
5.436218,1.337251,8.316295,1
7.725021,2.732671,6.297368,0
1.853213,5.784284,3.637532,1
2.208773,2.01061,0.019096,0
4.384148,4.577669,1.593229,0
5.30964,7.383501,6.958009,1
3.102226,0.10275,3.526591,0
0.608652,1.201265,6.524906,0
2.538516,4.841201,2.96005,1
7.573872,9.257418,0.650988,1
5.041702,4.28852,8.843391,1
6.299129,8.862487,2.282355,0
3.440156,3.875584,4.234233,1
1.259085,1.192242,0.355843,0
1.294992,3.882434,7.95753,1
5.083699,4.482437,7.948514,1
9.323638,0.908564,7.885752,1
0.165982,8.53674,6.324595,1
2.82526,5.167987,2.458159,0
4.030474,4.740514,9.807666,1
8.616097,4.041899,6.220427,1
5.234142,6.57627,4.236495,1
0.458704,2.194025,8.432778,1
6.676462,6.381293,3.164617,1
7.289858,1.050369,2.897609,0
9.587109,9.222204,2.663524,1
4.390192,5.121683,1.536758,0
9.862197,1.344424,5.891296,0
5.386323,2.111723,8.353477,0
8.687992,2.589972,7.1496,1
4.783997,5.582378,4.689098,1
1.963672,7.853715,7.460558,1
8.904084,0.358168,6.70937,0
9.580372,9.372894,0.903562,1
4.494577,2.44032,2.391229,0
3.784745,8.282525,2.835069,1
0.394248,1.188547,9.791533,1
3.778519,6.941133,8.228937,1
2.523511,2.918035,0.022975,0
0.77175,7.483534,3.740713,1
7.841702,0.450083,8.167027,1
9.822977,9.07059,1.392637,1
1.51091,3.783866,8.67433,1
2.066391,1.509399,4.466723,0
2.697946,4.258256,1.54288,0
1.199389,9.771816,5.038981,1
2.689852,5.061957,8.210084,1
2.545491,1.950797,3.137437,1
2.40088,1.304464,7.809265,1
0.375055,9.201902,6.541412,1
2.985768,5.215741,7.18162,1
6.72514,1.648342,7.512798,1
5.906599,9.055678,5.89955,1
8.827495,0.938532,0.828888,0
6.000488,9.038973,4.978949,1
0.989769,8.116385,8.93317,1
9.42085,6.742436,5.614506,1
5.944338,2.155918,1.681869,0
7.371659,8.863489,3.982265,1
0.511831,1.495064,3.519884,0
0.550742,9.419435,3.524418,1
0.357966,4.353306,0.895584,0
3.392279,5.874533,4.904433,1
3.990918,3.837604,7.772697,1
0.58004,3.387204,3.207672,0
5.543122,4.889542,5.454484,1
3.753031,9.436749,7.01158,1
0.931813,0.531465,0.683292,0
9.950899,4.20771,0.860793,1
8.561016,1.756376,6.66732,1
7.630909,1.571754,6.335343,0
5.409358,4.108041,5.033594,1
7.495245,8.241266,2.513776,1
3.130808,7.96826,5.953148,1
7.40501,2.964729,1.1487,0
3.496194,1.831992,9.819379,1
6.039702,0.680172,3.755959,0
2.436548,0.423279,6.554013,1
1.995032,2.889357,1.689283,0
6.997398,6.722878,3.393787,1
4.964144,5.907563,7.53101,1
3.875823,3.484159,4.97879,1
6.448888,6.127491,9.617657,1
7.959483,9.437036,3.392174,1
0.117207,7.148133,8.599903,1
7.571411,5.153917,2.621212,0
8.043274,4.310495,6.970833,1
1.033373,0.36462,9.533315,1
6.272183,7.064325,4.092469,0
0.548484,9.071259,1.428839,1
5.19875,1.046496,6.942453,0
0.483532,0.334628,7.157418,1
7.48276,5.757321,3.154494,1
0.911238,5.775706,4.620615,1
0.086201,1.591448,3.995183,0
1.956068,3.528497,7.117091,1
0.592822,1.20956,8.376258,1
0.28082,9.805097,8.138679,1
0.851593,5.081131,8.637802,1
5.415759,5.79522,1.935864,0
1.552541,5.090357,7.952691,1
0.866063,2.573306,1.418289,1
4.164754,5.413472,2.071838,0
8.94197,9.18893,4.349073,1
0.398489,2.725331,0.676099,1
2.530428,8.814776,6.158878,1
3.895908,4.79668,4.717146,1
0.591901,6.65301,2.210186,1
1.743367,0.162877,4.60822,0
2.736184,6.026509,3.561695,1
1.439981,5.633533,3.02176,0
4.822462,7.370834,9.916743,1
0.096165,0.592842,5.90026,0
9.407619,2.059138,6.008615,1
6.855819,0.725761,2.615193,0
7.37877,4.825379,9.592161,1
4.988257,4.200381,1.731568,0
0.22689,5.293262,4.625379,1
0.926795,7.647139,2.048822,1
5.017973,1.965566,0.970208,0
2.558408,6.870468,7.740731,1
8.929606,3.749346,5.269552,1
4.475106,7.884746,3.233145,1
2.710125,2.825306,0.976014,0
7.025687,2.707582,5.422823,1
8.000844,0.048201,8.919449,1
7.69534,0.968271,4.676896,0
2.933837,5.647104,7.827451,1
2.517572,5.568182,7.45827,1
9.317528,2.727822,7.232605,1
0.612568,0.46575,5.64651,0
3.291056,6.622524,1.021075,1
9.330105,6.443898,7.56932,1
6.492099,6.488769,6.258588,1
7.45704,0.935484,6.900753,1
6.582588,4.728204,5.883121,1
0.296386,3.341391,0.547339,0
6.069213,7.779943,3.406548,1
8.245693,9.053058,0.004474,1
5.675581,1.025549,1.853492,0
7.469447,9.422812,2.336636,1
5.911582,8.595223,8.148987,1
9.530708,5.049739,3.759498,1
9.777944,9.642618,5.213457,0
2.984009,5.760796,9.688243,1
3.54074,3.09479,5.735003,1
2.147848,5.739477,3.323183,1
6.765026,5.176675,2.829115,1
4.599488,5.165751,8.19602,0
3.760975,6.345006,3.879691,1
1.394746,7.639189,9.404979,1
7.281807,4.618436,1.247018,1
0.379232,0.935261,9.319038,1
4.030051,5.054041,5.706406,1
0.793518,9.029588,4.001328,1
4.206263,6.830443,1.793018,1
1.996195,9.989038,9.31682,1
6.334044,3.196511,9.048852,1
0.835699,8.453831,8.90148,1
3.072267,0.148498,8.383323,1
1.083759,7.702362,7.371471,1
2.756403,3.077877,1.29171,0
2.107465,5.293038,1.108466,0
2.123482,2.901484,5.119479,1
2.890522,4.436298,9.876845,1
7.632809,8.925697,6.953357,1
7.379529,5.854836,6.586015,0
6.003335,4.969337,3.903295,1
2.671699,1.274767,2.200904,0
4.352644,3.492614,8.978024,1
8.785652,0.086489,2.773837,1
2.987973,7.893315,5.02881,1
2.329614,4.905655,5.103061,1
3.831352,2.056418,8.430931,1
7.911254,5.016946,1.662677,0
9.986283,5.565972,1.001683,0
6.840739,3.202587,8.086084,1
6.695201,7.064108,7.653491,1
7.150598,0.427328,6.389987,1
8.320643,1.418796,6.017066,1
6.324451,1.120127,0.612681,1
3.176545,9.043612,1.366685,1
4.060558,3.029362,5.002388,1
8.595334,6.004072,6.704824,1
9.206658,4.790909,6.629455,1
1.855017,4.282946,1.382713,0
4.710274,7.7727,9.144185,1
9.191497,5.161251,3.681175,1
6.281378,4.293856,5.671751,1
3.337468,7.038436,0.545722,0
0.067798,5.54811,1.444868,0
1.552182,8.149693,4.099204,0
2.940601,0.728659,6.660701,0
5.011604,8.043414,3.801232,1
5.816114,2.945417,2.752796,0
8.106668,6.433971,0.523558,0
0.727828,6.19531,3.845968,1
3.233746,4.39169,1.463323,0
9.9398,2.908191,1.964675,0
1.057884,6.063879,2.250823,1
6.792537,8.911524,8.794104,1
6.954938,2.595336,1.52602,0
5.540753,4.278817,7.778662,1
0.712788,8.30222,8.035467,1
4.49753,1.881436,5.505912,0
6.273126,6.969235,1.032819,1
9.877426,2.997494,7.704908,0
9.061373,9.955731,4.933796,1
8.867255,3.727899,7.658052,1
6.323235,9.184072,8.593245,1
3.462889,6.371907,5.51141,1
4.674127,3.546877,5.616293,1
5.428313,1.122205,6.902933,1
8.091439,7.935752,7.914364,1
0.933246,5.619273,8.904176,1
