@relation dataset

@attribute credit real
@attribute expenses real
@attribute income real
@attribute default {0, 1}


@data

3.958071,5.188794,3.377707,1
1.114981,0.956826,7.548934,1
6.677423,1.542236,9.650439,1
4.425487,1.114558,3.039246,0
8.748649,8.951509,6.570569,1
2.152559,6.748287,1.789771,1
1.170231,8.388185,2.133291,0
7.231665,7.104466,1.547784,1
2.29326,4.925491,6.863935,1
5.882317,4.412869,3.081616,0
5.955106,2.732055,7.350231,0
3.846613,0.389477,6.189639,0
9.340986,2.760208,8.813828,1
9.508494,0.603599,8.048075,0
8.991783,0.181366,0.990186,0
7.285832,2.53797,7.413185,1
7.463461,4.27712,2.987333,0
8.68999,6.068949,5.905518,1
8.801004,3.255749,5.025689,1
3.645226,1.215327,5.24288,0
3.975535,4.056707,4.479756,1
4.660306,2.527831,4.162754,0
2.709197,5.15294,9.875538,1
7.69091,7.288723,9.574121,1
1.565843,2.561454,8.500149,0
8.630403,4.405667,4.900929,1
7.661416,9.926618,0.079025,1
1.141944,5.321906,4.292853,1
9.378613,8.772609,8.601508,1
1.30044,2.764262,7.691009,1
7.917202,7.566546,4.004665,1
4.855269,3.578785,0.762482,0
6.140239,9.262631,6.676945,1
3.668298,1.577874,2.202049,0
1.504491,2.281074,2.636354,0
7.60298,6.929207,7.763915,1
5.701816,6.365423,1.020513,0
9.129685,8.711521,1.011892,1
6.278068,5.016557,2.654998,0
8.595342,3.41748,7.554449,1
2.680111,4.231394,9.506222,1
5.809268,1.708271,7.678123,1
3.989345,0.314477,9.960196,1
7.243684,7.724111,8.573918,1
4.089534,9.594431,9.947756,1
8.305952,0.959648,0.266106,0
5.976204,2.921104,5.717357,1
6.338584,3.271806,9.307127,1
7.503201,8.813349,5.367105,1
0.52162,3.045227,0.626229,0
3.359704,0.586424,6.10329,1
8.310535,4.677208,3.548888,1
4.271639,3.496644,5.619287,1
4.456291,5.885393,7.161611,0
8.806498,2.878967,5.004042,0
6.150773,4.311169,4.163777,1
3.124518,9.530882,6.966443,1
2.576109,7.592671,8.157103,1
8.179095,4.260393,6.539201,1
8.937601,0.088089,8.8897,1
3.584732,4.508987,5.786831,1
0.39438,2.948441,8.473519,1
5.827408,3.477561,4.345959,0
7.788731,8.509735,5.632155,0
8.040617,2.598598,4.559386,1
0.191269,2.716489,6.552539,1
6.976882,3.09174,4.859995,0
3.179828,3.749695,9.123723,1
8.258682,4.910554,4.805584,1
7.858995,3.279103,7.85394,1
6.756664,2.199899,5.664586,0
0.709634,1.296741,5.458643,0
3.895339,0.01803,9.366978,1
2.734519,5.919517,2.456973,1
9.011256,7.316968,5.625885,1
1.066663,4.749608,8.955646,1
9.660162,3.761229,7.978408,1
7.040332,5.832348,1.205561,0
8.032247,6.870146,8.342392,1
8.166886,3.801035,7.492133,1
3.819065,6.85911,6.148833,1
2.778627,8.605805,6.264986,1
5.922774,1.89087,3.980968,0
6.640479,2.936613,6.314783,1
6.697842,4.293191,3.819798,1
0.125539,5.025358,7.535171,1
1.895504,5.877562,6.899667,0
9.678597,4.3918,2.124617,0
1.25091,8.27345,0.051246,1
6.879256,6.316231,5.81942,1
8.207102,9.800387,9.791467,1
2.737,6.10625,1.148221,0
0.399441,4.968019,3.173016,0
9.993377,0.708186,8.682766,1
6.585748,5.582433,1.951272,0
9.974234,4.075889,9.762007,1
2.349339,9.813252,5.254681,1
6.129484,1.074101,2.030624,0
0.874488,1.822091,9.184167,1
7.92834,0.332387,3.04633,0
5.300406,6.219346,8.852761,1
6.927532,7.535527,7.182664,1
3.11796,9.133936,9.777626,1
3.209825,9.539633,4.317338,1
9.352885,9.572018,4.787757,1
0.646119,6.818381,9.818955,1
8.640472,9.003122,5.132095,1
9.335509,8.178425,4.896594,1
4.39777,3.749356,9.929698,1
1.284883,7.112362,4.838583,1
6.246298,4.616208,7.495037,1
4.155841,1.812375,5.015286,0
1.384393,9.803043,8.991096,1
6.621425,8.810052,3.551118,1
7.813174,8.683213,1.830709,1
6.861638,6.727303,1.784599,1
0.476659,1.714298,2.58471,0
8.826659,7.423293,6.164385,1
2.039501,3.659422,4.52908,1
5.471797,9.544366,9.704069,1
9.347409,8.695165,8.886701,1
7.505217,2.437819,1.23073,0
1.121032,3.061439,2.467075,0
9.788742,4.251675,9.242078,0
5.965972,1.826789,2.026942,0
9.250081,8.191327,9.865589,1
1.850749,4.39467,7.484925,1
3.939035,7.188993,4.178736,1
5.884159,3.065437,9.255279,1
5.503256,0.486008,8.707767,1
3.547448,1.174842,4.606959,0
5.426517,3.849037,3.601591,0
5.675826,5.628533,6.185121,1
3.81986,6.050711,6.21549,1
0.44538,3.700415,2.993156,0
0.889408,7.171892,7.67086,1
0.237329,6.926138,0.162942,0
7.412147,8.870709,2.364874,0
0.045551,6.971833,4.295784,1
0.82087,7.897375,6.864558,1
3.525908,3.049679,1.422603,0
9.100389,7.638092,3.016379,1
1.338507,6.009535,3.930185,1
3.181427,1.601045,9.001481,1
8.527183,9.164424,9.159343,1
8.035132,1.524217,6.898923,1
8.49605,1.194707,3.552753,0
9.092082,0.417311,5.813615,0
3.46699,7.236218,9.963758,1
4.87431,2.980137,2.113149,0
8.989672,6.043334,8.440732,1
7.644379,7.442213,5.589856,1
6.606637,4.749198,2.110891,0
6.273415,9.009813,2.722454,1
0.204521,6.275207,4.086384,1
6.692517,9.9,1.914593,0
7.136217,1.878351,2.726887,0
4.858488,4.840036,8.223344,1
0.88337,6.664076,6.019258,1
4.106289,1.609114,4.69931,1
6.358313,6.8102,5.354696,1
5.820014,8.077149,7.401192,1
4.352356,1.487576,5.321137,0
1.387575,7.23573,1.204381,1
9.11408,3.931268,0.534319,0
8.771304,8.757663,7.820728,1
5.421739,3.839986,8.182422,1
5.4491,2.881732,0.240953,0
9.691932,5.595649,4.43914,1
3.672799,1.840332,1.536481,0
3.327908,6.857618,9.07003,1
4.093348,0.274411,3.239275,0
4.205679,3.773594,7.179997,1
2.531257,5.000724,2.631656,0
8.840711,0.814078,7.481023,1
3.69581,7.721976,6.097224,1
3.317626,0.536365,8.899688,1
2.376697,0.436168,5.01558,0
7.293786,4.08561,0.420087,0
4.360021,3.659361,4.594563,1
7.432955,1.774559,1.542683,0
6.775284,4.174339,7.917207,1
4.988418,5.39823,9.905806,1
3.120206,6.00303,2.07197,1
6.539395,0.971657,3.428256,0
1.407825,8.443836,4.620696,1
2.529446,5.040782,0.088745,0
8.700144,4.683307,5.455167,1
6.457867,6.99785,6.09731,1
1.17219,4.014517,8.849145,1
9.412746,8.754951,4.844835,1
4.757981,6.916805,8.970784,1
7.888462,2.39904,0.213468,0
0.842876,4.834164,7.997898,1
9.874947,8.086642,0.261789,1
2.76995,5.716956,4.708189,1
2.714806,0.805499,2.460967,0
4.820016,1.310112,0.047603,0
0.065063,4.892439,6.765715,1
1.809243,5.736498,6.12042,1
8.135538,6.333889,8.993992,1
1.168052,6.991889,2.350736,1
5.078532,2.612525,9.618089,1
8.329481,4.326278,7.076299,1
5.131777,9.537266,4.931283,1
0.847378,4.978887,4.184555,0
9.871325,0.950269,5.735486,0
6.686768,1.855906,1.378274,0
8.189795,0.372266,3.800719,0
7.364155,6.151455,0.400846,0
8.763981,0.018935,0.29117,0
4.345213,7.367468,8.137749,1
6.904735,3.069032,9.428782,1
8.047919,3.613337,8.664554,1
4.563606,4.400039,9.599813,1
6.255945,0.978087,6.07268,0
1.350353,9.873399,3.803586,1
6.024855,4.204432,1.157195,0
4.223367,1.448365,1.882296,0
8.815833,0.020045,8.04557,1
3.089077,7.474352,3.47268,1
1.08769,2.137234,9.056241,1
6.537272,8.656054,6.90167,1
9.634141,2.974349,7.238957,0
2.847749,1.042543,9.699001,1
5.246975,0.856197,3.661438,0
2.304562,5.543735,8.038922,1
5.563779,6.084493,6.840962,1
3.558846,0.313642,9.789853,1
2.450876,8.846094,0.297831,1
7.502148,7.199502,1.781366,1
0.173851,9.020323,8.120783,1
0.062866,7.819784,1.894202,1
8.675981,5.55564,4.780184,0
1.099375,2.819107,2.100937,0
8.9036,8.941899,5.316011,1
9.255542,5.105865,7.10898,1
3.951958,7.406811,0.694567,1
4.606313,2.475933,8.590395,1
1.496256,6.711177,7.801763,1
4.530961,9.695966,6.868963,1
5.251606,1.649147,4.187484,0
4.468254,6.288421,3.014135,1
5.23032,8.330146,5.834298,1
3.436011,2.943278,6.19228,1
0.35009,6.886847,8.842075,1
9.362781,7.43247,9.736566,0
4.143647,7.538329,2.418159,1
7.234294,9.287122,1.88155,1
0.936269,6.069035,8.836881,1
2.357456,1.851016,8.776377,1
0.181162,4.610675,2.073638,0
