@relation dataset

@attribute B {0.0, 1.0}
@attribute F {0.0, 1.0}
@attribute W {0.0, 1.0}
@attribute E real
@attribute D real
@attribute C real
@attribute L real
@attribute Min real
@attribute Mout real


@data

0.0,0.0,1.0,-3.197926952089123,2.7743349789114076,-2.112171523993521,2.273912959299022,-0.46627854153524,2.241054766556686
0.0,0.0,0.0,-3.9093708710322996,2.8629290305384827,-1.784817830115394,2.274494902110707,0.46821562535219735,3.2694928997938075
0.0,0.0,0.0,-3.898671726685971,2.506846694286719,-1.9329536029997065,1.415488534798874,0.5271560091303916,3.0507336663021842
0.0,0.0,1.0,-3.2035225194482755,2.9827134532194775,-1.8214469093669685,1.3494083203942875,-0.5229753802356493,2.5495612090225688
0.0,1.0,1.0,-0.5203906299295762,5.514348023056969,-1.8518141087618327,-0.104858242964601,-0.54882265277029,4.9291425476572215
0.0,0.0,0.0,-3.896393650270065,2.6822824762940822,-1.3817971241039504,0.9851948428897616,0.43906311320222,3.0890582606031476
0.0,0.0,0.0,-3.90090183409722,2.406908142016513,-2.397628524977643,1.3069795729861502,0.4345005061166096,2.876547595454166
0.0,0.0,0.0,-3.893704636355283,2.5783939553734436,-2.7065474017375704,0.8053020052097135,0.48907478770696144,3.0635867692640932
1.0,1.0,1.0,-0.4961831824010602,6.434532860610982,-1.6445751558183839,-0.6142754785600917,-0.5229502084102506,5.993662404940241
0.0,0.0,1.0,-3.2055744136447326,2.302223666776826,-2.018545081846133,1.7631632715249517,-0.45891212622266797,1.7746814029853442
0.0,0.0,0.0,-3.8958270331598435,2.720036028408906,-1.5753951955607381,2.452691943481393,0.6486334607329078,3.324445847422241
0.0,0.0,1.0,-3.1993878441327164,2.9850891596675866,-2.274979707843419,0.7928165434687311,-0.5653915931259119,2.4967728603292407
1.0,0.0,1.0,-3.199830454907256,3.738113537317669,-1.2188850998601937,2.3095325218342944,-0.5217424719012191,3.3079936084062855
0.0,0.0,0.0,-3.901829590641788,2.3712138737015866,-2.019615258497216,1.3472317382176966,0.48210134595704063,2.8142609607418674
0.0,0.0,1.0,-3.2017068995819873,2.8467517039121817,-2.503617161985699,2.185712794372297,-0.44976619194124773,2.3947260794161305
1.0,0.0,0.0,-3.89539469805769,4.026876398388326,-1.5077763094959815,0.2686600597604665,0.5121856431657655,4.532133655011162
1.0,0.0,1.0,-3.198334457390784,3.2723011396928996,-0.021225102461049583,1.6538482376549446,-0.5130595550213982,2.725414303666334
0.0,1.0,1.0,-0.50645560305515,5.620514404692031,-1.5028141272571975,-0.3447879735357039,-0.44199965638976174,5.150306815708228
0.0,0.0,0.0,-3.895046737312382,2.5845722229429016,-1.7683124149645375,1.751203505618962,0.5234997544834058,3.0291209141752864
0.0,0.0,1.0,-3.2018856337197628,2.1911043725198174,-2.325853286383832,2.0165716661831636,-0.5225433925096421,1.6635837720346498
0.0,0.0,1.0,-3.2086993145913656,2.420637151960488,-1.700024908527334,2.28666966352643,-0.4478328645487815,1.946668169361292
0.0,0.0,1.0,-3.2011080728850354,2.3971320216807586,-1.8610994876469031,2.2291393113365,-0.5130455990945306,1.8365087505537923
0.0,0.0,1.0,-3.19500867914173,2.659544422455056,-2.089307587005852,1.526917494296601,-0.5636346019803774,2.111068966632544
1.0,0.0,0.0,-3.9013608926404797,3.5932355531877875,-0.41445889499770316,0.37798701519634426,0.6999080077773085,4.3277024373548745
0.0,0.0,1.0,-3.2148972363999975,2.798301553931663,-2.273098658178138,1.7881608279193244,-0.4783796084337908,2.411453003650253
0.0,0.0,0.0,-3.8977818164669142,2.328196149278358,-1.7803628202225819,1.9133107915618588,0.5093013973205637,2.840771139723141
0.0,0.0,1.0,-3.2002399686663594,2.851086269671274,-1.9861211922583932,1.3656710764619104,-0.3264968051153895,2.5161908664805277
0.0,0.0,1.0,-3.205942258968671,3.09533021921661,-2.0313797725223512,2.3981676590170733,-0.42493087799666307,2.72366926452492
0.0,0.0,1.0,-3.196874904850581,2.8326558772392643,-1.6241812151020447,1.2680910298707033,-0.4435001834091702,2.4135716238548786
0.0,0.0,1.0,-3.203380157987024,2.9997465302804978,-1.7616939921078894,1.0791751289133629,-0.6355483881044348,2.3414097765251416
1.0,0.0,0.0,-3.9106585435460994,3.47810624443279,-1.0545150068918245,1.6180752873816973,0.4192804600602636,3.858642002202244
0.0,0.0,1.0,-3.2001447664666576,2.3129188343783826,-2.159353766446488,1.2010629290818873,-0.7059398615436632,1.6139761907649073
0.0,0.0,1.0,-3.2009369344203495,3.1031044322131716,-1.4647823562993252,1.5883188717527512,-0.5191674826440058,2.654723254179961
0.0,0.0,1.0,-3.2104965987052196,2.955432766024844,-2.014889604670104,1.2574647070238278,-0.49573588377158695,2.524952539885595
0.0,0.0,1.0,-3.1943989960134447,2.4568961671100817,-1.7810542826343518,1.7476161574335813,-0.5298937668287025,1.952294301641447
0.0,0.0,0.0,-3.893641971561436,2.8168117410171294,-2.4589367184015525,2.372434949484704,0.5449093611230278,3.3419152309660087
1.0,0.0,0.0,-3.8978671636371605,3.70661319415561,-1.6937813825748673,0.8884288937818932,0.5758416167482433,4.270740894304359
0.0,0.0,1.0,-3.198016912671663,2.4700605305100907,-2.5745120242234325,1.1169560820091604,-0.5075501605735654,1.9472096681717705
0.0,0.0,0.0,-3.896499483197599,2.6422151682636046,-2.283937909008401,1.2402793238654328,0.4269911130651632,3.00996191464677
0.0,0.0,1.0,-3.203848214299947,2.750077479006182,-2.0418599368336214,1.391654732560196,-0.5177644322057421,2.1035128256163964
0.0,0.0,1.0,-3.2010711020122766,3.3573330432980635,-2.3778389199267753,1.0331886971736002,-0.57307330408594,2.8513091932138606
0.0,0.0,0.0,-3.89138965943773,2.718943317124312,-2.6868717003905624,1.079712722664973,0.6129157394729882,3.2837954794194735
0.0,0.0,1.0,-3.1977894856573066,2.9915609216990298,-1.7004673973405033,1.3691472125485895,-0.4390519660294154,2.555330495023794
0.0,0.0,1.0,-3.2018885962015595,2.6675149073130306,-1.5338675040917855,0.6586161558653503,-0.44091966628388163,2.2895271290883428
0.0,0.0,1.0,-3.1902185029730705,2.9123308510321078,-2.3132754404618767,1.2636630970281513,-0.4187865857164735,2.503439504401073
0.0,0.0,1.0,-3.1978577507240393,2.5928730084335867,-2.095340214724013,1.9156304600178966,-0.5353840029644096,1.994530678362801
0.0,0.0,1.0,-3.206509976747432,2.7012308851324276,-2.292836487031682,1.9225219287524489,-0.4361232932063248,2.274657622376051
0.0,0.0,1.0,-3.2030503604138856,2.6747869659201413,-2.116492121127213,2.125660614229624,-0.48947082814173176,2.13768534388811
1.0,0.0,1.0,-3.203527389603171,3.7655262222405628,-0.23690470068977798,1.2894409004310636,-0.585990537089847,3.1898527464700726
1.0,0.0,1.0,-3.2017383105002737,3.4826248253628123,-0.830300926217456,1.2028584611702284,-0.5343798576733965,2.936150675079471
0.0,0.0,1.0,-3.1992242274237834,2.7691054046817545,-2.1302789774175546,1.3290370846108397,-0.557296610235885,2.1822475358860243
0.0,0.0,1.0,-3.1950455514903173,2.9544859422802903,-2.4281576510261997,2.371647710014441,-0.5296526732465022,2.397531234660161
0.0,0.0,1.0,-3.2008309291658326,2.7082211416503412,-2.3981434702922435,1.7243350350911475,-0.5430387808364235,2.163942812553521
1.0,0.0,1.0,-3.198134905361868,3.950035897004897,-1.1924108751679634,1.0238179615084957,-0.3835401279902705,3.625535661068402
0.0,0.0,1.0,-3.1992231724265756,2.9166398823717565,-1.6988269779953993,2.6487349078868205,-0.49326950126736197,2.4331661277636205
1.0,0.0,1.0,-3.1963713732675183,3.801345658101958,-1.1408623689248212,1.059251329849239,-0.537360815263803,3.2656783233532427
0.0,0.0,1.0,-3.1919091922818548,2.945942226922875,-1.8580085380557543,1.3993377151316189,-0.5895161692873143,2.3376498000486783
0.0,0.0,0.0,-3.9024504491053746,2.414621221694423,-1.8287426107890048,1.44952786353213,0.43176112858899707,2.8931837115488
0.0,1.0,0.0,-0.4039060474480277,6.263266024512263,-2.1242822136610875,-0.40690236183700773,0.5990011381648416,6.928801198102694
0.0,0.0,0.0,-3.897483609194263,2.7327529154392503,-1.9973409673056088,1.8873606029426264,0.6132963997658692,3.3693870554517207
0.0,0.0,1.0,-3.1987996231616416,2.7057671793105933,-2.4306415306981584,1.480188320760852,-0.5085322771256074,2.2415041895837784
0.0,0.0,1.0,-3.199835930607674,3.1981821411461464,-2.021239762447751,1.0557702039916286,-0.5563903557525701,2.646967035000426
1.0,0.0,0.0,-3.8979954888966653,3.879124079757771,-1.082405499911697,1.0753394354407786,0.6009386039546625,4.474532198357035
0.0,0.0,1.0,-3.2023763775801837,2.7404791747244244,-1.426363584278882,0.6002799440253248,-0.42075287470961376,2.3198612091367297
0.0,0.0,0.0,-3.909911204620188,2.4844135970298837,-1.5988669893255127,2.3601011336949567,0.6378299948984959,3.100666786081683
0.0,1.0,0.0,-0.40107727088967315,5.882491600142237,-1.8967954878001234,0.48911027600299656,0.6273054707157736,6.542801934297865
0.0,0.0,1.0,-3.2042066479636326,3.0463156454027587,-2.3926233200678846,1.0846104010636117,-0.5490861438219624,2.4612742050367036
0.0,0.0,0.0,-3.9026784940633616,2.6506789250013316,-2.51319751871379,2.489137212787171,0.6109160674138913,3.3723219051438735
0.0,0.0,1.0,-3.196745230363202,2.879979370541862,-2.4115114536871625,1.9731168783553004,-0.40903207166026606,2.48893020055706
0.0,0.0,1.0,-3.197220559872165,2.7292065174822793,-1.771776885826543,2.2140361568764746,-0.3730049944834214,2.333129888554697
0.0,0.0,1.0,-3.1949015037010904,2.722311831008651,-2.1535426216727833,1.931845551926549,-0.4756661670829006,2.195757074336745
1.0,0.0,1.0,-3.205894015636452,3.9748311887163736,-1.4273152797249706,1.1892824177053902,-0.4397636737396261,3.499959281437902
0.0,1.0,1.0,-0.49955425451679186,5.096774298680463,-1.68778108060918,0.1899201103517021,-0.4839708111809605,4.607634884645629
0.0,0.0,1.0,-3.2012423881594243,3.2563202070728576,-1.9210069180250406,2.4001787769755194,-0.4363698500641288,2.8147860164222065
0.0,0.0,1.0,-3.201182336303662,2.846404947790143,-1.1154356714287572,1.0664128248783156,-0.49681842479650073,2.3669654194082126
1.0,0.0,1.0,-3.2004821909833048,4.188574700759395,-1.0434381910995392,2.2821836394408557,-0.48206681018850644,3.752176501623501
0.0,0.0,1.0,-3.207536165848913,3.1227448690751998,-1.7000048275442161,1.2156320031179084,-0.6019915313602154,2.532069014353174
0.0,0.0,0.0,-3.905743401033436,2.723922137256619,-2.1441473686453296,2.472560332143748,0.5529519961167714,3.3259297310515774
1.0,0.0,1.0,-3.1967278478101955,4.0208948594010785,-1.424499047519014,0.02685676590940511,-0.6143036398092749,3.334467339423936
0.0,0.0,0.0,-3.8994979360615356,2.56355139210179,-2.9727448345004714,1.702408703355952,0.7368219557721019,3.2450717347102147
1.0,0.0,1.0,-3.1976939086886227,3.6988140294438523,-0.8620438071395065,1.5182537803058145,-0.4642817135897166,3.1260799564370685
0.0,0.0,1.0,-3.197459221337771,3.202554256143388,-1.8404436438465688,0.5028261272104865,-0.5468073260441572,2.673328362773659
0.0,0.0,1.0,-3.2022639523796355,2.631436633748572,-1.9654878184917517,1.2594554620741536,-0.4823461689499919,2.1916492569015458
0.0,0.0,0.0,-3.898150147726295,2.5570338820881497,-2.1045775421426773,1.0273008736513418,0.5128337973505875,3.1111611787311584
0.0,0.0,1.0,-3.20069243419909,2.9428104984643806,-2.283009216823001,1.6492722138972944,-0.5729057492766648,2.444216398841106
0.0,1.0,1.0,-0.4982080717326424,5.459577394162941,-1.7328323594988733,0.7149427380757065,-0.5917237250228113,4.849684101353272
0.0,0.0,1.0,-3.2040800235082965,2.7224299184337086,-2.274673596808639,1.6309271458482115,-0.4572697496644178,2.280308316949257
0.0,0.0,1.0,-3.209532658360644,3.0373149598141795,-1.9291525619359338,1.8357652597255734,-0.48052211216574736,2.5221977640233875
1.0,0.0,1.0,-3.2021338907366323,3.4598087785712686,-0.4353287166471256,1.1313937574134394,-0.6343413143639419,2.8378620230907945
1.0,0.0,0.0,-3.8900138741256978,3.395150824648197,-0.8185009683830932,0.9764814211805357,0.5768993954616323,4.003886758200377
0.0,0.0,0.0,-3.9078670038756806,2.6874991307896567,-1.7568243605463094,2.0899512235254285,0.3549238429581104,3.080688975143076
0.0,0.0,1.0,-3.201711652076342,2.9021782740035573,-1.8300306365808572,2.955101078965077,-0.407842284420929,2.5367313670634544
0.0,0.0,1.0,-3.1986599871824675,3.0819797646788225,-1.8264611924544687,1.9533348953203984,-0.54635548125096,2.6015727581783166
0.0,0.0,1.0,-3.1984604362334164,2.5030994253195553,-1.713750473638871,1.7562613313859965,-0.5724861967364645,1.9836536225568346
0.0,0.0,1.0,-3.201412621287952,2.794163883663599,-1.7566517344958887,2.2889835896742516,-0.581640832535912,2.2709525501586985
0.0,0.0,1.0,-3.200777251426793,3.09812783474937,-2.3791632391772928,0.7702191052130917,-0.5408141297136055,2.5940172321832113
0.0,0.0,1.0,-3.20273860970674,2.4596440784834757,-2.2614726472305797,1.6245733651280663,-0.4419478058202766,2.001647354431239
1.0,0.0,0.0,-3.8994611271588355,3.3197776378423867,-0.7136191678070448,1.6146545537781944,0.5611280846879365,3.8549377977989914
0.0,0.0,0.0,-3.8962258320590313,2.675389371109675,-1.8774297406990805,1.4505627725706354,0.5376114137812644,3.1818865915082553
0.0,0.0,1.0,-3.203393975494894,2.8430200397413663,-2.899201030117685,1.393105304242095,-0.39168657735918333,2.4887338443010747
0.0,0.0,1.0,-3.1960591147675497,2.8593335254279344,-2.0351142932191713,1.8042216333195686,-0.5470085089912932,2.277228424738295
0.0,0.0,1.0,-3.201026348340546,2.4796637996427116,-1.8282227045585389,1.2769229233814743,-0.3885324697420055,2.099544329243479
1.0,0.0,1.0,-3.2005407379363713,3.6538734506636823,-1.4436758889979044,0.5939786890879556,-0.3797277944120319,3.3702342775883207
0.0,0.0,0.0,-3.9032743336725453,2.315390236183159,-1.9188932744967366,2.677468313868403,0.6774000913345146,2.8936231495620115
0.0,0.0,0.0,-3.907910545222452,2.2056295871852076,-2.004989088651926,2.0338028102129524,0.5378492324884938,2.7962910927362863
0.0,0.0,0.0,-3.895891471933093,2.380651278978665,-1.986662547584211,1.6456006275254695,0.5456568498423254,2.845986233311562
0.0,0.0,1.0,-3.1969345645981497,2.7593082306965546,-1.971046207360444,1.6808392192477353,-0.5575832942894479,2.1867722283080555
1.0,0.0,1.0,-3.2084463161581755,4.0087851421360785,-1.5143835785785973,1.662511269515171,-0.4543214094546496,3.544658076458841
