@relation dataset

@attribute B {0.0, 1.0}
@attribute F {0.0, 1.0}
@attribute W {0.0, 1.0}
@attribute E real
@attribute D real
@attribute C real
@attribute L real
@attribute Min real
@attribute Mout real


@data

0.0,0.0,1.0,-3.197926952089123,2.7743349789114076,-2.112171523993521,2.273912959299022,-0.46627854153524,2.241054766556686
0.0,0.0,0.0,-3.9093708710322996,2.8629290305384827,-1.784817830115394,2.274494902110707,0.46821562535219735,3.2694928997938075
0.0,0.0,0.0,-3.898671726685971,2.506846694286719,-1.9329536029997065,1.415488534798874,0.5271560091303916,3.0507336663021842
0.0,0.0,1.0,-3.2035225194482755,2.9827134532194775,-1.8214469093669685,1.3494083203942875,-0.5229753802356493,2.5495612090225688
0.0,1.0,1.0,-0.5203906299295762,5.514348023056969,-1.8518141087618327,-0.104858242964601,-0.54882265277029,4.9291425476572215
0.0,0.0,0.0,-3.896393650270065,2.6822824762940822,-1.3817971241039504,0.9851948428897616,0.43906311320222,3.0890582606031476
0.0,0.0,0.0,-3.90090183409722,2.406908142016513,-2.397628524977643,1.3069795729861502,0.4345005061166096,2.876547595454166
0.0,0.0,0.0,-3.893704636355283,2.5783939553734436,-2.7065474017375704,0.8053020052097135,0.48907478770696144,3.0635867692640932
1.0,1.0,1.0,-0.4961831824010602,6.434532860610982,-1.6445751558183839,-0.6142754785600917,-0.5229502084102506,5.993662404940241
0.0,0.0,1.0,-3.2055744136447326,2.302223666776826,-2.018545081846133,1.7631632715249517,-0.45891212622266797,1.7746814029853442
