@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute VAR7 real
@attribute VAR8 real
@attribute VAR10 real
@attribute VAR13 real


@data

0,0,3.8800772484711934,8.228338419491594,24.98187962558023,-11.60157378972029
0,1,-2.2025986986082113,6.0323511764111,5.203668079057931,9.365133407260744
0,2,3.4337538146678575,4.890994526529223,-6.231854512486314,1.7336789235146126
0,3,0.9103611448981241,3.0396859646059013,-1.1078213943454174,3.546910244666242
0,4,1.0751877263531697,1.04997008685862,-1.9730947166544568,1.2873470664053521
0,5,-1.1300839898813408,-0.35036755153258864,1.6024599819162542,-1.6047235736521932
0,6,3.09265561114047,1.4400345941947779,-5.993128012447296,8.183935321451012
0,7,-0.9145235580600668,0.4494450602067914,1.1041440235916937,-7.921974488993854
0,8,0.631992985987194,-0.043767446124943765,-1.2857111924682645,9.252351138819474
0,9,2.2101677717356965,1.0269833155592991,-5.158154737246033,-0.9855993250303898
0,10,1.483291660300816,0.6641311140043705,-3.3556930057699805,5.067580898777776
0,11,1.9879026389829655,3.093161474589217,-3.5823931138390543,1.9323515538346223
0,12,1.4355311332017096,0.27187293952655356,-4.939111647999086,5.206902003718662
0,13,0.7505355674499713,1.849874599321305,-2.2649578993213937,2.240014795797265
0,14,0.6555789823890108,0.4076468923972322,-1.2673438221958493,-2.206802601201078
0,15,1.0659269294964924,3.6272611437757347,-1.1613292398875072,7.012237751860491
0,16,-0.5286063662762902,2.890473609484969,0.9414158734732414,-3.606652753753822
0,17,1.183373063667008,4.410095428823135,-2.3202007086970813,6.941096112347523
0,18,0.7855817624913268,3.5423651472825286,-2.610792541467636,-1.9984890221512015
0,19,2.1895630741952785,2.813513602551479,-3.3500902338490066,7.470279662855258
0,20,-0.8454874730493753,1.2666568440263313,0.5118472684511843,-2.9655502929251405
0,21,0.7271695313340651,3.103368896171959,-2.9669129846632876,8.367753375492285
0,22,0.6861322315961569,2.423749367850604,-2.6501713807029073,-1.5499946892206091
0,23,0.23592821211246617,1.9585698652138916,0.21612723612336882,3.086378370003054
0,24,1.6847151219704237,2.146820690786722,-2.453914411117924,2.243865262551547
0,25,1.7991505102737388,2.5507837820997565,-3.8079587796349132,4.405368500864946
0,26,0.7283761123176219,0.326968635657537,-2.557005040832506,-0.8879491934566728
0,27,1.8092427541849685,-0.41531668189468096,-3.0713430561583506,5.421349767312093
0,28,0.20712972457082568,0.9538447231748517,-1.1877324970423526,-1.6252848640875754
0,29,2.2003405858736893,-0.502940307661087,-5.313302678744691,5.809554844379869
0,30,-0.8216096330309772,-1.1135192654496358,1.652739178218836,-5.110645955501498
0,31,2.291507254330316,-0.971201581830234,-5.888819009297739,9.911033793821009
0,32,-0.008738750860271455,0.19600038178194512,-0.11083390645534819,-4.401175283560699
0,33,1.642344267547498,0.6027362438484903,-3.9097075578347664,7.151407622890237
0,34,0.018887640575696363,0.36756933461361835,-0.14418226087997593,-4.549470910626099
0,35,2.84738559090985,-1.2566953001946728,-5.104957278375033,7.797066805943223
0,36,-1.285291724417652,-0.6813513523794272,2.063877086035026,-6.589950171444863
0,37,4.302407216977032,0.8358986980919638,-8.970073765486593,14.25421337429394
0,38,-0.6919038186077707,1.2880259435986772,2.2900520356987144,-11.239760293101511
0,39,0.7204815608185084,1.4863601430636435,-2.015734203750336,13.558764601913216
0,40,-0.16066484483653176,-0.2383556595304247,-1.019877262557383,-9.12548059245451
0,41,1.3409569063928641,-0.44700208715342854,-1.4597598555528057,8.892670811770433
0,42,0.9205458864920671,-0.568056273223752,-3.1592279401081362,-3.8354865230082504
0,43,1.2571501125826154,-1.5062198730051193,-2.9982313387723853,5.696736974224008
0,44,2.539220692868133,-0.8634136360690177,-6.675855888910214,2.633972547977395
0,45,0.43698477255769114,-0.83280111711508,-0.9702532277926044,-0.01853602134767085
0,46,1.27018817827632,-1.2071450846275842,-1.8303128602928107,2.352267993513939
0,47,0.537852208001946,-0.3315586814641921,-0.9016055047303717,0.3347861401494272
0,48,1.6578115737277752,0.7988929473672459,-1.8505644137561967,2.2377878433819154
0,49,0.5774468588300204,-1.4631061153471863,0.4226498847919624,-2.3337297660471403
1,0,5.366035609221576,7.980069887096959,25.92001231651187,-11.247199577035092
1,1,-1.9522574225500273,4.126381051648576,4.339990662064904,9.312772460003194
1,2,3.168291976440207,1.577634647713423,-6.086805241292154,1.052794471624693
1,3,0.05460494987302544,-0.9241244348388855,-0.268564142067897,-0.15957941234851927
1,4,1.8014585133056038,-0.6296769511238105,-4.663267724551906,3.776063864902911
