@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute DiscreteVar0 {0.0, 1.0}
@attribute DiscreteVar1 {0.0, 1.0}
@attribute GaussianVar0 real
@attribute GaussianVar1 real
@attribute GaussianVar2 real


@data

0,0,0.0,1.0,28.965897171326525,64.88041071016815,-0.7760245145023486
0,1,0.0,0.0,0.8290949008812327,24.920015150963273,-32.130243788216454
0,2,0.0,0.0,-0.4922930923034303,6.111697640734142,41.32829496605778
0,3,0.0,0.0,-1.3653590096804777,-2.4935107245597856,-58.016547322107435
0,4,0.0,0.0,-2.220492083515848,-8.564031588694665,99.78598466213022
0,5,0.0,0.0,-0.9489359142754377,-7.641185308580866,-139.66964585900564
0,6,1.0,1.0,-1.5501523408738052,0.030779561478043282,111.88468029031407
0,7,0.0,0.0,-2.2914384005880724,-7.6517967886237965,-156.11340022510484
0,8,1.0,1.0,-4.481144471430267,2.8396295996991032,128.19647495996807
0,9,0.0,0.0,-2.2860291196992537,-4.9489323386135124,-181.8169965922814
0,10,1.0,0.0,0.6312803353596699,-1.8982527873856425,146.3985935002687
0,11,0.0,0.0,-1.389272013296183,-5.690157261198005,-209.4477956772798
0,12,0.0,0.0,-2.3838756762058733,-10.874139850668337,328.78831007837
0,13,0.0,0.0,-4.0851158107809695,-15.144860009634602,-470.1121955180613
0,14,0.0,0.0,-1.9587185334417092,-12.531214977621218,719.6471243865284
0,15,0.0,0.0,0.08139491335339843,-5.455834320386117,-1069.5991378789015
0,16,0.0,0.0,-0.8457440619624936,-5.178850587534746,1609.3503060173223
0,17,0.0,0.0,-1.9006528691925837,-9.368919156137812,-2395.099736433552
0,18,0.0,0.0,-3.4731742002545705,-14.472311889561565,3604.5628725366605
0,19,0.0,0.0,-1.7533458773115873,-12.412999509429156,-5378.151069546196
0,20,1.0,0.0,0.21428864911561296,3.762632516229278,4420.811748373465
0,21,1.0,1.0,0.5454902083462295,-3.0733387012672013,-3633.6843106248084
0,22,1.0,0.0,0.7149972235691556,-1.6622935665073602,2986.591774791417
0,23,1.0,1.0,0.6267760209504349,-1.3105485784148505,-2453.288327648076
0,24,0.0,0.0,-1.1315819117378725,-6.431803510528693,3679.23041402825
0,25,0.0,0.0,-2.705242637347457,-10.333361828442982,-5492.362708562831
0,26,1.0,0.0,-2.275845239846733,3.196571670930263,4512.385421822611
0,27,1.0,1.0,-2.908259698711019,-1.317097754772952,-3709.469169756988
0,28,0.0,0.0,-2.5618676629551227,-8.84175571015781,5565.11547338465
0,29,0.0,0.0,-2.3817715888364877,-10.488199637346796,-8316.075251757196
0,30,0.0,0.0,-1.9258494138440592,-9.840169492717092,12463.841438622474
0,31,0.0,0.0,-1.422742464671284,-8.228595557395712,-18644.06158946784
0,32,1.0,0.0,-1.028903738659507,2.640157351700623,15319.976986338399
0,33,0.0,0.0,-1.4906405628171824,-5.863510687792626,-22924.150739034227
0,34,0.0,0.0,-0.6957137619475582,-5.383848702871701,34320.72723892373
0,35,1.0,1.0,-1.3305720458274344,-0.483616917966327,-28205.86856822653
0,36,0.0,1.0,1.3156901625613775,0.9180146762007322,42216.70408375723
0,37,0.0,0.0,-1.9089876571328903,-4.043383443367803,-63185.877278453816
0,38,0.0,0.0,-1.6037184927536052,-7.4758415127339335,94589.14582799312
0,39,0.0,0.0,-1.5721024978490108,-7.231224840767941,-141573.5084607175
0,40,0.0,1.0,1.7376834988294494,1.6374642054998745,211908.62232095655
0,41,0.0,0.0,-1.0857308028069497,-1.6625311077449425,-317189.4812292455
