@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.58868,0.994291,0.692638,0.492426,0.244472,0.73702,0.681701,0.181916,0.655073,0.162986,1
0.761392,0.987276,0.767314,0.125468,0.705822,0.962866,0.418334,0.347568,0.443218,0.939095,1
0.200499,0.346797,0.198434,0.832916,0.743052,0.334474,0.796501,0.002093,0.295237,0.44585,0
0.726625,0.936809,0.103744,0.516967,0.683031,0.333098,0.635495,0.84807,0.263577,0.174056,0
0.587769,0.01056,0.716553,0.826589,0.896887,0.118905,0.405279,0.530525,0.430691,0.991987,1
0.869569,0.25805,0.469346,0.198676,0.822355,0.165181,0.010021,0.276283,0.331453,0.670449,0
0.467107,0.237706,0.20263,0.571989,0.712901,0.080043,0.802293,0.361842,0.16972,0.055736,0
0.861372,0.521585,0.616716,0.150162,0.041872,0.398395,0.889472,0.706426,0.220545,0.897873,0
0.044569,0.30318,0.509183,0.953518,0.642518,0.943638,0.314967,0.245915,0.10969,0.295454,0
0.777613,0.889929,0.008432,0.007303,0.562714,0.774904,0.131879,0.756865,0.182465,0.908921,1
0.243252,0.584409,0.685813,0.255632,0.692477,0.584255,0.439543,0.73823,0.922099,0.5715,1
0.161428,0.747885,0.944221,0.148097,0.838508,0.280453,0.354104,0.70194,0.976014,0.856806,1
0.885961,0.750496,0.743258,0.264301,0.174433,0.651509,0.419113,0.103269,0.283445,0.237877,0
0.348321,0.808034,0.775511,0.231519,0.205652,0.651317,0.57761,0.2731,0.04999,0.812322,0
0.744503,0.85005,0.412662,0.474368,0.268166,0.806828,0.93694,0.356037,0.555613,0.193044,1
0.945267,0.000401,0.250215,0.913319,0.918873,0.29933,0.399233,0.704495,0.053758,0.623181,1
0.577123,0.642874,0.343616,0.965755,0.157332,0.621629,0.089442,0.902157,0.769071,0.804664,1
0.223146,0.486909,0.297984,0.999206,0.179302,0.361807,0.847692,0.830687,0.578932,0.803504,1
0.872955,0.471459,0.010454,0.619038,0.192789,0.320361,0.026661,0.903286,0.135996,0.422507,1
0.254221,0.796622,0.042692,0.263781,0.213958,0.348986,0.975294,0.608834,0.963934,0.571428,1
0.500273,0.595997,0.469762,0.159633,0.371074,0.226587,0.768763,0.080943,0.07397,0.388138,0
