@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.89586,0.621074,0.539453,0.14599,0.971622,0.148061,0.106365,0.650288,0.834179,0.468277,1
0.172253,0.921655,0.735737,0.374074,0.002639,0.616998,0.084352,0.415012,0.848315,0.029733,0
0.319052,0.498687,0.974887,0.824786,0.726912,0.53582,0.367241,0.397633,0.350892,0.623541,1
0.34131,0.233908,0.251669,0.994865,0.652107,0.980865,0.808565,0.791674,0.066846,0.412505,1
0.866811,0.979207,0.518573,0.010061,0.346478,0.27839,0.420162,0.527142,0.81443,0.203514,0
0.857095,0.819988,0.632375,0.828042,0.027747,0.347527,0.704612,0.930495,0.200518,0.509559,0
0.670483,0.0572,0.261648,0.822784,0.545192,0.145194,0.379803,0.21629,0.236958,0.559264,0
0.192247,0.801454,0.897483,0.591219,0.729745,0.282303,0.644829,0.285551,0.271479,0.24031,1
0.774256,0.143219,0.581006,0.7692,0.679843,0.590159,0.365962,0.855627,0.412081,0.694461,0
0.273448,0.193023,0.482246,0.311368,0.413038,0.945318,0.728494,0.525076,0.996873,0.047162,1
0.131089,0.695352,0.462074,0.587166,0.888676,0.917607,0.162864,0.551643,0.022167,0.404375,0
0.12742,0.771564,0.028378,0.080205,0.962679,0.023834,0.642199,0.429151,0.012815,0.707432,0
0.591896,0.096253,0.996815,0.762287,0.712554,0.172837,0.144261,0.670957,0.326943,0.686235,0
0.692041,0.435032,0.074527,0.328874,0.326098,0.773089,0.47207,0.896399,0.308911,0.686304,1
0.941781,0.628153,0.476323,0.881749,0.145734,0.702054,0.47799,0.381062,0.65813,0.002436,1
0.357176,0.240178,0.40159,0.702372,0.865454,0.06051,0.175746,0.721949,0.341465,0.178281,0
0.582656,0.29258,0.579408,0.495198,0.437595,0.19769,0.871318,0.100024,0.728042,0.939921,1
0.13846,0.707788,0.578626,0.501685,0.364132,0.156867,0.904679,0.420743,0.672443,0.739214,1
0.567146,0.509191,0.901108,0.108491,0.960477,0.66747,0.555912,0.755842,0.661713,0.816767,1
0.270717,0.438283,0.323965,0.110092,0.088308,0.293944,0.798055,0.384761,0.744827,0.403405,0
0.476271,0.726755,0.29343,0.49313,0.851544,0.362412,0.820107,0.327464,0.117006,0.970364,1
0.394057,0.679515,0.679362,0.12355,0.931745,0.458493,0.690971,0.53029,0.323857,0.813712,1
0.709565,0.865496,0.264331,0.406609,0.690815,0.853384,0.892152,0.954816,0.784104,0.809989,1
0.96228,0.307754,0.088134,0.091727,0.133032,0.748159,0.193199,0.996381,0.587502,0.554786,1
0.461711,0.570009,0.543918,0.700949,0.190473,0.350157,0.061438,0.985135,0.608162,0.328552,0
0.456812,0.031795,0.276169,0.858819,0.182569,0.842495,0.71194,0.567186,0.077816,0.19255,0
0.319801,0.131249,0.157503,0.372092,0.223499,0.062962,0.52995,0.29732,0.894432,0.101892,0
0.976159,0.302642,0.221611,0.718952,0.773914,0.691352,0.483079,0.212206,0.076046,0.593338,1
0.589399,0.889459,0.206002,0.454475,0.728599,0.075414,0.032301,0.60415,0.905844,0.926608,1
0.686233,0.935792,0.438686,0.700968,0.302567,0.578352,0.420366,0.357273,0.146621,0.76443,0
0.189725,0.071791,0.542544,0.48547,0.293322,0.349887,0.902969,0.772732,0.005401,0.085806,0
0.965859,0.342399,0.626405,0.737753,0.885878,0.947824,0.32996,0.337546,0.925747,0.549379,1
0.026789,0.572206,0.631213,0.105207,0.972948,0.251848,0.141516,0.484408,0.920515,0.822348,1
0.228463,0.266571,0.386277,0.706048,0.941111,0.192829,0.617563,0.548153,0.886093,0.085994,1
0.920847,0.73024,0.795667,0.879647,0.067929,0.347572,0.502654,0.343964,0.388891,0.336914,0
0.819103,0.270259,0.996341,0.028517,0.394641,0.377334,0.244841,0.439403,0.076087,0.536117,0
0.428258,0.901519,0.511962,0.659286,0.810853,0.298674,0.574523,0.271149,0.595216,0.518067,1
0.908564,0.860419,0.052977,0.879659,0.843048,0.229419,0.1885,0.02673,0.356091,0.502742,1
0.739079,0.588574,0.305949,0.342295,0.842686,0.905034,0.796211,0.201241,0.218778,0.51805,1
0.375619,0.06555,0.427569,0.93425,0.795145,0.800922,0.695859,0.560428,0.689226,0.024194,1
0.4664,0.276317,0.599994,0.288575,0.85954,0.802337,0.979653,0.681368,0.112475,0.184651,0
0.58654,0.624944,0.312041,0.929135,0.200756,0.78309,0.001332,0.470643,0.70593,0.574206,1
0.771672,0.413365,0.669813,0.428757,0.241815,0.928329,0.95112,0.380211,0.136176,0.579348,1
0.158569,0.422924,0.88484,0.198356,0.134709,0.4227,0.014263,0.447364,0.272303,0.082096,1
0.326704,0.327801,0.85767,0.287564,0.928173,0.669208,0.707481,0.195,0.219196,0.29732,0
0.001966,0.785365,0.165751,0.39429,0.929767,0.358381,0.565042,0.296014,0.735706,0.334847,0
0.016516,0.253421,0.715043,0.261606,0.342516,0.979745,0.020662,0.014849,0.559115,0.857654,0
0.553196,0.144528,0.151936,0.164519,0.526311,0.036429,0.717547,0.023693,0.089533,0.932737,1
0.691204,0.168581,0.672633,0.984369,0.132599,0.742692,0.732875,0.116612,0.943169,0.963233,1
0.379163,0.992813,0.156287,0.940668,0.974869,0.947573,0.145387,0.94069,0.544164,0.177019,1
0.317009,0.272403,0.74906,0.011928,0.628053,0.059071,0.312372,0.070839,0.454146,0.209958,0
0.597678,0.09289,0.0792,0.771151,0.145091,0.013651,0.710178,0.622319,0.074035,0.290783,0
0.429102,0.709785,0.286968,0.267403,0.801691,0.014619,0.316091,0.222898,0.479755,0.733906,0
0.530685,0.431542,0.922452,0.33843,0.875665,0.542984,0.864473,0.567661,0.952046,0.365979,1
0.207444,0.534078,0.556103,0.195139,0.633783,0.082013,0.697433,0.699045,0.651623,0.062159,0
0.001413,0.222793,0.344465,0.721451,0.267609,0.246956,0.881879,0.749009,0.212022,0.528305,0
0.873476,0.90064,0.581207,0.7614,0.88155,0.635957,0.854809,0.239597,0.500895,0.926816,1
0.881455,0.441902,0.214711,0.858077,0.161367,0.583633,0.853297,0.887598,0.386901,0.389306,1
0.514403,0.511155,0.76657,0.770537,0.576867,0.880459,0.623928,0.36139,0.619439,0.220302,1
0.174868,0.44968,0.565705,0.027557,0.238604,0.867416,0.901814,0.870947,0.853409,0.768076,1
0.193075,0.382665,0.811528,0.277256,0.079967,0.725826,0.243227,0.638541,0.580994,0.430775,0
0.739188,0.524494,0.787464,0.490913,0.704198,0.091339,0.789236,0.882476,0.131203,0.504222,0
0.08886,0.960753,0.289155,0.60903,0.15592,0.077581,0.570487,0.612892,0.911727,0.475989,0
0.942849,0.820138,0.4446,0.913364,0.293923,0.669531,0.504018,0.41714,0.603117,0.524374,1
0.966846,0.407081,0.825267,0.969749,0.498437,0.490533,0.387354,0.711319,0.845373,0.638603,1
0.258841,0.90835,0.412662,0.547695,0.939095,0.475015,0.131934,0.763965,0.270171,0.9762,1
0.001737,0.900351,0.53257,0.187395,0.071099,0.937835,0.619254,0.873825,0.279564,0.441008,0
0.219475,0.626752,0.679737,0.815483,0.931006,0.76,0.275295,0.838544,0.366289,0.500382,1
0.6362,0.939241,0.675373,0.6655,0.972625,0.395727,0.327402,0.560668,0.32685,0.538307,1
0.889629,0.152098,0.802822,0.803166,0.854446,0.174242,0.071237,0.520839,0.328991,0.600856,1
0.962412,0.72765,0.148501,0.380141,0.648151,0.25776,0.738236,0.694888,0.669958,0.668253,1
0.248334,0.755159,0.666521,0.945446,0.999739,0.998408,0.89135,0.205657,0.758304,0.609289,1
0.046173,0.667817,0.418676,0.070636,0.784608,0.085026,0.688689,0.553976,0.864637,0.100443,0
0.652711,0.501969,0.494191,0.437171,0.874459,0.474384,0.619748,0.898848,0.461244,0.168534,1
0.615158,0.056092,0.001091,0.951479,0.25168,0.54802,0.242964,0.905993,0.047426,0.956883,1
0.055278,0.665356,0.497906,0.568646,0.886699,0.318412,0.900241,0.419979,0.44697,0.212971,0
0.791519,0.149186,0.215874,0.033387,0.821302,0.407386,0.921697,0.905375,0.697154,0.924509,1
0.375996,0.954102,0.722247,0.574812,0.188293,0.955366,0.420295,0.614562,0.141131,0.567092,0
0.732786,0.584855,0.010635,0.800106,0.94343,0.160478,0.756053,0.645697,0.1492,0.79918,1
0.523941,0.992343,0.49592,0.81663,0.084744,0.007286,0.524312,0.683093,0.06942,0.96761,0
0.557394,0.548899,0.652866,0.721483,0.633398,0.30317,0.999974,0.393717,0.18645,0.651193,1
0.009562,0.161036,0.021952,0.248614,0.73442,0.134878,0.695037,0.031407,0.621688,0.223321,0
0.159752,0.28795,0.430276,0.178447,0.080606,0.636143,0.8006,0.593522,0.930635,0.204942,0
0.985597,0.802942,0.438485,0.479241,0.077621,0.479686,0.54259,0.403275,0.160212,0.529899,0
0.086687,0.392301,0.473604,0.47748,0.197766,0.405344,0.921302,0.783307,0.366853,0.909952,0
0.361017,0.483365,0.704061,0.094927,0.920763,0.934149,0.338125,0.421657,0.949468,0.557017,1
0.65875,0.391656,0.994406,0.995708,0.257296,0.390663,0.949529,0.771343,0.571637,0.636268,1
0.415086,0.066125,0.79938,0.821762,0.825669,0.008235,0.125208,0.224417,0.039827,0.710456,0
0.817182,0.405352,0.653864,0.237252,0.503633,0.03741,0.503065,0.292554,0.234054,0.552893,0
0.0247,0.617438,0.496549,0.05479,0.251946,0.630556,0.447798,0.302376,0.073276,0.064139,0
0.585313,0.012783,0.226096,0.920518,0.168773,0.913599,0.207833,0.042712,0.497929,0.501453,1
0.243542,0.883455,0.691261,0.039561,0.213939,0.26907,0.519699,0.335673,0.844191,0.462857,0
0.611607,0.914333,0.953366,0.737678,0.369029,0.833625,0.577012,0.452824,0.883255,0.626076,1
0.93193,0.328624,0.496609,0.776265,0.344607,0.966246,0.606461,0.166341,0.550334,0.556617,1
0.554226,0.952397,0.008249,0.324159,0.624019,0.936044,0.028336,0.920454,0.922749,0.591247,1
0.436325,0.484254,0.792462,0.498897,0.617964,0.424718,0.736136,0.662641,0.826055,0.367188,1
0.352276,0.379631,0.760416,0.299162,0.148819,0.469753,0.771619,0.915543,0.766116,0.948339,1
0.8216,0.887023,0.153916,0.310718,0.340002,0.055551,0.948766,0.230697,0.537832,0.966242,0
0.969535,0.980396,0.309327,0.149307,0.04601,0.518216,0.053945,0.493033,0.935069,0.994089,1
0.841001,0.916854,0.347883,0.417428,0.25511,0.799702,0.84385,0.951998,0.727995,0.006276,0
0.489405,0.463956,0.188753,0.746895,0.219317,0.974066,0.622007,0.20022,0.466136,0.305428,1
0.021205,0.83865,0.299756,0.059819,0.470228,0.676367,0.5079,0.596644,0.161152,0.968707,0
0.466705,0.005953,0.709363,0.5519,0.382362,0.724469,0.340529,0.199163,0.149685,0.39895,0
0.885436,0.762811,0.362587,0.111568,0.22091,0.006015,0.177087,0.141416,0.414525,0.840775,0
0.918307,0.579279,0.000563,0.031877,0.316847,0.788458,0.767892,0.02933,0.490715,0.123645,0
0.238009,0.750014,0.249342,0.763021,0.500193,0.441812,0.499217,0.452676,0.972106,0.501269,1
0.960995,0.807111,0.09562,0.645227,0.400657,0.48775,0.444413,0.817818,0.392538,0.285292,1
0.49997,0.065213,0.353797,0.380265,0.059936,0.646126,0.65023,0.755199,0.057214,0.866037,0
0.815575,0.119521,0.012578,0.328524,0.968724,0.168534,0.489275,0.768113,0.645561,0.062453,1
0.588311,0.537617,0.736076,0.61704,0.952053,0.228355,0.088074,0.661938,0.051358,0.033611,0
0.110368,0.48993,0.589637,0.875488,0.863305,0.418836,0.357132,0.39724,0.821377,0.309182,1
0.650389,0.99522,0.492808,0.005867,0.389753,0.460419,0.505336,0.383471,0.99193,0.479191,1
0.287971,0.567405,0.194013,0.820251,0.385064,0.649184,0.78762,0.578141,0.593197,0.259397,1
0.839908,0.936307,0.886712,0.389362,0.422133,0.085232,0.795148,0.250983,0.368774,0.206368,0
0.584251,0.563366,0.428513,0.477032,0.066029,0.687771,0.837458,0.921746,0.277396,0.222927,0
0.099806,0.582736,0.652885,0.73265,0.484172,0.994,0.155501,0.588889,0.911263,0.599141,1
0.880144,0.364147,0.685519,0.037747,0.278405,0.15864,0.647012,0.203069,0.202246,0.973405,0
0.808628,0.571544,0.615306,0.627074,0.922433,0.667352,0.017729,0.962756,0.293751,0.175448,1
0.581252,0.450675,0.153208,0.093199,0.682088,0.695722,0.226856,0.309074,0.527719,0.912688,1
0.967789,0.10761,0.782573,0.432196,0.828449,0.534535,0.347205,0.839714,0.317878,0.165178,1
0.148405,0.849545,0.45765,0.486734,0.145551,0.939168,0.005281,0.833331,0.267766,0.103981,1
0.034394,0.980511,0.701574,0.770311,0.019646,0.020051,0.189413,0.150863,0.644661,0.692594,0
0.559402,0.41141,0.055228,0.0051,0.781111,0.065064,0.339394,0.843709,0.391629,0.604326,0
0.324012,0.487041,0.145867,0.482215,0.484316,0.218324,0.64303,0.291729,0.145994,0.691659,0
0.637708,0.717763,0.285326,0.392805,0.582152,0.726536,0.329356,0.243585,0.125328,0.513992,0
0.265594,0.775649,0.425668,0.156357,0.604163,0.298884,0.863319,0.875218,0.38236,0.613853,0
0.131796,0.220191,0.400465,0.485898,0.286897,0.503816,0.490789,0.383075,0.545176,0.972304,0
0.441393,0.202847,0.311557,0.671513,0.646628,0.816029,0.223295,0.433862,0.158383,0.576732,1
0.697582,0.290531,0.141518,0.700531,0.205448,0.653043,0.522119,0.362561,0.592631,0.252693,0
0.902611,0.961573,0.956624,0.545999,0.399888,0.731346,0.485414,0.110879,0.987275,0.157417,0
0.538465,0.539214,0.485102,0.592063,0.002832,0.347612,0.17362,0.623656,0.069342,0.789825,1
0.440135,0.989036,0.333594,0.198711,0.036143,0.792542,0.220896,0.773509,0.145216,0.352326,0
0.640164,0.484689,0.008927,0.992318,0.734187,0.070399,0.189773,0.6195,0.552358,0.663345,1
0.392177,0.202452,0.735658,0.917903,0.822731,0.819722,0.824694,0.502439,0.71292,0.830991,1
0.032124,0.731059,0.083358,0.215814,0.666551,0.048235,0.296905,0.383103,0.546145,0.880392,0
0.879287,0.645604,0.342677,0.555934,0.754365,0.787167,0.238282,0.867435,0.088807,0.02064,1
0.779603,0.644934,0.472638,0.739599,0.717181,0.93888,0.069252,0.814725,0.338572,0.966207,1
0.623792,0.591827,0.858187,0.859887,0.511488,0.445467,0.945947,0.085555,0.280745,0.516198,1
0.910896,0.88667,0.320488,0.454357,0.297247,0.562275,0.288101,0.242004,0.715133,0.471872,1
0.396372,0.958763,0.766302,0.281098,0.926603,0.680863,0.348749,0.102765,0.314705,0.049119,0
0.897005,0.425347,0.289785,0.264735,0.313024,0.598181,0.654473,0.883942,0.906391,0.232891,1
0.65777,0.200478,0.939888,0.937639,0.789373,0.165351,0.248495,0.855234,0.172049,0.733688,1
0.795404,0.090443,0.446854,0.301772,0.369528,0.496836,0.704227,0.995518,0.379425,0.613648,1
0.75833,0.7908,0.610361,0.72352,0.878337,0.9065,0.756368,0.699954,0.224838,0.491426,1
0.648699,0.634693,0.433988,0.976586,0.403425,0.623049,0.768212,0.766688,0.550752,0.71201,1
0.611531,0.370311,0.152319,0.941999,0.467795,0.588257,0.45078,0.987239,0.482265,0.617452,1
0.08062,0.410189,0.399972,0.3383,0.086992,0.991248,0.316185,0.190217,0.395995,0.095811,0
0.668491,0.95452,0.669928,0.097499,0.727651,0.616133,0.379627,0.44577,0.502298,0.066153,0
0.378003,0.410707,0.88284,0.846034,0.171243,0.073233,0.00317,0.648903,0.694996,0.228745,0
0.246607,0.383405,0.032571,0.905132,0.776038,0.288904,0.475825,0.914481,0.331227,0.600551,1
0.294619,0.784298,0.421379,0.479515,0.236679,0.654594,0.916505,0.565436,0.199141,0.306386,0
0.37444,0.507751,0.190192,0.197107,0.13299,0.746017,0.933486,0.66919,0.690102,0.858043,1
0.701803,0.257518,0.655996,0.709801,0.091646,0.7725,0.601272,0.127964,0.993636,0.862397,1
0.733363,0.765203,0.309084,0.233972,0.791331,0.250899,0.986579,0.324546,0.070127,0.256767,0
0.366886,0.881775,0.34375,0.95429,0.782342,0.438394,0.355594,0.481148,0.38909,0.67843,1
0.540641,0.592626,0.370592,0.212858,0.510632,0.91562,0.612821,0.946754,0.777673,0.608248,1
0.123128,0.368044,0.319388,0.831737,0.07102,0.295384,0.454546,0.345525,0.686032,0.306199,0
0.223784,0.079496,0.342258,0.236036,0.553352,0.336389,0.832818,0.477477,0.991659,0.153893,0
0.548103,0.132845,0.481094,0.505672,0.499963,0.102161,0.535233,0.395793,0.469455,0.813377,0
0.987329,0.902385,0.19599,0.127006,0.330278,0.461138,0.227344,0.966309,0.879003,0.330648,1
0.76954,0.25966,0.347892,0.210308,0.223073,0.103048,0.493879,0.849396,0.798848,0.2326,0
0.234747,0.640211,0.853636,0.708246,0.075543,0.753245,0.902755,0.04472,0.934444,0.954206,1
0.931318,0.468689,0.341013,0.35271,0.573214,0.926547,0.280429,0.15772,0.837743,0.02037,0
0.753661,0.285174,0.388318,0.169153,0.109787,0.737035,0.603874,0.889187,0.255397,0.230513,0
0.174562,0.076616,0.384239,0.399356,0.495249,0.751084,0.783758,0.880207,0.425048,0.624908,1
0.434983,0.101157,0.411407,0.123625,0.712677,0.933067,0.822671,0.940639,0.076133,0.346324,0
0.201189,0.868429,0.632844,0.714,0.14956,0.544689,0.171861,0.292808,0.622419,0.883347,0
0.518286,0.889858,0.800451,0.787438,0.461593,0.120862,0.256414,0.430762,0.823384,0.609824,1
0.80546,0.95664,0.546256,0.106244,0.050941,0.292261,0.161572,0.931958,0.905809,0.392677,0
0.238561,0.389763,0.652678,0.283768,0.809939,0.644451,0.616843,0.357254,0.33166,0.710044,1
0.383487,0.589773,0.269181,0.675138,0.409469,0.196876,0.551053,0.608568,0.917982,0.558491,1
0.704473,0.623092,0.321105,0.533002,0.993492,0.927153,0.727826,0.727974,0.894846,0.620277,1
0.795623,0.621849,0.517495,0.547353,0.974112,0.916187,0.249335,0.807618,0.309128,0.663361,1
0.635996,0.924473,0.45438,0.106737,0.243355,0.545818,0.827757,0.420886,0.113947,0.701844,0
0.981295,0.95685,0.250634,0.882468,0.721693,0.367013,0.009042,0.291439,0.396307,0.814231,1
0.609579,0.519915,0.325425,0.166522,0.035457,0.675432,0.628943,0.879745,0.221598,0.370566,0
0.063376,0.835539,0.20811,0.475441,0.492844,0.505542,0.123689,0.981747,0.135013,0.936728,0
0.941179,0.497848,0.214901,0.490518,0.364719,0.730778,0.70299,0.566122,0.773921,0.203682,1
0.967362,0.794547,0.48482,0.964465,0.946848,0.631413,0.736666,0.249209,0.167999,0.354276,1
0.630153,0.931892,0.890438,0.175507,0.051818,0.865362,0.24178,0.832408,0.460584,0.008726,0
0.691474,0.566624,0.293293,0.946707,0.516932,0.144981,0.856796,0.891701,0.682051,0.801244,1
0.598142,0.618559,0.077467,0.931481,0.986242,0.136333,0.880399,0.868051,0.815015,0.301285,1
0.653816,0.033246,0.720461,0.719791,0.909518,0.641284,0.150765,0.744423,0.13177,0.711262,1
0.104093,0.207342,0.39793,0.739687,0.204597,0.588862,0.613101,0.037095,0.938594,0.983399,1
0.102646,0.62243,0.925901,0.267467,0.852051,0.694006,0.536244,0.807284,0.983769,0.143037,1
0.876242,0.485336,0.313986,0.785232,0.380976,0.9704,0.54716,0.187954,0.974434,0.150576,1
0.480965,0.66117,0.876105,0.96749,0.485892,0.469819,0.215444,0.377349,0.882842,0.964388,1
