@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.412518,0.967381,0.453136,0.83473,0.719699,0.574104,0.81944,0.208868,0.096367,0.78732,1
0.09778,0.333367,0.274994,0.530105,0.609591,0.968398,0.895259,0.992821,0.999045,0.551115,1
0.414546,0.164173,0.449286,0.89594,0.047721,0.92779,0.224616,0.376683,0.332829,0.716153,0
0.214505,0.107056,0.33404,0.478287,0.754411,0.7572,0.153648,0.036782,0.790819,0.407433,0
0.796297,0.807738,0.186623,0.169397,0.925674,0.953046,0.85527,0.07317,0.479765,0.598934,1
0.054554,0.958042,0.724403,0.511247,0.310417,0.696781,0.770712,0.654344,0.967639,0.850954,1
0.373662,0.544659,0.597931,0.400675,0.899679,0.370058,0.852353,0.816533,0.620824,0.74532,1
0.267445,0.901464,0.569588,0.137915,0.312185,0.722647,0.606103,0.150218,0.657381,0.200068,1
0.048792,0.974886,0.081604,0.687448,0.174637,0.090793,0.655812,0.620941,0.517885,0.338598,0
0.864227,0.381723,0.596554,0.293631,0.301303,0.282321,0.288071,0.926102,0.895079,0.445397,0
0.92123,0.841131,0.729772,0.50713,0.012115,0.179797,0.059234,0.251164,0.055898,0.109824,0
0.391384,0.606119,0.021171,0.744787,0.477832,0.945131,0.570233,0.023272,0.929252,0.626165,0
0.506659,0.883019,0.716221,0.937316,0.091323,0.30522,0.353853,0.983515,0.05697,0.875082,1
0.476027,0.478484,0.229232,0.265169,0.722123,0.581869,0.253791,0.143686,0.129824,0.54068,0
0.671925,0.870035,0.272767,0.933121,0.05861,0.921213,0.641917,0.529027,0.083967,0.47703,1
0.2437,0.636941,0.315733,0.171928,0.910552,0.452302,0.879249,0.5161,0.69381,0.123604,1
0.978924,0.155837,0.7033,0.351603,0.167771,0.317853,0.717928,0.700723,0.315092,0.731185,1
0.795884,0.661841,0.991188,0.61038,0.179574,0.642521,0.572306,0.209596,0.030987,0.035215,1
0.429521,0.27287,0.897181,0.606025,0.030484,0.501652,0.545079,0.126796,0.384331,0.739909,0
0.029389,0.033661,0.472129,0.787465,0.235384,0.637069,0.417917,0.123127,0.600052,0.43399,1
0.36178,0.642653,0.691812,0.689485,0.827726,0.441868,0.208282,0.404789,0.553956,0.997649,1
0.444696,0.723133,0.119582,0.151404,0.603078,0.76086,0.691897,0.905045,0.479351,0.442862,1
0.504728,0.117697,0.628641,0.548204,0.950412,0.520698,0.266421,0.059266,0.817051,0.336217,1
0.507074,0.520927,0.322065,0.324151,0.922996,0.948163,0.029878,0.036664,0.939648,0.667869,0
0.041391,0.421754,0.375202,0.80109,0.558839,0.466087,0.913749,0.180011,0.66961,0.137207,1
0.547126,0.042449,0.408278,0.735036,0.268225,0.002182,0.910005,0.601335,0.256382,0.02865,0
0.341813,0.413861,0.622434,0.907572,0.390949,0.703635,0.099196,0.77403,0.789523,0.730439,0
0.992263,0.252318,0.860682,0.246649,0.633306,0.707967,0.591204,0.254663,0.393766,0.653494,1
0.739779,0.688063,0.18271,0.565506,0.770727,0.939684,0.345491,0.429344,0.706792,0.28483,1
0.955324,0.867268,0.348183,0.272583,0.559109,0.909052,0.228006,0.308638,0.623367,0.264228,1
0.066654,0.226512,0.427946,0.282316,0.929163,0.054137,0.106631,0.550056,0.535746,0.235345,0
0.34086,0.936803,0.839374,0.67302,0.563562,0.806965,0.2923,0.885802,0.637651,0.212058,0
0.397442,0.46222,0.033906,0.284742,0.756658,0.633557,0.048855,0.040958,0.802623,0.752732,0
0.805124,0.6362,0.45455,0.08715,0.065383,0.191992,0.610536,0.829138,0.98845,0.555039,1
0.679204,0.164461,0.198214,0.716341,0.060164,0.979197,0.129853,0.1781,0.474649,0.499431,0
0.185979,0.001325,0.594094,0.87666,0.662785,0.259537,0.382112,0.556031,0.347496,0.5189,0
0.218484,0.44196,0.334507,0.090365,0.450127,0.369369,0.073731,0.453499,0.160081,0.895034,0
0.639176,0.201187,0.993767,0.864616,0.47796,0.852365,0.013212,0.704298,0.948785,0.629683,1
0.817471,0.945573,0.519209,0.313269,0.577686,0.101243,0.131895,0.303409,0.580408,0.979663,0
0.334876,0.490991,0.626823,0.95836,0.239526,0.934894,0.684346,0.165448,0.850403,0.320549,0
0.130085,0.044236,0.283137,0.037718,0.574792,0.166073,0.516634,0.868179,0.340158,0.276998,0
0.512161,0.271252,0.14341,0.239858,0.459255,0.438445,0.395162,0.662662,0.238155,0.014179,0
0.317952,0.5183,0.346998,0.331892,0.00897,0.778029,0.775093,0.757472,0.558081,0.555874,0
0.210387,0.549994,0.82603,0.435417,0.49867,0.199835,0.094731,0.182868,0.698298,0.481592,0
0.627822,0.757789,0.544072,0.524525,0.287234,0.756247,0.614342,0.349009,0.443847,0.227522,0
0.51761,0.464368,0.78436,0.878939,0.219502,0.98045,0.129041,0.384922,0.197349,0.63979,1
0.189073,0.836112,0.948133,0.884741,0.364042,0.500325,0.317667,0.495607,0.571943,0.123805,1
0.542512,0.561729,0.423871,0.245679,0.895557,0.726576,0.011605,0.197642,0.830443,0.133162,0
0.29186,0.340939,0.420082,0.476355,0.50672,0.970864,0.229257,0.889392,0.631067,0.331159,0
