@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.432336,0.98571,0.237152,0.952321,0.713048,0.470183,0.401241,0.688617,0.928626,0.439126,1
0.527234,0.055568,0.94939,0.916575,0.629102,0.521237,0.908997,0.877078,0.952642,0.016605,1
0.599283,0.171583,0.891978,0.084554,0.160277,0.045042,0.866341,0.845165,0.966238,0.68803,1
0.225966,0.832569,0.054801,0.101309,0.834544,0.966757,0.217943,0.232483,0.092242,0.836073,0
0.357299,0.035877,0.164863,0.220578,0.366499,0.589162,0.725178,0.630061,0.407043,0.22026,0
0.85873,0.560524,0.875519,0.807035,0.809151,0.074712,0.959298,0.388323,0.989847,0.8212,1
0.455697,0.721457,0.149251,0.662477,0.706273,0.290262,0.45923,0.718701,0.619429,0.3478,0
0.387297,0.389014,0.188332,0.889158,0.746392,0.790734,0.275151,0.876717,0.535446,0.450209,1
0.351816,0.23843,0.958609,0.469583,0.525798,0.798314,0.420516,0.1683,0.016472,0.432986,0
0.516315,0.205108,0.965106,0.981695,0.855422,0.169706,0.927033,0.718014,0.377648,0.429076,1
0.100543,0.191701,0.448054,0.662655,0.232325,0.969554,0.226309,0.699595,0.557171,0.478744,1
0.277922,0.181456,0.107726,0.341687,0.700013,0.012164,0.699603,0.284423,0.810606,0.566325,0
0.09354,0.4368,0.007152,0.036078,0.462339,0.993023,0.818673,0.702849,0.217959,0.931048,0
0.601166,0.589275,0.626284,0.175864,0.742016,0.282246,0.108929,0.132381,0.312441,0.565002,0
0.194184,0.282589,0.499561,0.81996,0.464592,0.082144,0.047844,0.751346,0.170155,0.81477,1
0.624121,0.088253,0.749768,0.790524,0.184906,0.489404,0.506841,0.077571,0.211122,0.745308,0
0.676034,0.569672,0.172608,0.159206,0.432832,0.565085,0.257534,0.222213,0.660535,0.123392,0
0.934121,0.180324,0.237933,0.10786,0.396055,0.080341,0.889395,0.950371,0.661906,0.765727,1
0.111346,0.580977,0.030008,0.338566,0.074866,0.774413,0.687041,0.144504,0.820354,0.53342,0
0.956973,0.907163,0.166533,0.414384,0.319059,0.558445,0.468673,0.360851,0.557432,0.097509,0
0.367238,0.314372,0.227523,0.112786,0.011226,0.303292,0.939381,0.005967,0.031147,0.356522,0
0.903214,0.796274,0.682726,0.841886,0.070022,0.545921,0.006252,0.519916,0.013999,0.75395,1
0.155494,0.17897,0.347362,0.365155,0.5693,0.131241,0.535945,0.57457,0.870639,0.501604,0
0.296816,0.241386,0.15467,0.080391,0.278631,0.958709,0.671387,0.16474,0.276192,0.118133,0
0.011922,0.914145,0.374969,0.566118,0.447819,0.730503,0.034835,0.935394,0.726116,0.654881,1
0.421872,0.022502,0.984925,0.346921,0.105211,0.365368,0.649406,0.98973,0.832031,0.546145,1
0.126265,0.204499,0.143198,0.32075,0.451996,0.432148,0.040305,0.748562,0.681533,0.942323,0
0.522817,0.221803,0.321458,0.204031,0.391915,0.047091,0.242336,0.615602,0.041837,0.252181,0
0.436949,0.541117,0.335018,0.348825,0.780614,0.181123,0.991754,0.02472,0.40414,0.794086,0
0.265089,0.925356,0.417425,0.568011,0.22759,0.224867,0.865332,0.074851,0.949945,0.171643,0
0.788769,0.809433,0.617177,0.937112,0.031559,0.948121,0.069499,0.550795,0.231329,0.347329,1
0.521622,0.478451,0.380339,0.1575,0.693677,0.938877,0.224123,0.447554,0.197522,0.521932,0
0.52781,0.551574,0.493659,0.628241,0.389812,0.834066,0.176991,0.024234,0.102949,0.499215,0
0.696384,0.704829,0.166132,0.80777,0.569174,0.581323,0.370122,0.651849,0.099892,0.471197,1
0.587484,0.0251,0.258553,0.285994,0.188972,0.625551,0.400926,0.247078,0.122219,0.137374,0
0.463941,0.036989,0.551631,0.972015,0.897139,0.633145,0.064856,0.342866,0.239844,0.125128,0
0.173146,0.963872,0.341666,0.809623,0.870898,0.796118,0.866616,0.654575,0.442531,0.346504,1
0.412609,0.425388,0.332166,0.416121,0.128498,0.632946,0.472497,0.376037,0.090967,0.252839,0
0.4602,0.228114,0.084976,0.50068,0.094044,0.742917,0.610322,0.503919,0.560313,0.717254,0
0.78153,0.797358,0.495867,0.514234,0.870705,0.317908,0.150954,0.678508,0.687875,0.205989,1
0.021093,0.431646,0.881126,0.239958,0.505091,0.179296,0.206617,0.208259,0.497409,0.701649,0
0.41669,0.679951,0.713515,0.705221,0.373037,0.585662,0.375523,0.588231,0.653495,0.11115,1
0.838886,0.761152,0.823418,0.269125,0.245414,0.833908,0.000313,0.285435,0.441341,0.187086,0
0.609444,0.952017,0.227749,0.970257,0.805214,0.906746,0.235754,0.566031,0.661898,0.013866,1
0.957088,0.896119,0.846268,0.035419,0.228026,0.933139,0.091341,0.899994,0.198788,0.751585,1
0.480133,0.97649,0.437635,0.644247,0.14444,0.902338,0.661959,0.572572,0.827478,0.463129,1
0.874559,0.523832,0.421394,0.526656,0.315526,0.847403,0.759055,0.945573,0.936546,0.05426,0
0.619554,0.120093,0.947919,0.342734,0.324853,0.43384,0.512653,0.600259,0.470904,0.395791,1
0.397328,0.981205,0.472947,0.0605,0.838313,0.979034,0.950842,0.461604,0.624447,0.378979,1
0.37763,0.790134,0.115139,0.24513,0.954176,0.031358,0.27301,0.739572,0.106857,0.819681,0
0.592178,0.088117,0.39867,0.093544,0.107173,0.660246,0.319152,0.056876,0.954703,0.842295,0
0.301207,0.11149,0.687802,0.757443,0.831009,0.228269,0.445809,0.479374,0.450274,0.019376,0
0.895428,0.043738,0.157562,0.263634,0.247233,0.948544,0.201018,0.060395,0.250077,0.289797,0
0.065386,0.595663,0.752081,0.625539,0.152742,0.139438,0.763896,0.54004,0.352988,0.996303,0
0.069297,0.100648,0.890533,0.288932,0.472176,0.673013,0.884107,0.709391,0.556427,0.5133,0
0.84353,0.091412,0.089493,0.685265,0.373214,0.801154,0.304401,0.624778,0.202192,0.89147,1
