@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.621186,0.914063,0.981071,0.701773,0.789123,0.671778,0.485013,0.895012,0.383234,0.553629,1
0.4482,0.791694,0.033641,0.988233,0.233826,0.65818,0.63733,0.535926,0.398704,0.728105,1
0.128625,0.817832,0.826077,0.198035,0.813001,0.569149,0.515998,0.9176,0.808607,0.131728,1
0.595024,0.013156,0.889837,0.513535,0.786014,0.915559,0.311432,0.170848,0.403202,0.399291,0
0.109332,0.348001,0.071986,0.313437,0.270127,0.742073,0.566727,0.612134,0.359069,0.202659,0
0.882322,0.854035,0.345261,0.703834,0.457195,0.563333,0.842708,0.791326,0.0547,0.494586,1
0.222587,0.344375,0.931211,0.133152,0.287385,0.18789,0.907588,0.606798,0.841095,0.778292,1
0.751188,0.697265,0.751582,0.750241,0.561807,0.450116,0.09916,0.524754,0.263138,0.98984,1
0.084563,0.009764,0.345609,0.225104,0.52463,0.764184,0.519525,0.858359,0.026184,0.271199,0
0.221939,0.976511,0.256696,0.258551,0.225339,0.348037,0.592933,0.069585,0.313681,0.204491,0
0.069095,0.907451,0.058469,0.823254,0.123943,0.19707,0.817322,0.857813,0.972297,0.695985,1
0.23387,0.756312,0.7734,0.019164,0.51783,0.621197,0.111377,0.551465,0.039439,0.830045,0
0.16234,0.511387,0.434617,0.207757,0.513425,0.415449,0.789325,0.101073,0.936626,0.706845,0
0.046747,0.012473,0.065231,0.750777,0.121956,0.839606,0.003758,0.395443,0.328789,0.87786,0
0.617369,0.072086,0.822631,0.803173,0.558306,0.920286,0.69964,0.540923,0.046619,0.88796,1
0.622775,0.623522,0.264845,0.774646,0.969331,0.355136,0.708566,0.614202,0.282638,0.472544,1
0.183139,0.166965,0.69154,0.700157,0.506866,0.33739,0.529614,0.685897,0.265664,0.255937,0
0.204587,0.981407,0.68054,0.319174,0.129676,0.019646,0.163831,0.024898,0.574459,0.210444,0
0.340472,0.38472,0.185258,0.456529,0.18323,0.308399,0.977408,0.988049,0.966401,0.572172,0
0.126418,0.729139,0.349709,0.598548,0.549038,0.323603,0.267523,0.172125,0.636754,0.700254,1
0.176804,0.318126,0.360861,0.772388,0.750657,0.772982,0.733269,0.442959,0.332049,0.279298,1
0.176614,0.064493,0.101779,0.412341,0.595905,0.802245,0.340982,0.01605,0.449031,0.347164,0
0.542103,0.311783,0.560038,0.067518,0.784541,0.04509,0.158566,0.174525,0.927333,0.885518,0
0.989063,0.801547,0.769708,0.842589,0.363163,0.491305,0.123619,0.716358,0.665704,0.734937,1
0.830267,0.118421,0.814858,0.958448,0.139793,0.931567,0.533002,0.691167,0.807981,0.6239,1
0.132138,0.554428,0.994696,0.607779,0.098927,0.020246,0.704702,0.437535,0.063418,0.51295,0
0.862919,0.881567,0.226608,0.96244,0.318398,0.260656,0.920344,0.460487,0.023126,0.645118,1
0.924223,0.95796,0.894378,0.805459,0.294225,0.972212,0.724781,0.961394,0.256396,0.278112,1
0.764264,0.290064,0.056772,0.505962,0.49437,0.343822,0.021482,0.171963,0.969332,0.780638,0
0.906732,0.335639,0.785486,0.532387,0.86879,0.89007,0.386789,0.820473,0.010011,0.934552,1
0.614747,0.681969,0.118243,0.029744,0.649464,0.083756,0.327021,0.242182,0.798999,0.692316,0
0.205307,0.092962,0.477424,0.218092,0.580329,0.600034,0.27087,0.572117,0.445867,0.656275,0
0.874875,0.636895,0.598196,0.939687,0.137442,0.145983,0.501742,0.698882,0.599377,0.641424,1
0.298365,0.889992,0.177345,0.308754,0.484857,0.800755,0.597685,0.988195,0.879584,0.218311,1
0.75566,0.74653,0.936528,0.615393,0.510422,0.04695,0.391172,0.977771,0.830597,0.037405,1
0.564506,0.226467,0.29841,0.16697,0.72724,0.428262,0.616954,0.219383,0.852867,0.808171,0
0.664656,0.836755,0.939671,0.152923,0.300262,0.377985,0.856809,0.532915,0.140732,0.720557,1
0.206185,0.960761,0.953731,0.042377,0.608053,0.566848,0.880229,0.145043,0.236393,0.799105,1
0.722188,0.709855,0.152528,0.967102,0.202802,0.116737,0.951014,0.635202,0.120809,0.684187,1
0.040275,0.844783,0.396065,0.660498,0.205141,0.40337,0.69267,0.988537,0.69604,0.53647,1
0.875849,0.244428,0.22427,0.527015,0.424239,0.994484,0.724561,0.686035,0.390384,0.725838,0
0.235206,0.864104,0.359051,0.17446,0.510721,0.297445,0.415627,0.071396,0.672771,0.244612,0
0.957014,0.430863,0.77921,0.046502,0.837449,0.842463,0.317934,0.661491,0.041497,0.64337,0
0.371754,0.859239,0.135602,0.837436,0.246205,0.701901,0.132216,0.115455,0.65134,0.349479,0
0.844567,0.11308,0.193543,0.83407,0.691586,0.370693,0.37963,0.516365,0.451653,0.85415,1
0.457553,0.012448,0.243036,0.053303,0.140613,0.765138,0.598124,0.456627,0.444404,0.086749,0
0.811323,0.068453,0.843789,0.642565,0.409995,0.810828,0.348457,0.09325,0.700468,0.242444,0
0.465264,0.616448,0.85732,0.329093,0.392114,0.687925,0.220653,0.693626,0.540617,0.340635,1
0.82007,0.787644,0.3535,0.901586,0.098128,0.636766,0.658762,0.108385,0.794623,0.144244,0
0.057033,0.508165,0.519308,0.824345,0.397969,0.608846,0.865434,0.805008,0.036123,0.45855,1
0.560549,0.349072,0.251376,0.302595,0.722548,0.253863,0.513874,0.417559,0.986121,0.407051,0
0.853483,0.422556,0.327438,0.518403,0.242433,0.131967,0.642082,0.383497,0.051271,0.894302,0
0.037203,0.037819,0.255399,0.210138,0.081896,0.194921,0.919327,0.030181,0.13301,0.646219,0
0.588689,0.678602,0.32165,0.704749,0.215709,0.873395,0.011209,0.971683,0.825403,0.140001,1
0.550565,0.489265,0.212742,0.648896,0.097359,0.288125,0.17842,0.250298,0.132979,0.124997,0
0.932195,0.29094,0.654426,0.389211,0.125229,0.235796,0.863898,0.261748,0.363677,0.566004,0
0.592711,0.78142,0.011894,0.756341,0.140097,0.262796,0.892788,0.127127,0.400643,0.062692,0
0.558643,0.15496,0.543255,0.892986,0.912697,0.276469,0.913838,0.226604,0.796919,0.66023,1
0.988463,0.928719,0.609232,0.169683,0.981565,0.861511,0.653384,0.825803,0.460923,0.808946,1
0.092497,0.088599,0.745289,0.328054,0.150617,0.129559,0.308701,0.773356,0.708539,0.263514,0
0.157668,0.000507,0.60371,0.643231,0.004748,0.244514,0.385715,0.04753,0.404685,0.880913,0
0.971884,0.547744,0.214733,0.767195,0.138657,0.199958,0.792632,0.803937,0.016376,0.86621,1
