DAG
attr0 has 1 parent(s): {output}
attr1 has 1 parent(s): {output}
attr2 has 1 parent(s): {output}
attr3 has 1 parent(s): {output}
attr4 has 1 parent(s): {output}
attr5 has 1 parent(s): {output}
attr6 has 1 parent(s): {output}
attr7 has 1 parent(s): {output}
attr8 has 1 parent(s): {output}
attr9 has 1 parent(s): {output}
output has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
100	2.4659131695413303	0.47	0.43590767367591826	0.11758760014387844	0.6084116704536804	0.09719153794475732	0.41333385775383624	0.10091282092489884	0.5952326008275848	0.1238526855476756	0.42102017168226225	0.11166431942168015	0.46766636324612537	0.12304658294415208	0.4731364869982713	0.117598436413631	0.5035897799779806	0.1261734524672032	0.4926791260780816	0.12655919650289182	0.6056878433429859	0.12352947750900364	0.4923723371244336	0.11901390621136342	0.5368078467049267	0.11073818127620592	0.5183410144296308	0.12761544999506796	0.49401408757507526	0.11788805215432696	0.42489642044727327	0.12455091742704837	0.6103333791967428	0.1112849221223883	0.4327568064184163	0.10600433697182259	0.596456151155771	0.09869290245411379	0.43509830118263665	0.1263113284209117	0.5485434815561325	0.12248888152746573	0.47115384615384615	0.5288461538461539	2.4659131695413303	3.0938859608204337
200	2.4659131695413303	0.86	0.41536377498737004	0.08539563669510564	0.5769268188915275	0.08560959547339972	0.40134207852424886	0.08186585072062987	0.6139676001498763	0.09847424572728741	0.48462793162494516	0.09394860408894469	0.5056319095218382	0.10138664231277399	0.4560194761661475	0.09518221902247379	0.5099215384199429	0.1093994640556092	0.483757088822866	0.10406942189939106	0.6076995572079565	0.09714034970924286	0.45437787410829794	0.09447987136174614	0.5401197198012105	0.1082850293684557	0.48493659708992204	0.10603605526737382	0.5310923634890562	0.09427559253193563	0.42133079982268756	0.08476309066091246	0.6146251389621359	0.08282103658790085	0.4026879705690048	0.08746650519294526	0.587406142888636	0.08722014901578377	0.4378863780996304	0.09376111051585699	0.5805319777262022	0.10290398852641866	0.4950980392156863	0.5049019607843137	2.4659131695413303	3.0938859608204337
300	2.4659131695413303	0.83	0.41999741706867993	0.08597372048410698	0.585772603775785	0.07979758178689776	0.4158756620824105	0.0816700669027224	0.6099138637381762	0.0911648819755449	0.49488867033853406	0.09558286097864925	0.48758421986244727	0.09560151700568076	0.45183019722605644	0.09076759786568862	0.5598064176984673	0.09931192977948171	0.4442514326094917	0.09701421331266229	0.6148980874031168	0.09177517726899646	0.4767913612454354	0.09328033228011769	0.5560666163038251	0.1042130688076115	0.48261810757345475	0.09926927177966346	0.5345578408719649	0.08623784615065963	0.40398559196559847	0.08183387131830358	0.5980118656156154	0.08007347710049237	0.4309874018489306	0.0825469932870488	0.5847177751518419	0.08618580948193207	0.43629496720100147	0.08372304228641328	0.5447284849229644	0.10282374276314524	0.5	0.5	2.4659131695413303	3.0938859608204337
400	2.4659131695413303	0.86	0.42226936961520717	0.08238886615959821	0.5851753192948749	0.08214954564006362	0.4029863715330282	0.07645834147087155	0.6150132035344809	0.0864159965152168	0.5041732557056002	0.09122252810353025	0.48911228781082217	0.09464695487006318	0.4326632943667221	0.08829210435096517	0.5631544755904669	0.09344051916875146	0.42546749428691766	0.09565949802370516	0.6098362825841657	0.08562350749483578	0.481321298545006	0.09500691404497608	0.5527337522947083	0.0989164839185556	0.5055070952500801	0.09795603105761777	0.5554638895608044	0.08761707701315254	0.40536161514095315	0.08393907831722458	0.6031076065988273	0.07438247126418208	0.4598913044683119	0.08551286267621078	0.5811941202217584	0.08112876599648279	0.436288054324789	0.08319099703665457	0.542649352058084	0.09629940873032819	0.504950495049505	0.49504950495049505	2.4659131695413303	3.0938859608204337
500	2.4659131695413303	0.86	0.42307980163962766	0.08276142261309995	0.5834127848851959	0.07886775250023048	0.4055337603683516	0.07773006342759954	0.6308123751694312	0.0843767492787183	0.5137503689917784	0.08762835787307424	0.4957963975685698	0.09395416336250448	0.45048975480919945	0.08633057888388715	0.5683205559878755	0.09142531587117524	0.4250145208064787	0.09360973416940697	0.603389136016658	0.08687047713225896	0.4751807978455801	0.09168530585838901	0.5471318409486774	0.0895783659182709	0.49544735304219434	0.09630506832345682	0.5371147171511323	0.08647388092363406	0.3973338875228547	0.08068595095456893	0.5877657023098313	0.07964196601087513	0.4476177106646849	0.0855591431603156	0.5739201799711388	0.08306342882609201	0.4461906291923769	0.0860354117868837	0.5468866786133603	0.09232349305549686	0.498015873015873	0.501984126984127	2.4659131695413303	3.0938859608204337
600	2.4659131695413303	0.84	0.44013719695480996	0.0834681667774717	0.5644369785969556	0.08119029528217912	0.40302077738474745	0.07527325086373268	0.6455881744375068	0.07883942733951706	0.518643280323919	0.08571021201692183	0.48645410653351645	0.09155404630974917	0.4457170599022772	0.08124468045232787	0.5507282027168635	0.09266010714274227	0.42801257413564725	0.09234411925732623	0.5967751108265211	0.08521045903153017	0.4692934912606251	0.09209135283641448	0.5545885907098804	0.08607987002075544	0.4933608012369682	0.09443858468269238	0.5274454530959941	0.085055199268823	0.4035259320262125	0.0829781257310557	0.5908582767102263	0.07620601003395461	0.43917023743628414	0.08423814908778031	0.5639090605963071	0.08057174315900807	0.44621722358513183	0.08523415359871873	0.5482392436231981	0.09079214041939948	0.49834437086092714	0.5016556291390728	2.4659131695413303	3.0938859608204337
700	2.4659131695413303	0.87	0.44889281651182644	0.0825789637444477	0.5602922024460579	0.08086449367745298	0.3957947402274661	0.07168516968686524	0.6492316102941956	0.07572146497548657	0.516322533834936	0.08630194368781194	0.4881395337651763	0.0921900195603272	0.4480511175238202	0.07960193520537136	0.5326340545775122	0.09073335496186041	0.413594201069359	0.08814557113528967	0.5872532467940969	0.08591559801998833	0.46583880349886375	0.08994754600697145	0.5632126953775182	0.08694251957850183	0.494909827938245	0.09478131301848101	0.516101234677589	0.08425295932959148	0.4075251672071344	0.08251876903353197	0.5979490813174576	0.07646030261352527	0.4329325268576301	0.08457019513917029	0.5598805215115865	0.08104812451800532	0.455086808117413	0.08190369353630071	0.5433733138752304	0.09040297026069577	0.4971590909090909	0.5028409090909091	2.4659131695413303	3.0938859608204337
800	2.4659131695413303	0.84	0.44679521507885256	0.083079294165523	0.5520615032373968	0.08047109736824458	0.39569699253178736	0.07289903381116404	0.6458023458768889	0.07561478624584861	0.5245018493176276	0.08466640122074522	0.48226807045503417	0.09212566013910817	0.45388404169206964	0.07866700416089953	0.5288680506246433	0.08991881220813809	0.4182761840970462	0.08835363852186569	0.5860781360793382	0.08355635683641548	0.46655669402568783	0.08835394798819847	0.5538736701353199	0.08581273185828385	0.4944076752232123	0.0917650621390247	0.5134395673663918	0.08482692280579285	0.409625781376096	0.08417245048826322	0.5958354966841181	0.07923292292204472	0.44257378578404444	0.08540684287292842	0.5638281191300129	0.07929694673469112	0.45887776903152216	0.08141956400523834	0.541459993544985	0.088602889014747	0.4925373134328358	0.5074626865671642	2.4659131695413303	3.0938859608204337
900	2.4659131695413303	0.85	0.45133510352077527	0.08262280607594993	0.5544942382518431	0.08058713958237963	0.39215041414373963	0.07257591679163795	0.6443194776879834	0.07382176751618771	0.524978815528044	0.08433339195894746	0.48031764627067663	0.09198392323153173	0.46984400765243595	0.08154352038331261	0.5231558567791974	0.09100421769988644	0.41079060626620373	0.08734133401533933	0.5866419975556657	0.08257446578079247	0.4595666542019337	0.08809126982645434	0.5499798192491265	0.08597882502399372	0.5004566045395996	0.08944806175677532	0.506770481855401	0.08300178964645696	0.4102796894994745	0.0830948850498111	0.5985274434966621	0.07832903478871923	0.4458694624964198	0.08336787659566532	0.5574275970261354	0.07876995014985125	0.46369273089845897	0.08043898842654847	0.5352204518963968	0.08954744879330076	0.49336283185840707	0.5066371681415929	2.4659131695413303	3.0938859608204337
1000	2.4659131695413303	0.83	0.45526707118977616	0.08408174425014146	0.5447574972644152	0.08039295004901051	0.3863386903506783	0.07044388380542156	0.6391990164589476	0.0727414927054504	0.5279504350909314	0.08243140240675162	0.47820039505089185	0.08945712732157883	0.469748635379766	0.08091378321336998	0.5161409135261111	0.09211515889754811	0.4092796516513042	0.08603391559918763	0.5892995784039181	0.08188217328736869	0.4597605006413392	0.08816297194130902	0.5452645259797154	0.08616063391208705	0.49829368267108737	0.08999450254841947	0.5064105808918882	0.08444433833539246	0.41327003040748406	0.08359616770394725	0.6030945511245672	0.07761770090505793	0.4493000489607824	0.08307580589814453	0.5671287246229888	0.07639161495081391	0.4598882737412536	0.08169360788745128	0.5345840281004025	0.09036540279168688	0.48904382470119523	0.5109561752988048	2.4659131695413303	3.0938859608204337
1100	2.4659131695413303	0.86	0.4667780858267465	0.08325869150211371	0.5401552021952241	0.08241411194427846	0.3818054284075601	0.07015238429828748	0.6421985706072195	0.07092821913725214	0.5286749078069569	0.082814459231232	0.47912360158318656	0.08979472372904154	0.4739274273096906	0.08106740039017404	0.5145725743291403	0.0912113595889476	0.40921386937793136	0.08518153538040316	0.5896809311502532	0.08085112272843684	0.45641635562592864	0.08624135389755676	0.5351587007270994	0.08590338657509469	0.4979633824934388	0.0896071830227461	0.5017261105136944	0.08383136626999485	0.40954620594583924	0.08132805877230415	0.6020807648562533	0.07886184793480891	0.4458416211145608	0.08105043609826307	0.5651879715158761	0.07614467599261397	0.4641902950243959	0.08292023601922316	0.533398110483746	0.08957722821658856	0.49728260869565216	0.5027173913043478	2.4659131695413303	3.0938859608204337
1200	2.4659131695413303	0.82	0.4719417098806937	0.08507567159192507	0.5361583731529832	0.08323703915631542	0.3825160771515537	0.07069602333557971	0.6405585877455923	0.0707395712637885	0.5319438971863644	0.08211557926835794	0.4794030954206548	0.08864449925280608	0.4735971967973989	0.0803263886547645	0.5037247522972739	0.09065935371642378	0.40912967714878234	0.08461726128102136	0.5937111857142116	0.07922342490833578	0.4548058714449893	0.08697095787538107	0.5405429450773498	0.0852740544538554	0.4985693881824598	0.09119372374913087	0.5032783517128029	0.08253039943931341	0.40963144145402697	0.08138816643724049	0.5923999197585306	0.08039063963766097	0.4441541065692239	0.08252328568331385	0.5643305219666488	0.07753328870570675	0.46027124872110836	0.08237338346837428	0.53253146864969	0.08802606663488509	0.5016611295681063	0.4983388704318937	2.4659131695413303	3.0938859608204337
1300	2.4659131695413303	0.85	0.4778095361777111	0.08601177432651295	0.5330662749075692	0.08541302926303185	0.37857754306256497	0.06976249737231255	0.6468204896468356	0.0693903534194093	0.5339767462236967	0.08194036617792777	0.47618169064901444	0.08836041692509898	0.4728238879870246	0.07983434861619298	0.5052799552761422	0.091181893042404	0.408255258175716	0.08332808096568471	0.5990638161115904	0.07869966833785325	0.4563024749531352	0.08677424041308818	0.5357816697074788	0.08540826809652363	0.5007946193992353	0.09105535583720897	0.5013113855072575	0.08339313016556363	0.4072010208171895	0.08132875133737787	0.5896344707894176	0.07965806660300835	0.44521232239353875	0.08297553417781105	0.5632101312888564	0.07994242220308989	0.45941489077287306	0.08272077993058063	0.5259097918249885	0.08760583511325212	0.4946319018404908	0.5053680981595092	2.4659131695413303	3.0938859608204337
1400	2.4659131695413303	0.85	0.4834928383312735	0.08609137371526494	0.5290908622598067	0.08554332006956414	0.37727168949407225	0.0705644874464902	0.6462057074410642	0.06942223971671288	0.5356657640467432	0.08079447766389498	0.472996068412467	0.08797200284441577	0.4735554219235497	0.078787439451075	0.5075003765707284	0.09084375995719343	0.4020376563058776	0.08267097272565647	0.6081051750318645	0.07855677968304432	0.4575579974704167	0.08625521126709979	0.5346585128430896	0.08365955146473518	0.5035834649947301	0.08991806682252552	0.4990175917228083	0.08342298345921834	0.41812956662095274	0.08287732791076824	0.5926206313357028	0.07911118323366245	0.4453760814820654	0.08297521782876216	0.5577575375167111	0.08019380518280335	0.4618725971282025	0.0825947920774454	0.5214114926056506	0.0879497547450949	0.49145299145299143	0.5085470085470085	2.4659131695413303	3.0938859608204337
1500	2.4659131695413303	0.86	0.48972100485032427	0.08730364197427017	0.5230458856232678	0.08621886721934646	0.37788201117707865	0.06988486091788604	0.6466864655655842	0.06901691712295667	0.5367307497296714	0.08057059627018529	0.47253120255660264	0.08811931445326925	0.4784701043442628	0.07804451551331416	0.5119271430629625	0.09017751446225525	0.3973570376575502	0.08194509820135466	0.6053860811570594	0.0784182062024636	0.4597115263004995	0.08581128788722682	0.5337432671645713	0.0840274492288896	0.5037853122140566	0.08810893367158325	0.49751021764171555	0.0830653020434078	0.4181175623706202	0.08229231046689874	0.5909571596599846	0.07795858684243313	0.44428250953177706	0.08231490387239486	0.5573042910115329	0.07954800076162111	0.4607930461464166	0.0831290168206249	0.5210361706852455	0.0866211286427766	0.48736702127659576	0.5126329787234043	2.4659131695413303	3.0938859608204337
1600	2.4659131695413303	0.87	0.4991804607749522	0.08748534725087487	0.5217563980952813	0.0866430971562769	0.3768148880736639	0.06954172802883564	0.645096525014873	0.06951990833084049	0.5367273724897889	0.08116981179935957	0.47316933238848696	0.08816389162086753	0.47159397425998006	0.07802198447883829	0.5089311305886887	0.08892023464027791	0.39777006615353055	0.08228391266557929	0.6097136445006707	0.07785058132972882	0.46281429485830466	0.08660078096800283	0.5335390330849465	0.08536280354781624	0.5042112254940257	0.08670146962000698	0.49986772928609025	0.08226260525819154	0.42115269273902944	0.0827482730844871	0.5908645026911166	0.0786796833122382	0.44414283968980806	0.0813873151582964	0.5588510978261463	0.07860081981405884	0.4649448583134557	0.08253748675937739	0.5203612148716289	0.08655861242671466	0.48940149625935164	0.5105985037406484	2.4659131695413303	3.0938859608204337
1700	2.4659131695413303	0.84	0.49649951494461225	0.08699511082388203	0.5147583095482551	0.08624006106634996	0.37473187380341133	0.06878364818045947	0.6425870463897507	0.06980846920381764	0.5337519747800425	0.08201593351532994	0.47248331483820183	0.08806687002794575	0.47482904180925267	0.07827435388934285	0.5126060942562218	0.08804270418602188	0.3939228013770536	0.08109883310152954	0.6104123853994338	0.07692763863177188	0.46455642578506756	0.08556030930641437	0.5365045636308843	0.08496906177221326	0.5000090304130139	0.0851364770074893	0.49873918629314906	0.08169158360189217	0.42176200541889325	0.08172639570425165	0.5849412186074255	0.07936549070255751	0.4483546112772832	0.08135867724790473	0.5596026463415833	0.07872650516660501	0.4672610346240129	0.08255031505333901	0.5211819430347563	0.08572628006568644	0.49061032863849763	0.5093896713615024	2.4659131695413303	3.0938859608204337
1800	2.4659131695413303	0.82	0.49819449774114927	0.08590952117774842	0.508781576443101	0.08623754691560255	0.37239610337305057	0.06881722384539588	0.6396409218126103	0.06929728410586118	0.5321275772988572	0.08164667114463592	0.4702521029511087	0.08822716837241291	0.4736601926289836	0.07734746710623083	0.514207757872177	0.08776123802528227	0.3873968377905559	0.08114383548449369	0.6110787100492646	0.07732866540488396	0.46318283523044607	0.08504686934368874	0.5345494543919638	0.08460860497865097	0.5029219954224349	0.08440690863619887	0.499887339139218	0.08256104906419594	0.42851026799597947	0.08196947726743319	0.5799831499966344	0.0804622650230507	0.4505739128453267	0.08188828852097305	0.5566971534575557	0.07900673660901326	0.4715444202729557	0.0825097513235175	0.5208440022605638	0.08449599306744045	0.49002217294900224	0.5099778270509978	2.4659131695413303	3.0938859608204337
1900	2.4659131695413303	0.86	0.5000988184278593	0.08640660995512471	0.507483300488369	0.08534862691222823	0.36968734211363563	0.06914440429901089	0.6385781707789292	0.0698381549538781	0.5299731847473188	0.08187659754671217	0.46965563296828494	0.0873123327635811	0.4736886457018966	0.07690360780356395	0.510203993534384	0.08800931692326466	0.38688048899969135	0.08021010716450488	0.6128117568945043	0.07628923142588476	0.4608997881076494	0.08462989686072553	0.533961407837974	0.08427277215864927	0.5003633952174569	0.08438721904341136	0.49840182923931214	0.08198104348482155	0.4297962937262296	0.08185657559053522	0.5813002824359808	0.07944637809990915	0.45515477517085695	0.08174841214959543	0.5572563502257633	0.07846461711339231	0.4715057098091714	0.08245967264641202	0.5177107721200269	0.0849887526428086	0.49264705882352944	0.5073529411764706	2.4659131695413303	3.0938859608204337
