1,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR32,VAR42,
2,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR42,,,
3,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR32,,,
4,VAR04,VAR07,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR19,,
5,VAR04,VAR10,VAR11,VAR12,VAR13,VAR17,VAR55,VAR60,,,
6,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR30,VAR32,VAR40,VAR55,VAR60
7,VAR04,VAR13,VAR18,VAR42,VAR55,,,,,,
8,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR40,VAR55,VAR60,
9,VAR01,VAR04,VAR08,VAR10,VAR11,VAR13,VAR14,VAR17,,,
10,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR27,VAR40,VAR55,VAR60
11,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,,,
12,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,,,
13,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR17,VAR40,VAR55,,
14,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR19,VAR40,,
15,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR17,VAR19,VAR32,VAR40
16,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR19,VAR24,VAR40,VAR55,
17,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR19,VAR31,VAR40
18,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR40,VAR42,,
19,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR40,,,
20,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR40,,,
21,VAR04,VAR11,VAR32,,,,,,,,
22,VAR04,VAR13,VAR26,,,,,,,,
23,VAR01,VAR02,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,
24,VAR04,VAR13,VAR26,,,,,,,,
25,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR19,VAR40
26,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
27,VAR04,VAR13,VAR26,,,,,,,,
28,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,,,,
29,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR17,VAR40,,,
30,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR40,,,,
31,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR40,,,
32,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
