0	-2.304827273290327	22785.0
1	-1.6800643429551454	24945.0
2	-2.3343680103363975	22318.0
3	-2.312975171826764	20910.0
4	-2.2254550035685954	20862.0
5	-2.117446229216555	20724.0
6	-2.220929153369452	22167.0
7	-2.1375533372979367	23225.0
8	-2.0032521543694095	24260.0
9	-1.5940224211401752	28259.0
10	-1.186282123301882	29287.0
11	-1.3774554449752467	24538.0
12	-1.4442138540493694	21065.0
13	-1.477734665969319	20128.0
14	-1.5707325449709013	15712.0
15	-2.694931251354798	10190.0
16	-4.183084929857716	7619.0
17	-4.769741906078673	7149.0
18	-4.558559689165945	6329.0
19	-4.35366270316864	4932.0
20	-4.604048848686354	4838.0
21	-4.289891663211377	4980.0
22	-2.787682091403102	7262.0
23	-1.3993118178100357	14080.0
