0	-20.35475609434461	10737.0
1	-20.12275993801018	10739.0
2	-20.04259339499081	10963.0
3	-19.650192038241652	10805.0
4	-19.42927533287932	10989.0
5	-19.4512221128298	11007.0
6	-19.900816332582643	10967.0
7	-19.621719953111917	11247.0
8	-19.594110406199555	11150.0
9	-19.44155849063345	11334.0
10	-19.477130282902547	11308.0
11	-19.46502614528102	11247.0
12	-19.668357572389397	11440.0
13	-19.096298839173077	11200.0
14	-19.08440698208145	11473.0
15	-19.361293484276196	11381.0
16	-18.95730836272744	11344.0
17	-18.913162350940425	11493.0
18	-18.74894838400281	11493.0
19	-19.00426217320253	11725.0
20	-19.102094399523782	11548.0
21	-18.727805933832734	11522.0
22	-19.91774709858229	11740.0
23	-18.63839566234219	11536.0
24	-18.544128501692885	11875.0
25	-18.54860082327315	11717.0
26	-18.408503093806768	11679.0
27	-18.254198427127942	11882.0
28	-18.301859171774236	11787.0
29	-18.73869489883948	12181.0
30	-18.384211001429136	11857.0
31	-18.492443631022148	11902.0
32	-18.733783394760422	11966.0
33	-17.670692569614697	12036.0
34	-17.96074073881721	12288.0
35	-18.030316877890442	11989.0
36	-18.14562245157001	12091.0
37	-18.075311456651317	12253.0
38	-18.08887485642501	12145.0
39	-18.074243182598053	12143.0
40	-17.945067825999608	12146.0
41	-18.298296728206722	12282.0
42	-17.509080730701122	12080.0
43	-17.589499235894955	12432.0
44	-17.72716519900323	12369.0
45	-17.70581835795042	12559.0
46	-17.58781521819483	12676.0
47	-17.58849310064286	12657.0
48	-17.803362137370026	12665.0
49	-17.869855104848344	12836.0
50	-17.541304846500523	12419.0
51	-17.5819992652218	12463.0
52	-17.550719636466063	12366.0
53	-17.625042236227202	12462.0
54	-17.252129830150675	12285.0
55	-17.5005322300926	12331.0
56	-17.700051963645688	12281.0
57	-17.904061760810077	12279.0
58	-17.158409524113047	11944.0
59	-17.49185912709875	12005.0
60	-17.44039612213866	11724.0
61	-17.56631563930559	12029.0
62	-17.516197037411466	11518.0
