0	-21.993971668798764	10737.0
1	-21.556994262572957	10739.0
2	-21.34460649257047	10963.0
3	-20.88102284161823	10805.0
4	-20.53464504558722	10989.0
5	-20.60861777571704	11007.0
6	-20.880968621929032	10967.0
7	-20.73690284323804	11247.0
8	-20.71259197444201	11150.0
9	-20.53545175901151	11334.0
10	-20.63431107944161	11308.0
11	-20.643288892847384	11247.0
12	-20.84853174788142	11440.0
13	-20.3233162445073	11200.0
14	-20.299520140981098	11473.0
15	-20.568496138695576	11381.0
16	-20.231948011470305	11344.0
17	-20.188525116008247	11493.0
18	-20.03164925478535	11493.0
19	-20.33934239003198	11725.0
20	-20.454034591730984	11548.0
21	-20.083498492568374	11522.0
22	-21.356696269373774	11740.0
23	-20.07098291011074	11536.0
24	-19.995305513296135	11875.0
25	-20.007642116591633	11717.0
26	-19.872194251725542	11679.0
27	-19.74773679808075	11882.0
28	-19.782967764507365	11787.0
29	-20.15526683739518	12181.0
30	-19.9636304462565	11857.0
31	-20.01678605698096	11902.0
32	-20.3449719188454	11966.0
33	-19.33667317305443	12036.0
34	-19.51804818605421	12288.0
35	-19.638353697552237	11989.0
36	-19.801917137644192	12091.0
37	-19.735038044416825	12253.0
38	-19.765972381340163	12145.0
39	-19.769991104212533	12143.0
40	-19.67001989135754	12146.0
41	-19.967463821899454	12282.0
42	-19.320821346887048	12080.0
43	-19.337311997478913	12432.0
44	-19.50676896304641	12369.0
45	-19.48545933024993	12559.0
46	-19.44472442975625	12676.0
47	-19.452152924816208	12657.0
48	-19.61618546120385	12665.0
49	-19.680033872024563	12836.0
50	-19.46904367170401	12419.0
51	-19.471845380567384	12463.0
52	-19.426115370085437	12366.0
53	-19.4839342079921	12462.0
54	-19.17849535385676	12285.0
55	-19.356918490119646	12331.0
56	-19.657378246774037	12281.0
57	-19.752639844347808	12279.0
58	-19.152907287504302	11944.0
59	-19.41343003574872	12005.0
60	-19.399647205804314	11724.0
61	-19.519788305178963	12029.0
62	-19.4271024294937	11518.0
