40,47,109.276938904077,17.5472977571189,7170.80349532924,1,336031.299126451,0,318094.533231379,0,1040.56465287384,337656.24468956,639528.445667212,0
41,47,53.952853474766,260.07475912452,819.11297721412,0,0,25917.685001621,0,1332.18224250422,0,1395.77122495487,2397.19634904208,0
42,47,129.43179346621,364.304038324055,2096.47274544037,0,0,18836.9300810299,0,10479.1478837077,0,10651.1192643449,19812.7483029667,0
43,47,85.9358074639248,113.898592298193,3148.13525958793,2,261841.053929806,19053.3434299826,142120.525769881,14070.4790360475,0,161157.056394571,233950.832693131,0
44,47,82.7983448665174,321.955514362755,2631.55522262711,3,407985.955118911,47164.7023185257,7567.37066780057,45454.4596118998,0,54582.8475322817,81335.0121693059,0
45,47,281.911601481919,541.274437718214,9822.22417109018,0,0,0,0,0,0,0,0,0
46,47,90.6681659631431,122.178446617909,2852.34209998159,1,0,23987.9410586838,0,12649.4804254033,0,12887.2268488573,18200.5841558618,1
47,47,468.217148234077,61.841108254157,4418.98682521608,0,0,0,0,0,0,0,0,0
48,47,0,297.535185225982,4950.75204772678,0,0,0,0,0,0,0,0,0
49,47,54.7488644524837,74.8661329271272,3349.67475343214,1,244798.589610773,0,196540.544180696,0,0,196845.011780385,296914.119024643,0
